gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,ni,pi,txpd,costat,ggroup
010198,12/31/2013,2013,INDL,C,D,STD,USD,5.8500,8.4900,2.5370,A,2520
010198,12/31/2014,2014,INDL,C,D,STD,USD,11.3490,17.5290,5.2740,A,2520
010198,12/31/2015,2015,INDL,C,D,STD,USD,13.0660,18.8960,6.8970,A,2520
010198,12/31/2016,2016,INDL,C,D,STD,USD,14.6380,19.8980,5.0760,A,2520
010198,12/31/2017,2017,INDL,C,D,STD,USD,15.0220,24.7820,7.1730,A,2520
010198,12/31/2018,2018,INDL,C,D,STD,USD,16.9750,21.3950,1.0880,A,2520
010198,12/31/2019,2019,INDL,C,D,STD,USD,12.0660,15.2860,7.1460,A,2520
010198,12/31/2020,2020,INDL,C,D,STD,USD,41.0260,51.4560,13.3900,A,2520
010839,06/30/2000,2000,INDL,C,D,STD,USD,38.0330,65.2510,9.3150,A,2520
010839,06/30/2001,2001,INDL,C,D,STD,USD,-44.6740,-53.6820,1.3920,A,2520
010839,06/30/2002,2002,INDL,C,D,STD,USD,-43.9250,-8.1660,-13.9090,A,2520
010839,06/30/2003,2003,INDL,C,D,STD,USD,-27.1770,-24.9400,-12.0130,A,2520
010839,06/30/2004,2004,INDL,C,D,STD,USD,-69.7930,-101.5580,2.4370,A,2520
010839,06/30/2005,2005,INDL,C,D,STD,USD,-41.2250,-35.3830,5.0120,A,2520
010839,06/30/2006,2006,INDL,C,D,STD,USD,-14.3660,-15.8960,3.1640,A,2520
010839,06/30/2007,2007,INDL,C,D,STD,USD,-116.3050,-139.8580,2.6770,A,2520
010839,06/30/2008,2008,INDL,C,D,STD,USD,-16.1510,-30.3260,2.8980,A,2520
010839,06/30/2009,2009,INDL,C,D,STD,USD,-48.9960,-44.7600,3.1640,A,2520
010839,06/30/2010,2010,INDL,C,D,STD,USD,10.6850,18.3710,8.5500,A,2520
010839,06/30/2011,2011,INDL,C,D,STD,USD,25.0890,32.4220,7.4860,A,2520
010839,06/30/2012,2012,INDL,C,D,STD,USD,11.4910,8.8490,3.9880,A,2520
010839,06/30/2013,2013,INDL,C,D,STD,USD,16.6350,29.0140,8.1000,A,2520
010839,06/30/2014,2014,INDL,C,D,STD,USD,28.8230,47.8810,12.5690,A,2520
010839,06/30/2015,2015,INDL,C,D,STD,USD,42.1510,53.8120,17.2080,A,2520
010839,06/30/2016,2016,INDL,C,D,STD,USD,34.4150,48.2430,9.9230,A,2520
010839,06/30/2017,2017,INDL,C,D,STD,USD,32.8750,43.2750,8.1230,A,2520
010839,06/30/2018,2018,INDL,C,D,STD,USD,31.7020,30.2110,9.9620,A,2520
010839,06/30/2019,2019,INDL,C,D,STD,USD,2.4560,10.0110,2.6230,A,2520
010839,06/30/2020,2020,INDL,C,D,STD,USD,-57.2370,-56.2650,6.1310,A,2520
010839,06/30/2021,2021,INDL,C,D,STD,USD,29.0730,46.3470,8.2390,A,2520
011060,12/31/2000,2000,INDL,C,D,STD,USD,260.3340,431.5330,183.4000,A,2520
011060,12/31/2001,2001,INDL,C,D,STD,USD,137.8300,262.8010,132.5000,A,2520
011060,12/31/2002,2002,INDL,C,D,STD,USD,-154.5430,561.7280,132.6000,A,2520
011060,12/31/2003,2003,INDL,C,D,STD,USD,397.9330,598.5060,128.7700,A,2520
011060,12/31/2004,2004,INDL,C,D,STD,USD,474.7020,712.1200,186.2230,A,2520
011060,12/31/2005,2005,INDL,C,D,STD,USD,506.7020,770.8130,213.4650,A,2520
011060,12/31/2006,2006,INDL,C,D,STD,USD,533.5160,777.2380,304.4860,A,2520
011060,12/31/2007,2007,INDL,C,D,STD,USD,591.6210,905.5700,295.7920,A,2520
011060,12/31/2008,2008,INDL,C,D,STD,USD,602.7480,847.9570,275.1210,A,2520
011060,12/31/2009,2009,INDL,C,D,STD,USD,461.2710,654.6730,191.8570,A,2520
011060,12/31/2010,2010,INDL,C,D,STD,USD,571.3620,750.2120,262.8020,A,2520
011060,12/31/2011,2011,INDL,C,D,STD,USD,888.0890,1164.7430,205.3330,A,2520
011060,12/31/2012,2012,INDL,C,D,STD,USD,1085.9990,1421.8750,282.0060,A,2520
011060,12/31/2013,2013,INDL,C,D,STD,USD,1210.1190,1562.4900,291.0270,A,2520
011060,12/31/2014,2014,INDL,C,D,STD,USD,1047.5050,1352.3660,370.2020,A,2520
011060,12/31/2015,2015,INDL,C,D,STD,USD,1231.5930,1580.3890,339.0100,A,2520
011060,12/31/2016,2016,INDL,C,D,STD,USD,1074.1060,1415.5910,434.7950,A,2520
011060,12/31/2017,2017,INDL,C,D,STD,USD,614.9230,1416.4950,331.1940,A,2520
011060,03/31/2019,2018,INDL,C,D,STD,USD,1259.7920,1527.4040,359.8210,A,2520
011060,03/31/2020,2019,INDL,C,D,STD,USD,679.4490,727.2080,286.8190,A,2520
011060,03/31/2021,2020,INDL,C,D,STD,USD,407.8690,456.4720,188.2710,A,2520
011465,12/31/2000,2000,INDL,C,D,STD,USD,367.0000,580.0000,262.0000,A,2520
011465,12/31/2001,2001,INDL,C,D,STD,USD,21.0000,89.0000,148.0000,A,2520
011465,12/31/2002,2002,INDL,C,D,STD,USD,-394.0000,468.0000,126.0000,A,2520
011465,12/31/2003,2003,INDL,C,D,STD,USD,414.0000,652.0000,261.0000,A,2520
011465,12/31/2004,2004,INDL,C,D,STD,USD,406.0000,615.0000,277.0000,A,2520
011465,12/31/2005,2005,INDL,C,D,STD,USD,422.0000,598.0000,276.0000,A,2520
011465,12/31/2006,2006,INDL,C,D,STD,USD,433.0000,620.0000,173.0000,A,2520
011465,12/31/2007,2007,INDL,C,D,STD,USD,640.0000,786.0000,39.0000,A,2520
011465,12/31/2008,2008,INDL,C,D,STD,USD,418.0000,246.0000,76.0000,A,2520
011465,12/31/2009,2009,INDL,C,D,STD,USD,328.0000,293.0000,51.0000,A,2520
011465,12/31/2010,2010,INDL,C,D,STD,USD,619.0000,586.0000,31.0000,A,2520
011465,12/31/2011,2011,INDL,C,D,STD,USD,390.0000,-28.0000,136.0000,A,2520
011465,12/31/2012,2012,INDL,C,D,STD,USD,401.0000,558.0000,177.0000,A,2520
011465,12/31/2013,2013,INDL,C,D,STD,USD,827.0000,917.0000,158.0000,A,2520
011465,12/31/2014,2014,INDL,C,D,STD,USD,650.0000,881.0000,140.0000,A,2520
011465,12/31/2015,2015,INDL,C,D,STD,USD,783.0000,1031.0000,251.0000,A,2520
011465,12/31/2016,2016,INDL,C,D,STD,USD,888.0000,1114.0000,300.0000,A,2520
011465,12/31/2017,2017,INDL,C,D,STD,USD,350.0000,887.0000,311.0000,A,2520
011465,12/31/2018,2018,INDL,C,D,STD,USD,-183.0000,-21.0000,206.0000,A,2520
011465,12/31/2019,2019,INDL,C,D,STD,USD,1184.0000,1552.0000,469.0000,A,2520
011465,12/31/2020,2020,INDL,C,D,STD,USD,1081.0000,1455.0000,229.0000,A,2520
011465,12/31/2021,2021,INDL,C,D,STD,USD,1783.0000,2324.0000,,A,2520
011566,12/31/2000,2000,INDL,C,D,STD,USD,10.6900,15.0150,1.2800,A,2520
011566,12/31/2001,2001,INDL,C,D,STD,USD,45.2400,68.5470,7.8540,A,2520
011566,12/31/2002,2002,INDL,C,D,STD,USD,47.9120,71.6540,18.2010,A,2520
011566,12/31/2003,2003,INDL,C,D,STD,USD,51.7160,75.1480,22.7250,A,2520
011566,12/31/2004,2004,INDL,C,D,STD,USD,65.9380,97.0700,23.8680,A,2520
011566,12/31/2005,2005,INDL,C,D,STD,USD,74.4670,111.2470,27.2070,A,2520
011566,12/31/2006,2006,INDL,C,D,STD,USD,83.6470,122.2920,35.7840,A,2520
011566,12/31/2007,2007,INDL,C,D,STD,USD,92.8860,138.5710,48.3360,A,2520
011566,12/31/2008,2008,INDL,C,D,STD,USD,95.8210,140.5840,35.9950,A,2520
011566,12/31/2009,2009,INDL,C,D,STD,USD,61.9120,85.6920,7.2970,A,2520
011566,12/31/2010,2010,INDL,C,D,STD,USD,104.4700,143.2260,30.6040,A,2520
011566,12/31/2011,2011,INDL,C,D,STD,USD,123.2870,168.9100,29.9670,A,2520
011566,12/31/2012,2012,INDL,C,D,STD,USD,80.6860,94.1780,16.2580,A,2520
011566,12/31/2013,2013,INDL,C,D,STD,USD,100.4000,127.7000,33.5000,A,2520
011566,12/31/2014,2014,INDL,C,D,STD,USD,133.1000,181.5000,70.2000,A,2520
011566,12/31/2015,2015,INDL,C,D,STD,USD,122.8000,164.6000,49.8000,A,2520
011566,12/31/2016,2016,INDL,C,D,STD,USD,87.7000,110.5000,35.4000,A,2520
011566,12/31/2017,2017,INDL,C,D,STD,USD,0.3000,-10.6000,23.6000,A,2520
011566,12/31/2018,2018,INDL,C,D,STD,USD,200.1000,227.4000,17.4000,A,2520
011566,12/31/2019,2019,INDL,C,D,STD,USD,128.5000,145.9000,23.2000,A,2520
011566,12/31/2020,2020,INDL,C,D,STD,USD,-136.9000,-184.1000,8.6000,A,2520
012395,10/31/2000,2000,INDL,C,D,STD,USD,145.9430,230.9660,54.7000,A,2520
012395,10/31/2001,2001,INDL,C,D,STD,USD,213.6730,337.8890,108.7500,A,2520
012395,10/31/2002,2002,INDL,C,D,STD,USD,219.8870,347.3180,116.5580,A,2520
012395,10/31/2003,2003,INDL,C,D,STD,USD,259.8200,411.1530,109.0180,A,2520
012395,10/31/2004,2004,INDL,C,D,STD,USD,409.1110,647.4320,147.3260,A,2520
012395,10/31/2005,2005,INDL,C,D,STD,USD,806.1100,1323.1280,363.8500,A,2520
012395,10/31/2006,2006,INDL,C,D,STD,USD,687.2130,1126.6160,367.5850,A,2520
012395,10/31/2007,2007,INDL,C,D,STD,USD,35.6510,70.6800,322.8440,A,2520
012395,10/31/2008,2008,INDL,C,D,STD,USD,-297.8100,-466.7870,78.2310,A,2520
012395,10/31/2009,2009,INDL,C,D,STD,USD,-755.8250,-496.4650,39.1690,A,2520
012395,10/31/2010,2010,INDL,C,D,STD,USD,-3.3740,-117.1870,-148.7760,A,2520
012395,10/31/2011,2011,INDL,C,D,STD,USD,39.7950,-29.3660,-154.5240,A,2520
012395,10/31/2012,2012,INDL,C,D,STD,USD,487.1460,112.9420,4.2640,A,2520
012395,10/31/2013,2013,INDL,C,D,STD,USD,170.6060,267.6970,1.9400,A,2520
012395,10/31/2014,2014,INDL,C,D,STD,USD,340.0320,504.5820,71.6000,A,2520
012395,10/31/2015,2015,INDL,C,D,STD,USD,363.1670,535.5620,188.4470,A,2520
012395,10/31/2016,2016,INDL,C,D,STD,USD,382.0950,589.0270,180.6330,A,2520
012395,10/31/2017,2017,INDL,C,D,STD,USD,535.4950,814.3110,117.0760,A,2520
012395,10/31/2018,2018,INDL,C,D,STD,USD,748.1510,933.9160,211.9910,A,2520
012395,10/31/2019,2019,INDL,C,D,STD,USD,590.0070,787.1700,137.3370,A,2520
012395,10/31/2020,2020,INDL,C,D,STD,USD,446.6240,586.9010,46.6870,A,2520
012395,10/31/2021,2021,INDL,C,D,STD,USD,833.6270,1100.3150,229.7420,A,2520
012459,12/31/2000,2000,INDL,C,D,STD,USD,158.2460,266.8540,102.6940,A,2520
012459,12/31/2001,2001,INDL,C,D,STD,USD,236.7940,394.6580,144.3540,A,2520
012459,12/31/2002,2002,INDL,C,D,STD,USD,331.4700,536.0230,97.4730,A,2520
012459,12/31/2003,2003,INDL,C,D,STD,USD,419.7910,696.1720,162.8480,A,2520
012459,12/31/2004,2004,INDL,C,D,STD,USD,523.2040,872.0050,275.5630,A,2520
012459,12/31/2005,2005,INDL,C,D,STD,USD,697.5590,1144.4190,294.3250,A,2520
012459,12/31/2006,2006,INDL,C,D,STD,USD,587.4120,962.9710,430.7730,A,2520
012459,12/31/2007,2007,INDL,C,D,STD,USD,333.9550,539.5050,157.0810,A,2520
012459,12/31/2008,2008,INDL,C,D,STD,USD,100.8920,167.4550,65.1280,A,2520
012459,12/31/2009,2009,INDL,C,D,STD,USD,192.1800,298.4140,-28.8070,A,2520
012459,12/31/2010,2010,INDL,C,D,STD,USD,206.0050,322.3930,40.6690,A,2520
012459,12/31/2011,2011,INDL,C,D,STD,USD,129.4200,207.5760,49.7630,A,2520
012459,12/31/2012,2012,INDL,C,D,STD,USD,180.5880,275.0770,59.6040,A,2520
012459,12/31/2013,2013,INDL,C,D,STD,USD,266.4770,418.6960,113.2240,A,2520
012459,12/31/2014,2014,INDL,C,D,STD,USD,281.6300,453.5460,181.8400,A,2520
012459,12/31/2015,2015,INDL,C,D,STD,USD,382.9270,603.2120,194.6700,A,2520
012459,12/31/2016,2016,INDL,C,D,STD,USD,425.2620,661.6970,218.9840,A,2520
012459,12/31/2017,2017,INDL,C,D,STD,USD,537.5210,846.9110,260.2320,A,2520
012459,12/31/2018,2018,INDL,C,D,STD,USD,797.1970,959.7320,181.1660,A,2520
012459,12/31/2019,2019,INDL,C,D,STD,USD,878.5390,1025.7950,153.9150,A,2520
012459,12/31/2020,2020,INDL,C,D,STD,USD,901.2480,1078.0330,163.0760,A,2520
012459,12/31/2021,2021,INDL,C,D,STD,USD,1236.7190,1590.4030,,A,2520
012597,01/31/2000,1999,INDL,C,D,STD,USD,1.7480,2.5090,0.6930,A,2520
012597,01/31/2001,2000,INDL,C,D,STD,USD,1.1230,1.4850,0.6880,A,2520
012597,01/31/2002,2001,INDL,C,D,STD,USD,1.9700,2.8160,0.6070,A,2520
012597,01/31/2003,2002,INDL,C,D,STD,USD,2.6040,3.7760,0.8950,A,2520
012597,01/31/2004,2003,INDL,C,D,STD,USD,3.6380,5.2970,1.3040,A,2520
012597,01/31/2005,2004,INDL,C,D,STD,USD,5.0160,7.5630,2.1040,A,2520
012597,01/31/2006,2005,INDL,C,D,STD,USD,6.3290,9.7680,3.4030,A,2520
012597,01/31/2007,2006,INDL,C,D,STD,USD,5.1040,6.9300,3.7450,A,2520
012597,01/31/2008,2007,INDL,C,D,STD,USD,3.2910,4.8650,0.6990,A,2520
012597,01/31/2009,2008,INDL,C,D,STD,USD,4.5490,6.0630,3.2160,A,2520
012597,01/31/2010,2009,INDL,C,D,STD,USD,1.0300,1.4360,0.6250,A,2520
012597,01/31/2011,2010,INDL,C,D,STD,USD,0.9720,1.6260,0.3450,A,2520
012597,01/31/2012,2011,INDL,C,D,STD,USD,-0.3770,0.8390,1.1280,A,2520
012597,01/31/2013,2012,INDL,C,D,STD,USD,-26.2890,-20.7310,0.4690,A,2520
012597,01/31/2014,2013,INDL,C,D,STD,USD,-0.1200,-2.9710,1.3310,A,2520
012597,01/31/2015,2014,INDL,C,D,STD,USD,8.3990,0.0610,1.2470,A,2520
012597,01/31/2016,2015,INDL,C,D,STD,USD,3.8540,10.9070,1.8260,A,2520
012597,01/31/2017,2016,INDL,C,D,STD,USD,3.8930,6.2730,1.5990,A,2520
012597,01/31/2018,2017,INDL,C,D,STD,USD,0.4400,8.3430,1.2600,A,2520
012597,01/31/2019,2018,INDL,C,D,STD,USD,1.4590,3.4810,1.6670,A,2520
012597,01/31/2020,2019,INDL,C,D,STD,USD,3.2810,5.7530,1.7000,A,2520
012597,01/31/2021,2020,INDL,C,D,STD,USD,35.1060,43.8800,3.5610,A,2520
012615,12/31/2000,2000,INDL,C,D,STD,USD,44.4440,72.5640,29.2330,A,2520
012615,12/31/2001,2001,INDL,C,D,STD,USD,55.2820,85.0420,37.0500,A,2520
012615,12/31/2002,2002,INDL,C,D,STD,USD,66.6120,109.2000,44.2170,A,2520
012615,12/31/2003,2003,INDL,C,D,STD,USD,81.7300,135.0990,41.4200,A,2520
012615,12/31/2004,2004,INDL,C,D,STD,USD,91.5340,151.2970,55.0290,A,2520
012615,12/31/2005,2005,INDL,C,D,STD,USD,100.7850,161.4270,51.3470,A,2520
012615,12/31/2006,2006,INDL,C,D,STD,USD,38.8750,60.1190,57.9180,A,2520
012615,12/31/2007,2007,INDL,C,D,STD,USD,-128.1260,-150.8760,10.2460,A,2520
012615,12/31/2008,2008,INDL,C,D,STD,USD,-245.4480,-215.1240,0.5250,A,2520
012615,12/31/2009,2009,INDL,C,D,STD,USD,-62.1090,-92.9890,0.2010,A,2520
012615,12/31/2010,2010,INDL,C,D,STD,USD,-26.2690,-27.4040,0.3020,A,2520
012615,12/31/2011,2011,INDL,C,D,STD,USD,-33.8770,-33.9020,-0.3720,A,2520
012615,12/31/2012,2012,INDL,C,D,STD,USD,13.3470,12.7590,0.2810,A,2520
012615,12/31/2013,2013,INDL,C,D,STD,USD,151.4230,41.3350,0.7650,A,2520
012615,12/31/2014,2014,INDL,C,D,STD,USD,50.7890,69.7360,2.3860,A,2520
012615,12/31/2015,2015,INDL,C,D,STD,USD,51.7630,86.9290,2.3080,A,2520
012615,12/31/2016,2016,INDL,C,D,STD,USD,56.6090,91.7850,2.2710,A,2520
012615,12/31/2017,2017,INDL,C,D,STD,USD,72.0810,120.3240,36.8020,A,2520
012615,12/31/2018,2018,INDL,C,D,STD,USD,107.6630,141.2890,25.2790,A,2520
012615,12/31/2019,2019,INDL,C,D,STD,USD,127.5870,166.0250,36.9930,A,2520
012615,12/31/2020,2020,INDL,C,D,STD,USD,239.8740,310.0430,63.6660,A,2520
012615,12/31/2021,2021,INDL,C,D,STD,USD,396.8680,509.1140,,A,2520
012616,03/31/2000,1999,INDL,C,D,STD,USD,70.6120,121.6490,48.6420,A,2520
012616,03/31/2001,2000,INDL,C,D,STD,USD,86.7370,170.4640,40.7920,A,2520
012616,03/31/2002,2001,INDL,C,D,STD,USD,37.5510,66.0210,40.7080,A,2520
012616,03/31/2003,2002,INDL,C,D,STD,USD,24.5450,47.1760,38.4770,A,2520
012616,03/31/2004,2003,INDL,C,D,STD,USD,27.8560,53.4080,56.1140,A,2520
012616,03/31/2005,2004,INDL,C,D,STD,USD,63.3280,120.7790,50.3170,A,2520
012616,03/31/2006,2005,INDL,C,D,STD,USD,24.0130,39.0540,15.5940,A,2520
012616,03/31/2007,2006,INDL,C,D,STD,USD,76.8030,133.4720,39.6990,A,2520
012616,03/31/2008,2007,INDL,C,D,STD,USD,49.7350,109.7750,25.4580,A,2520
012616,03/31/2009,2008,INDL,C,D,STD,USD,52.7480,85.9310,73.3030,A,2520
012616,03/31/2010,2009,INDL,C,D,STD,USD,27.0240,43.1480,22.2480,A,2520
012616,03/31/2011,2010,INDL,C,D,STD,USD,31.5970,57.1420,43.8260,A,2520
012616,03/31/2012,2011,INDL,C,D,STD,USD,83.8850,136.0880,44.9220,A,2520
012616,03/31/2013,2012,INDL,C,D,STD,USD,80.9580,121.9520,45.0080,A,2520
012616,03/31/2014,2013,INDL,C,D,STD,USD,98.1360,155.5450,80.6470,A,2520
012616,03/31/2015,2014,INDL,C,D,STD,USD,70.3900,100.4250,37.4870,A,2520
012616,03/31/2016,2015,INDL,C,D,STD,USD,99.2620,144.1200,51.2010,A,2520
012616,03/31/2017,2016,INDL,C,D,STD,USD,112.4230,160.9190,25.2400,A,2520
012616,03/31/2018,2017,INDL,C,D,STD,USD,91.7610,143.1450,55.1130,A,2520
012616,03/31/2019,2018,INDL,C,D,STD,USD,3.0770,26.4250,45.7370,A,2520
012616,03/31/2020,2019,INDL,C,D,STD,USD,32.2670,41.0860,44.2180,A,2520
012616,03/31/2021,2020,INDL,C,D,STD,USD,63.5160,98.4160,78.1450,A,2520
012689,11/30/2000,2000,INDL,C,D,STD,USD,209.9600,329.3000,40.8180,A,2520
012689,11/30/2001,2001,INDL,C,D,STD,USD,214.2170,352.4490,61.0330,A,2520
012689,11/30/2002,2002,INDL,C,D,STD,USD,314.3500,486.2440,121.2830,A,2520
012689,11/30/2003,2003,INDL,C,D,STD,USD,370.7640,580.3530,108.3350,A,2520
012689,11/30/2004,2004,INDL,C,D,STD,USD,480.9020,786.7510,191.7100,A,2520
012689,11/30/2005,2005,INDL,C,D,STD,USD,842.4210,1373.8480,320.0180,A,2520
012689,11/30/2006,2006,INDL,C,D,STD,USD,482.3510,766.3510,363.9520,A,2520
012689,11/30/2007,2007,INDL,C,D,STD,USD,-929.4140,-1460.7700,140.8520,A,2520
012689,11/30/2008,2008,INDL,C,D,STD,USD,-976.1310,-967.9310,-122.8720,A,2520
012689,11/30/2009,2009,INDL,C,D,STD,USD,-101.7840,-311.1840,-235.2730,A,2520
012689,11/30/2010,2010,INDL,C,D,STD,USD,-69.3680,-76.3680,-196.0610,A,2520
012689,11/30/2011,2011,INDL,C,D,STD,USD,-178.7680,-181.1680,0.1220,A,2520
012689,11/30/2012,2012,INDL,C,D,STD,USD,-58.9530,-79.0530,-21.5160,A,2520
012689,11/30/2013,2013,INDL,C,D,STD,USD,39.9630,38.3630,0.7390,A,2520
012689,11/30/2014,2014,INDL,C,D,STD,USD,918.3490,94.9490,-0.1090,A,2520
012689,11/30/2015,2015,INDL,C,D,STD,USD,84.6430,127.0430,3.6010,A,2520
012689,11/30/2016,2016,INDL,C,D,STD,USD,105.6150,149.3150,2.7570,A,2520
012689,11/30/2017,2017,INDL,C,D,STD,USD,180.5950,289.9950,4.4620,A,2520
012689,11/30/2018,2018,INDL,C,D,STD,USD,170.3650,367.9650,11.7290,A,2520
012689,11/30/2019,2019,INDL,C,D,STD,USD,268.7750,348.1750,4.2580,A,2520
012689,11/30/2020,2020,INDL,C,D,STD,USD,296.2430,364.0430,-27.0830,A,2520
012689,11/30/2021,2021,INDL,C,D,STD,USD,564.7460,695.3460,28.8240,A,2520
012868,10/31/2000,2000,INDL,C,D,STD,USD,31.8360,51.8620,15.2840,A,2520
012868,10/31/2001,2001,INDL,C,D,STD,USD,28.0210,45.4120,17.8210,A,2520
012868,10/31/2002,2002,INDL,C,D,STD,USD,37.5910,59.9860,18.9140,A,2520
012868,10/31/2003,2003,INDL,C,D,STD,USD,58.5160,90.0670,21.3480,A,2520
012868,10/31/2004,2004,INDL,C,D,STD,USD,81.3690,121.9920,22.0460,A,2520
012868,10/31/2005,2005,INDL,C,D,STD,USD,107.1200,158.3460,34.4580,A,2520
012868,10/31/2006,2006,INDL,C,D,STD,USD,93.0160,131.3420,52.4460,A,2520
012868,10/31/2007,2007,INDL,C,D,STD,USD,-121.1190,-74.4430,16.0040,A,2520
012868,10/31/2008,2008,INDL,C,D,STD,USD,-226.2650,98.5710,31.0490,A,2520
012868,10/31/2009,2009,INDL,C,D,STD,USD,-192.0420,-6.5480,-5.7940,A,2520
012868,10/31/2010,2010,INDL,C,D,STD,USD,-9.6840,15.3330,15.9160,A,2520
012868,10/31/2011,2011,INDL,C,D,STD,USD,-21.2580,-32.1850,20.3560,A,2520
012868,10/31/2012,2012,INDL,C,D,STD,USD,-10.7560,-2.1860,25.7330,A,2520
012868,10/31/2013,2013,INDL,C,D,STD,USD,-232.5650,-73.1910,11.7990,A,2520
012868,10/31/2014,2014,INDL,C,D,STD,USD,-309.3770,-332.1200,17.0560,A,2520
012868,10/31/2015,2015,INDL,C,D,STD,USD,-306.1720,-298.0550,6.7220,A,2520
012988,12/31/2011,2011,INDL,C,D,STD,USD,,,,A,2520
012988,12/31/2012,2012,INDL,C,D,STD,USD,-1.5330,-1.5330,,A,2520
012988,12/31/2013,2013,INDL,C,D,STD,USD,-2.4740,-2.4740,,A,2520
012988,12/31/2014,2014,INDL,C,D,STD,USD,-4.8110,-4.8110,,A,2520
012988,12/31/2015,2015,INDL,C,D,STD,USD,-2.0090,-2.0090,,A,2520
012988,12/31/2016,2016,INDL,C,D,STD,USD,-2.2730,-2.2730,,A,2520
013354,11/30/2000,2000,INDL,C,D,STD,USD,27.2290,39.9650,21.0690,A,2520
013354,11/30/2001,2001,INDL,C,D,STD,USD,-8.2090,-12.1460,3.5500,A,2520
013354,11/30/2002,2002,INDL,C,D,STD,USD,-14.0400,-6.4030,2.4780,A,2520
013354,11/30/2003,2003,INDL,C,D,STD,USD,11.2390,21.0360,10.5560,A,2520
013354,11/30/2004,2004,INDL,C,D,STD,USD,77.2000,1.1350,7.4310,A,2520
013354,11/30/2005,2005,INDL,C,D,STD,USD,-9.5910,-18.0960,31.6390,A,2520
013354,02/28/2007,2006,INDL,C,D,STD,USD,2.9360,2.1580,-10.2260,A,2520
013354,02/29/2008,2007,INDL,C,D,STD,USD,8.4650,10.5940,2.3160,A,2520
013354,02/28/2009,2008,INDL,C,D,STD,USD,-71.0290,-55.9540,3.8160,A,2520
013354,02/28/2010,2009,INDL,C,D,STD,USD,22.4830,11.1550,-7.8380,A,2520
013354,02/28/2011,2010,INDL,C,D,STD,USD,23.0310,12.4960,1.2570,A,2520
013354,02/29/2012,2011,INDL,C,D,STD,USD,25.6490,38.8920,1.4990,A,2520
013354,02/28/2013,2012,INDL,C,D,STD,USD,22.4920,35.6550,5.4860,A,2520
013354,02/28/2014,2013,INDL,C,D,STD,USD,-26.5970,-26.6550,9.2180,A,2520
013354,02/28/2015,2014,INDL,C,D,STD,USD,-0.9420,0.6960,2.6760,A,2520
013354,02/29/2016,2015,INDL,C,D,STD,USD,-2.6820,-7.7980,1.6730,A,2520
013354,02/28/2017,2016,INDL,C,D,STD,USD,4.4220,-1.4430,4.4090,A,2520
013354,02/28/2018,2017,INDL,C,D,STD,USD,35.3040,-24.1040,2.9080,A,2520
013354,02/28/2019,2018,INDL,C,D,STD,USD,-46.0910,-58.9630,3.2120,A,2520
013354,02/29/2020,2019,INDL,C,D,STD,USD,-26.4430,-40.9400,1.5510,A,2520
013354,02/28/2021,2020,INDL,C,D,STD,USD,26.7670,27.6380,1.8070,A,2520
013906,09/30/2000,2000,INDL,C,D,STD,USD,-16.9830,15.0800,9.9350,A,2520
013906,09/30/2001,2001,INDL,C,D,STD,USD,5.3650,6.0900,4.3370,A,2520
013906,09/30/2002,2002,INDL,C,D,STD,USD,7.9270,40.4930,4.6630,A,2520
013906,09/30/2003,2003,INDL,C,D,STD,USD,5.4210,9.7020,10.7080,A,2520
013906,09/30/2004,2004,INDL,C,D,STD,USD,8.6890,14.7360,4.9220,A,2520
013906,09/30/2005,2005,INDL,C,D,STD,USD,7.1010,12.1020,5.7460,A,2520
013906,09/30/2006,2006,INDL,C,D,STD,USD,8.7150,15.7640,2.0740,A,2520
013906,09/30/2007,2007,INDL,C,D,STD,USD,9.2340,13.7080,2.8230,A,2520
013906,09/30/2008,2008,INDL,C,D,STD,USD,-71.0340,-44.2970,3.7390,A,2520
013906,09/30/2009,2009,INDL,C,D,STD,USD,-9.6710,-10.1190,2.6400,A,2520
013906,09/30/2010,2010,INDL,C,D,STD,USD,6.5390,9.1920,0.8350,A,2520
013906,09/30/2011,2011,INDL,C,D,STD,USD,32.6440,12.2500,0.8780,A,2520
013906,09/30/2012,2012,INDL,C,D,STD,USD,10.1340,19.9260,3.1630,A,2520
013906,09/30/2013,2013,INDL,C,D,STD,USD,19.3270,24.6600,2.3990,A,2520
013906,09/30/2014,2014,INDL,C,D,STD,USD,9.1230,17.4220,6.5810,A,2520
013906,09/30/2015,2015,INDL,C,D,STD,USD,10.6160,15.7530,2.2690,A,2520
013906,09/30/2016,2016,INDL,C,D,STD,USD,13.5010,23.6550,14.4960,A,2520
013906,09/30/2017,2017,INDL,C,D,STD,USD,35.1570,48.2100,13.7510,A,2520
013906,09/30/2018,2018,INDL,C,D,STD,USD,40.6690,68.1060,14.4220,A,2520
013906,09/30/2019,2019,INDL,C,D,STD,USD,51.4130,66.5070,16.7460,A,2520
013906,09/30/2020,2020,INDL,C,D,STD,USD,55.2330,73.7020,19.2400,A,2520
013906,09/30/2021,2021,INDL,C,D,STD,USD,83.3810,112.9220,26.5440,A,2520
013932,01/31/2000,1999,INDL,C,D,STD,USD,-1.8420,11.2560,14.0840,A,2520
013932,01/31/2001,2000,INDL,C,D,STD,USD,-6.8000,6.5470,9.1310,A,2520
013932,01/31/2002,2001,INDL,C,D,STD,USD,-33.5540,-27.9060,10.7420,A,2520
