gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,ni,pi,txpd,costat,ggroup
024099,12/31/2011,2011,INDL,C,D,STD,USD,14.0660,20.1880,10.3310,A,2520
024099,12/31/2012,2012,INDL,C,D,STD,USD,20.9470,26.1550,6.0670,A,2520
024099,12/31/2013,2013,INDL,C,D,STD,USD,9.2810,18.4560,10.8620,A,2520
024099,12/31/2014,2014,INDL,C,D,STD,USD,1.5440,7.3690,4.9120,A,2520
024099,12/31/2015,2015,INDL,C,D,STD,USD,12.2780,18.9050,8.9630,A,2520
024099,12/31/2016,2016,INDL,C,D,STD,USD,15.7200,22.7500,6.3840,A,2520
024099,12/31/2017,2017,INDL,C,D,STD,USD,2.1540,11.1860,12.9360,A,2520
024099,12/31/2018,2018,INDL,C,D,STD,USD,-1.7200,1.1690,2.5990,A,2520
024099,12/31/2019,2019,INDL,C,D,STD,USD,-44.4150,-43.3060,2.0570,A,2520
024099,12/31/2020,2020,INDL,C,D,STD,USD,-3.0070,6.8590,5.1610,A,2520
024911,06/30/2012,2012,INDL,C,D,STD,USD,,,,A,2520
024911,06/30/2013,2013,INDL,C,D,STD,USD,2.8160,2.7790,-0.0240,A,2520
024911,06/30/2014,2014,INDL,C,D,STD,USD,19.9270,8.5130,-0.1680,A,2520
024911,06/30/2015,2015,INDL,C,D,STD,USD,5.5340,12.1280,0.5510,A,2520
024911,06/30/2016,2016,INDL,C,D,STD,USD,10.2100,18.5180,9.6350,A,2520
024911,06/30/2017,2017,INDL,C,D,STD,USD,19.5700,31.2930,6.5410,A,2520
024911,06/30/2018,2018,INDL,C,D,STD,USD,39.6530,52.5090,13.5490,A,2520
024911,06/30/2019,2019,INDL,C,D,STD,USD,21.3540,26.7460,12.4370,A,2520
024911,06/30/2020,2020,INDL,C,D,STD,USD,-24.0470,-31.6120,6.1460,A,2520
024911,06/30/2021,2021,INDL,C,D,STD,USD,56.1700,71.8280,9.1700,A,2520
024978,12/31/2000,2000,INDL,C,D,STD,USD,80.9990,129.3220,29.2450,A,2520
024978,12/31/2001,2001,INDL,C,D,STD,USD,58.3750,98.1920,25.7380,A,2520
024978,12/31/2002,2002,INDL,C,D,STD,USD,69.4460,111.6710,16.6280,A,2520
024978,12/31/2003,2003,INDL,C,D,STD,USD,45.5230,67.8830,30.9250,A,2520
024978,12/31/2004,2004,INDL,C,D,STD,USD,-10.1030,-23.7130,17.3790,A,2520
024978,12/31/2005,2005,INDL,C,D,STD,USD,13.2840,14.5370,24.8370,A,2520
024978,12/31/2006,2006,INDL,C,D,STD,USD,23.2900,34.9980,18.8590,A,2520
024978,12/31/2007,2007,INDL,C,D,STD,USD,54.5870,88.2750,38.2920,A,2520
024978,12/31/2008,2008,INDL,C,D,STD,USD,66.1760,101.3070,27.4830,A,2520
024978,12/31/2009,2009,INDL,C,D,STD,USD,-15.2600,-29.6030,-8.9740,A,2520
024978,12/31/2010,2010,INDL,C,D,STD,USD,-18.8040,-35.5620,-13.8490,A,2520
024978,12/31/2011,2011,INDL,C,D,STD,USD,-171.8200,-90.2610,-3.4730,A,2520
024978,12/31/2012,2012,INDL,C,D,STD,USD,-122.9460,-118.0460,4.2340,A,2520
024978,12/31/2013,2013,INDL,C,D,STD,USD,-18.9210,-13.3220,4.9860,A,2520
024978,12/31/2014,2014,INDL,C,D,STD,USD,16.0080,21.6390,8.0980,A,2520
024978,12/31/2015,2015,INDL,C,D,STD,USD,14.5680,20.0630,5.4540,A,2520
024978,12/31/2016,2016,INDL,C,D,STD,USD,189.9000,58.3930,6.1430,A,2520
024978,12/31/2017,2017,INDL,C,D,STD,USD,40.8060,68.0550,10.7880,A,2520
024978,12/31/2018,2018,INDL,C,D,STD,USD,104.7400,131.2720,9.5640,A,2520
024978,12/31/2019,2019,INDL,C,D,STD,USD,79.4080,95.7690,9.5200,A,2520
024978,12/31/2020,2020,INDL,C,D,STD,USD,-126.9340,-127.4780,3.0610,A,2520
025119,12/31/2000,2000,INDL,C,D,STD,USD,162.5990,267.6290,74.5920,A,2520
025119,12/31/2001,2001,INDL,C,D,STD,USD,188.5920,291.4160,73.4980,A,2520
025119,12/31/2002,2002,INDL,C,D,STD,USD,284.4890,443.6290,59.9310,A,2520
025119,12/31/2003,2003,INDL,C,D,STD,USD,310.1490,488.4340,139.9140,A,2520
025119,12/31/2004,2004,INDL,C,D,STD,USD,368.6220,577.3890,226.2270,A,2520
025119,12/31/2005,2005,INDL,C,D,STD,USD,358.1950,557.0210,191.6010,A,2520
025119,12/31/2006,2006,INDL,C,D,STD,USD,455.8330,676.3110,267.0750,A,2520
025119,12/31/2007,2007,INDL,C,D,STD,USD,706.8140,604.1170,201.8510,A,2520
025119,12/31/2008,2008,INDL,C,D,STD,USD,-1458.2280,-1278.1660,107.6380,A,2520
025119,12/31/2009,2009,INDL,C,D,STD,USD,-5.4990,-77.7130,39.5940,A,2520
025119,12/31/2010,2010,INDL,C,D,STD,USD,185.4710,192.6480,-5.8620,A,2520
025119,12/31/2011,2011,INDL,C,D,STD,USD,173.9220,199.8740,34.4790,A,2520
025119,12/31/2012,2012,INDL,C,D,STD,USD,250.2580,304.4920,43.6500,A,2520
025119,12/31/2013,2013,INDL,C,D,STD,USD,348.7860,445.5710,137.6500,A,2520
025119,12/31/2014,2014,INDL,C,D,STD,USD,531.9650,663.8910,148.9910,A,2520
025119,12/31/2015,2015,INDL,C,D,STD,USD,615.3020,748.8610,133.2830,A,2520
025119,12/31/2016,2016,INDL,C,D,STD,USD,930.3620,1241.1250,276.7890,A,2520
025119,12/31/2017,2017,INDL,C,D,STD,USD,971.6380,1317.8570,373.9000,A,2520
025119,12/31/2018,2018,INDL,C,D,STD,USD,861.7040,1049.2010,196.1930,A,2520
025119,12/31/2019,2019,INDL,C,D,STD,USD,744.2110,749.5450,123.9740,A,2520
025119,12/31/2020,2020,INDL,C,D,STD,USD,515.5950,584.3740,106.8910,A,2520
025340,09/30/2000,2000,INDL,C,D,STD,USD,191.7190,309.2240,126.9640,A,2520
025340,09/30/2001,2001,INDL,C,D,STD,USD,257.0090,407.7970,116.4580,A,2520
025340,09/30/2002,2002,INDL,C,D,STD,USD,404.6920,647.5070,302.4190,A,2520
025340,09/30/2003,2003,INDL,C,D,STD,USD,625.9550,1008.1620,324.9980,A,2520
025340,09/30/2004,2004,INDL,C,D,STD,USD,975.1000,1582.9000,614.4000,A,2520
025340,09/30/2005,2005,INDL,C,D,STD,USD,1470.5000,2378.6000,895.0000,A,2520
025340,09/30/2006,2006,INDL,C,D,STD,USD,1233.3000,1987.1000,956.3000,A,2520
025340,09/30/2007,2007,INDL,C,D,STD,USD,-712.5000,-951.2000,325.6000,A,2520
025340,09/30/2008,2008,INDL,C,D,STD,USD,-2633.6000,-2631.8000,23.0000,A,2520
025340,09/30/2009,2009,INDL,C,D,STD,USD,-545.3000,-552.3000,-603.9000,A,2520
025340,09/30/2010,2010,INDL,C,D,STD,USD,245.1000,99.5000,-485.4000,A,2520
025340,09/30/2011,2011,INDL,C,D,STD,USD,71.8000,12.1000,-1.9000,A,2520
025340,09/30/2012,2012,INDL,C,D,STD,USD,956.3000,242.9000,6.1000,A,2520
025340,09/30/2013,2013,INDL,C,D,STD,USD,462.7000,657.8000,34.8000,A,2520
025340,09/30/2014,2014,INDL,C,D,STD,USD,533.5000,814.2000,279.8000,A,2520
025340,09/30/2015,2015,INDL,C,D,STD,USD,750.7000,1123.4000,334.0000,A,2520
025340,09/30/2016,2016,INDL,C,D,STD,USD,886.3000,1353.5000,389.9000,A,2520
025340,09/30/2017,2017,INDL,C,D,STD,USD,1038.4000,1602.1000,446.4000,A,2520
025340,09/30/2018,2018,INDL,C,D,STD,USD,1460.3000,2060.0000,387.2000,A,2520
025340,09/30/2019,2019,INDL,C,D,STD,USD,1618.5000,2125.3000,488.0000,A,2520
025340,09/30/2020,2020,INDL,C,D,STD,USD,2373.7000,2983.0000,581.3000,A,2520
025340,09/30/2021,2021,INDL,C,D,STD,USD,4175.8000,5356.3000,1137.8000,A,2520
025507,12/31/2020,2020,INDL,C,D,STD,USD,45.5000,9.4000,13.5000,A,2520
025527,12/31/2013,2013,INDL,C,D,STD,USD,3.4520,4.0380,0.3890,A,2520
025527,12/31/2014,2014,INDL,C,D,STD,USD,7.4860,9.0970,1.0650,A,2520
025527,12/31/2015,2015,INDL,C,D,STD,USD,8.0420,9.3910,1.2570,A,2520
025527,12/31/2016,2016,INDL,C,D,STD,USD,7.9430,9.9730,2.3310,A,2520
025527,12/31/2017,2017,INDL,C,D,STD,USD,6.2780,7.1150,1.4340,A,2520
025527,12/31/2018,2018,INDL,C,D,STD,USD,9.8630,10.9740,0.3320,A,2520
025527,12/31/2019,2019,INDL,C,D,STD,USD,15.0150,16.9600,2.6250,A,2520
025529,12/31/2018,2018,INDL,C,D,STD,USD,,,,A,2520
025529,12/31/2019,2019,INDL,C,D,STD,USD,23.0860,30.8050,6.4270,A,2520
025529,12/31/2020,2020,INDL,C,D,STD,USD,102.4750,132.4430,27.5880,A,2520
025923,12/31/2000,2000,INDL,C,D,STD,USD,19.5400,31.0160,11.0330,A,2520
025923,12/31/2001,2001,INDL,C,D,STD,USD,8.3210,12.6070,5.2900,A,2520
025923,12/31/2002,2002,INDL,C,D,STD,USD,12.5710,19.4900,1.9490,A,2520
025923,12/31/2003,2003,INDL,C,D,STD,USD,15.1500,23.6710,9.7400,A,2520
025923,12/31/2004,2004,INDL,C,D,STD,USD,20.7890,32.5330,9.0610,A,2520
025923,12/31/2005,2005,INDL,C,D,STD,USD,23.2310,35.9050,11.0800,A,2520
025923,12/31/2006,2006,INDL,C,D,STD,USD,16.7810,25.7350,10.3830,A,2520
025923,12/31/2007,2007,INDL,C,D,STD,USD,5.9020,8.7470,4.7750,A,2520
025923,12/31/2008,2008,INDL,C,D,STD,USD,3.7360,4.7340,4.1680,A,2520
025923,12/31/2009,2009,INDL,C,D,STD,USD,-11.7510,-19.1130,2.1200,A,2520
025923,12/31/2010,2010,INDL,C,D,STD,USD,-43.7900,-47.7530,-8.1950,A,2520
025923,12/31/2011,2011,INDL,C,D,STD,USD,-5.0250,-5.0240,-3.6400,A,2520
025923,12/31/2012,2012,INDL,C,D,STD,USD,30.3840,31.0290,0.7680,A,2520
025923,12/31/2013,2013,INDL,C,D,STD,USD,-12.6370,-12.7940,0.0420,A,2520
025923,12/31/2014,2014,INDL,C,D,STD,USD,-29.8920,-7.9270,0.0000,A,2520
025923,12/31/2015,2015,INDL,C,D,STD,USD,5.3400,5.4270,0.1050,A,2520
025923,12/31/2016,2016,INDL,C,D,STD,USD,-5.2580,-4.5400,0.5100,A,2520
025923,12/31/2017,2017,INDL,C,D,STD,USD,-7.7090,-7.7440,-0.0190,A,2520
025923,12/31/2018,2018,INDL,C,D,STD,USD,-1.4400,0.3690,,A,2520
025923,12/31/2019,2019,INDL,C,D,STD,USD,0.1700,0.0860,,A,2520
025923,12/31/2020,2020,INDL,C,D,STD,USD,0.0630,0.0630,-0.4940,A,2520
026478,12/31/2015,2015,INDL,C,D,STD,USD,,,,A,2520
026478,12/31/2016,2016,INDL,C,D,STD,USD,-0.0060,-0.0060,0.0000,A,2520
026478,12/31/2017,2017,INDL,C,D,STD,USD,-0.0090,-0.0090,0.0000,A,2520
026478,12/31/2018,2018,INDL,C,D,STD,USD,-0.0170,-0.0170,0.0000,A,2520
026478,12/31/2019,2019,INDL,C,D,STD,USD,-0.0410,-0.0410,0.0000,A,2520
026478,12/31/2020,2020,INDL,C,D,STD,USD,-0.0420,-0.0420,0.0000,A,2520
026863,12/31/2015,2015,INDL,C,D,STD,USD,,,,A,2520
026863,12/31/2016,2016,INDL,C,D,STD,USD,-17.8120,-17.7260,2.5700,A,2520
026863,12/31/2017,2017,INDL,C,D,STD,USD,-2.4580,-7.7890,0.1920,A,2520
026863,12/31/2018,2018,INDL,C,D,STD,USD,-123.7660,-129.6930,0.1790,A,2520
027575,12/31/2011,2011,INDL,C,D,STD,USD,,,,A,2520
027575,12/31/2012,2012,INDL,C,D,STD,USD,,,,A,2520
027575,12/31/2013,2013,INDL,C,D,STD,USD,,,,A,2520
027575,12/31/2014,2014,INDL,C,D,STD,USD,21.5570,42.0660,27.9870,A,2520
027575,12/31/2015,2015,INDL,C,D,STD,USD,-0.9660,32.1500,19.7240,A,2520
027575,12/31/2016,2016,INDL,C,D,STD,USD,45.0120,89.2220,16.5890,A,2520
027575,12/31/2017,2017,INDL,C,D,STD,USD,92.1140,151.6760,35.9490,A,2520
027575,12/31/2018,2018,INDL,C,D,STD,USD,99.8720,150.3040,27.3890,A,2520
027575,12/31/2019,2019,INDL,C,D,STD,USD,121.0700,165.1650,31.2690,A,2520
027575,12/31/2020,2020,INDL,C,D,STD,USD,96.0060,113.0490,29.7940,A,2520
027653,12/31/2015,2015,INDL,C,D,STD,USD,,,,A,2520
027653,12/31/2016,2016,INDL,C,D,STD,USD,47.9770,65.2850,25.2920,A,2520
027653,12/31/2017,2017,INDL,C,D,STD,USD,15.4010,32.0590,20.6400,A,2520
027653,12/31/2018,2018,INDL,C,D,STD,USD,57.7630,69.6150,16.3470,A,2520
027653,12/31/2019,2019,INDL,C,D,STD,USD,50.4340,67.2580,3.5240,A,2520
027653,12/31/2020,2020,INDL,C,D,STD,USD,155.8010,205.2010,36.3060,A,2520
027760,12/31/2000,2000,INDL,C,D,STD,USD,41.6260,65.0400,21.9080,A,2520
027760,12/31/2001,2001,INDL,C,D,STD,USD,66.5830,104.8180,32.4000,A,2520
027760,12/31/2002,2002,INDL,C,D,STD,USD,97.8870,152.9470,46.6270,A,2520
027760,12/31/2003,2003,INDL,C,D,STD,USD,34.4020,53.7530,16.3460,A,2520
027760,12/31/2004,2004,INDL,C,D,STD,USD,29.9850,45.6470,10.8310,A,2520
027760,12/31/2005,2005,INDL,C,D,STD,USD,23.0000,35.2930,16.0670,A,2520
027760,12/31/2006,2006,INDL,C,D,STD,USD,29.1000,40.6690,10.5940,A,2520
027760,12/31/2007,2007,INDL,C,D,STD,USD,-55.6130,-72.0280,8.8590,A,2520
027760,12/31/2008,2008,INDL,C,D,STD,USD,-90.5880,-88.7090,-9.0250,A,2520
027760,12/31/2009,2009,INDL,C,D,STD,USD,-53.2970,-29.4900,-11.1050,A,2520
027760,12/31/2010,2010,INDL,C,D,STD,USD,-22.8410,-9.2300,-12.4550,A,2520
027760,12/31/2011,2011,INDL,C,D,STD,USD,1.4200,3.1870,-0.0220,A,2520
027760,12/31/2012,2012,INDL,C,D,STD,USD,16.8830,10.4160,0.2770,A,2520
027760,12/31/2013,2013,INDL,C,D,STD,USD,47.9540,16.0390,0.4500,A,2520
027760,12/31/2014,2014,INDL,C,D,STD,USD,18.7950,30.2240,0.9230,A,2520
027760,12/31/2015,2015,INDL,C,D,STD,USD,26.6020,40.0220,1.3080,A,2520
027760,12/31/2016,2016,INDL,C,D,STD,USD,34.1780,51.5810,11.5110,A,2520
027760,12/31/2017,2017,INDL,C,D,STD,USD,26.2670,35.7050,11.6300,A,2520
027760,12/31/2018,2018,INDL,C,D,STD,USD,14.6580,21.0010,8.8850,A,2520
027760,12/31/2019,2019,INDL,C,D,STD,USD,-92.8000,-101.8320,-4.1860,A,2520
027760,12/31/2020,2020,INDL,C,D,STD,USD,59.8480,72.7350,17.3000,A,2520
027776,12/31/2000,2000,INDL,C,D,STD,USD,0.0970,0.2800,-3.4500,A,2520
027776,12/31/2001,2001,INDL,C,D,STD,USD,1.5310,1.4370,-0.0360,A,2520
027776,12/31/2002,2002,INDL,C,D,STD,USD,2.8430,3.7960,0.0680,A,2520
027776,12/31/2003,2003,INDL,C,D,STD,USD,6.0390,8.4730,0.2060,A,2520
027776,12/31/2004,2004,INDL,C,D,STD,USD,8.5940,12.0700,5.1270,A,2520
027776,12/31/2005,2005,INDL,C,D,STD,USD,13.0140,19.2720,3.1390,A,2520
027776,12/31/2006,2006,INDL,C,D,STD,USD,4.8190,7.6060,4.3660,A,2520
027776,12/31/2007,2007,INDL,C,D,STD,USD,-23.1050,-24.5440,-2.6410,A,2520
027776,12/31/2008,2008,INDL,C,D,STD,USD,1.1670,0.5390,1.4640,A,2520
027776,12/31/2009,2009,INDL,C,D,STD,USD,1.1750,1.8510,0.2230,A,2520
027776,12/31/2010,2010,INDL,C,D,STD,USD,7.6840,11.2570,2.8100,A,2520
027776,12/31/2011,2011,INDL,C,D,STD,USD,8.3070,12.0340,4.6900,A,2520
027776,12/31/2012,2012,INDL,C,D,STD,USD,8.8550,13.0870,2.6720,A,2520
027776,12/31/2013,2013,INDL,C,D,STD,USD,7.3730,10.8160,3.2480,A,2520
027776,12/31/2014,2014,INDL,C,D,STD,USD,9.8450,14.7410,0.9730,A,2520
027776,12/31/2015,2015,INDL,C,D,STD,USD,6.6030,9.6880,5.5690,A,2520
027776,12/31/2016,2016,INDL,C,D,STD,USD,-2.1390,-3.6180,0.3400,A,2520
027776,12/31/2017,2017,INDL,C,D,STD,USD,9.5870,9.3610,1.7270,A,2520
027776,12/31/2018,2018,INDL,C,D,STD,USD,14.5530,17.8990,3.5880,A,2520
027776,12/31/2019,2019,INDL,C,D,STD,USD,17.4620,22.2310,5.3270,A,2520
027776,12/31/2020,2020,INDL,C,D,STD,USD,20.9640,26.9650,4.6690,A,2520
027828,12/31/2000,2000,INDL,C,D,STD,USD,11.6010,19.6620,2.5790,A,2520
027828,12/31/2001,2001,INDL,C,D,STD,USD,11.2860,17.1430,7.8020,A,2520
027828,12/31/2002,2002,INDL,C,D,STD,USD,5.9390,7.8150,1.4920,A,2520
027828,12/31/2003,2003,INDL,C,D,STD,USD,6.2670,9.4950,1.1460,A,2520
027828,12/31/2004,2004,INDL,C,D,STD,USD,9.1140,13.7230,4.5350,A,2520
027828,12/31/2005,2005,INDL,C,D,STD,USD,9.7010,14.6740,0.3000,A,2520
027828,12/31/2006,2006,INDL,C,D,STD,USD,13.5200,19.4200,8.7000,A,2520
027828,12/31/2007,2007,INDL,C,D,STD,USD,20.2300,29.5620,8.1000,A,2520
027828,12/31/2008,2008,INDL,C,D,STD,USD,15.8060,24.0890,8.2000,A,2520
027828,12/31/2009,2009,INDL,C,D,STD,USD,14.6750,22.1770,7.3000,A,2520
027828,12/31/2010,2010,INDL,C,D,STD,USD,15.0810,21.8580,11.7000,A,2520
027828,12/31/2011,2011,INDL,C,D,STD,USD,19.9460,25.2310,8.1000,A,2520
027828,12/31/2012,2012,INDL,C,D,STD,USD,16.5530,24.6380,10.4450,A,2520
027828,12/31/2013,2013,INDL,C,D,STD,USD,22.9630,29.0360,6.0680,A,2520
027828,12/31/2014,2014,INDL,C,D,STD,USD,32.5340,40.4510,7.1780,A,2520
027828,12/31/2015,2015,INDL,C,D,STD,USD,29.1740,35.9750,7.7930,A,2520
027828,12/31/2016,2016,INDL,C,D,STD,USD,20.3540,25.1880,9.8910,A,2520
027828,12/31/2017,2017,INDL,C,D,STD,USD,-10.3230,7.2880,8.2800,A,2520
027828,12/31/2018,2018,INDL,C,D,STD,USD,11.9240,26.1660,7.6580,A,2520
027828,12/31/2019,2019,INDL,C,D,STD,USD,3.6300,10.4020,7.2750,A,2520
027828,12/31/2020,2020,INDL,C,D,STD,USD,38.5720,43.9050,12.7120,A,2520
028118,12/31/2000,2000,INDL,C,D,STD,USD,55.8830,96.5030,35.1060,A,2520
028118,12/31/2001,2001,INDL,C,D,STD,USD,43.6830,74.2340,23.1560,A,2520
028118,12/31/2002,2002,INDL,C,D,STD,USD,58.9070,97.9370,17.6080,A,2520
028118,12/31/2003,2003,INDL,C,D,STD,USD,68.3350,112.6920,24.5670,A,2520
028118,12/31/2004,2004,INDL,C,D,STD,USD,90.5690,145.1560,33.1100,A,2520
028118,12/31/2005,2005,INDL,C,D,STD,USD,78.0590,107.9070,59.7740,A,2520
028118,12/31/2006,2006,INDL,C,D,STD,USD,77.5820,123.1770,29.8580,A,2520
028118,12/31/2007,2007,INDL,C,D,STD,USD,123.2610,192.7900,40.2190,A,2520
028118,12/31/2008,2008,INDL,C,D,STD,USD,138.0970,194.2040,77.2400,A,2520
028118,12/31/2009,2009,INDL,C,D,STD,USD,139.1880,219.8980,62.9570,A,2520
028118,12/31/2010,2010,INDL,C,D,STD,USD,255.2050,384.2100,107.7870,A,2520
028118,12/31/2011,2011,INDL,C,D,STD,USD,294.7020,451.5590,135.1330,A,2520
028118,12/31/2012,2012,INDL,C,D,STD,USD,343.4010,492.2220,105.4330,A,2520
028118,12/31/2013,2013,INDL,C,D,STD,USD,378.1520,561.4670,167.6240,A,2520
028118,12/31/2014,2014,INDL,C,D,STD,USD,376.7070,558.0780,167.7020,A,2520
028118,12/31/2015,2015,INDL,C,D,STD,USD,220.6370,311.6590,131.8380,A,2520
028118,12/31/2016,2016,INDL,C,D,STD,USD,78.8680,114.3080,14.1630,A,2520
028118,12/31/2017,2017,INDL,C,D,STD,USD,-478.1720,-453.7540,36.5710,A,2520
028118,12/31/2018,2018,INDL,C,D,STD,USD,-3.4780,20.1700,28.4600,A,2520
028118,12/31/2019,2019,INDL,C,D,STD,USD,-52.3650,-31.3310,18.0250,A,2520
028118,12/31/2020,2020,INDL,C,D,STD,USD,-96.0950,-171.9830,10.0270,A,2520
028262,12/31/2000,2000,INDL,C,D,STD,USD,74.3100,98.2790,17.1820,A,2520
028262,12/31/2001,2001,INDL,C,D,STD,USD,67.7290,87.3170,21.7920,A,2520
028262,12/31/2002,2002,INDL,C,D,STD,USD,95.8730,122.0050,21.1670,A,2520
028262,12/31/2003,2003,INDL,C,D,STD,USD,46.9870,57.8950,31.4360,A,2520
028262,12/31/2004,2004,INDL,C,D,STD,USD,24.8460,48.8530,12.5810,A,2520
028262,12/31/2005,2005,INDL,C,D,STD,USD,-17.3180,-13.8910,7.8860,A,2520
028262,12/31/2006,2006,INDL,C,D,STD,USD,16.2840,25.4980,8.6510,A,2520
028262,12/31/2007,2007,INDL,C,D,STD,USD,-91.4830,-75.5790,7.8990,A,2520
028262,12/31/2008,2008,INDL,C,D,STD,USD,-86.2120,-84.6470,1.9470,A,2520
028262,12/31/2009,2009,INDL,C,D,STD,USD,-25.3480,-10.6780,7.5360,A,2520
028262,12/31/2010,2010,INDL,C,D,STD,USD,-14.6990,-5.3460,12.1360,A,2520
028262,12/31/2011,2011,INDL,C,D,STD,USD,-25.4090,-12.9640,4.0010,A,2520
028262,12/31/2012,2012,INDL,C,D,STD,USD,-34.4210,-28.8230,3.3180,A,2520
028262,12/31/2013,2013,INDL,C,D,STD,USD,-94.4910,-88.5010,9.9390,A,2520
028262,12/31/2014,2014,INDL,C,D,STD,USD,-59.7270,-57.5170,7.8290,A,2520
028262,12/31/2015,2015,INDL,C,D,STD,USD,-17.9000,-17.2440,0.6250,A,2520
028262,12/31/2016,2016,INDL,C,D,STD,USD,-6.4250,-2.3520,1.5760,A,2520
028262,12/31/2017,2017,INDL,C,D,STD,USD,-37.7480,-35.1960,5.8640,A,2520
028262,12/31/2018,2018,INDL,C,D,STD,USD,38.1120,46.4230,3.5630,A,2520
028262,12/31/2019,2019,INDL,C,D,STD,USD,-37.4470,-35.1750,1.1760,A,2520
028262,12/31/2020,2020,INDL,C,D,STD,USD,-29.7470,-24.7890,4.6460,A,2520
028462,12/31/2000,2000,INDL,C,D,STD,USD,46.8660,73.2320,29.2880,A,2520
028462,12/31/2001,2001,INDL,C,D,STD,USD,39.3920,59.2320,7.6320,A,2520
028462,12/31/2002,2002,INDL,C,D,STD,USD,28.0550,36.6730,3.5550,A,2520
028462,12/31/2003,2003,INDL,C,D,STD,USD,29.0730,34.2040,8.9960,A,2520
028462,12/31/2004,2004,INDL,C,D,STD,USD,8.2520,11.7800,0.3490,A,2520
028462,12/31/2005,2005,INDL,C,D,STD,USD,-19.3550,-25.7050,5.3810,A,2520
028462,12/31/2006,2006,INDL,C,D,STD,USD,-20.8990,-28.5800,12.8390,A,2520
028462,12/31/2007,2007,INDL,C,D,STD,USD,-2.3070,8.9910,-6.1280,A,2520
028462,12/31/2008,2008,INDL,C,D,STD,USD,-80.4630,-74.1490,-2.2760,A,2520
028462,12/31/2009,2009,INDL,C,D,STD,USD,-28.7880,-26.0380,3.1330,A,2520
028462,12/31/2010,2010,INDL,C,D,STD,USD,70.0860,81.6680,8.8300,A,2520
028462,12/31/2011,2011,INDL,C,D,STD,USD,23.6410,25.2840,10.2300,A,2520
028462,12/31/2012,2012,INDL,C,D,STD,USD,6.9660,12.6750,3.4020,A,2520
028462,12/31/2013,2013,INDL,C,D,STD,USD,28.4590,41.7000,10.8550,A,2520
028462,12/31/2014,2014,INDL,C,D,STD,USD,4.9630,13.5300,7.2280,A,2520
028462,12/31/2015,2015,INDL,C,D,STD,USD,66.3330,28.1170,5.5160,A,2520
028462,12/31/2016,2016,INDL,C,D,STD,USD,10.0730,27.7840,7.5590,A,2520
028462,12/31/2017,2017,INDL,C,D,STD,USD,-93.3680,-77.5700,3.3710,A,2520
028462,12/31/2018,2018,INDL,C,D,STD,USD,-7.9560,2.2970,8.5140,A,2520
028462,12/31/2019,2019,INDL,C,D,STD,USD,-69.0190,-60.2660,11.8870,A,2520
029015,12/31/2000,2000,INDL,C,D,STD,USD,7.0150,12.3350,5.9710,A,2520
029015,12/31/2001,2001,INDL,C,D,STD,USD,1.6260,2.8110,3.3080,A,2520
029015,12/31/2002,2002,INDL,C,D,STD,USD,-7.3530,2.8440,0.8360,A,2520
029015,12/31/2003,2003,INDL,C,D,STD,USD,9.1540,14.8840,1.6070,A,2520
029015,12/31/2004,2004,INDL,C,D,STD,USD,25.5390,40.2230,4.5970,A,2520
029015,12/31/2005,2005,INDL,C,D,STD,USD,31.8450,52.2430,18.6840,A,2520
029015,12/31/2006,2006,INDL,C,D,STD,USD,30.6090,53.3520,23.9720,A,2520
029015,12/31/2007,2007,INDL,C,D,STD,USD,66.4370,110.0390,24.2930,A,2520
029015,12/31/2008,2008,INDL,C,D,STD,USD,73.9480,120.5020,58.7410,A,2520
029015,12/31/2009,2009,INDL,C,D,STD,USD,116.7860,183.2230,66.5400,A,2520
029015,12/31/2010,2010,INDL,C,D,STD,USD,158.2350,250.1090,82.4930,A,2520
029015,12/31/2011,2011,INDL,C,D,STD,USD,199.0520,285.2620,62.4050,A,2520
029015,12/31/2012,2012,INDL,C,D,STD,USD,128.8660,184.1180,66.8990,A,2520
029015,12/31/2013,2013,INDL,C,D,STD,USD,145.6890,205.5570,39.1220,A,2520
029015,03/31/2015,2014,INDL,C,D,STD,USD,161.7800,221.1390,53.5040,A,2520
029015,03/31/2016,2015,INDL,C,D,STD,USD,122.2650,156.8850,29.9160,A,2520
029015,03/31/2017,2016,INDL,C,D,STD,USD,5.7100,-6.9860,14.0990,A,2520
029015,03/31/2018,2017,INDL,C,D,STD,USD,114.3940,220.6960,14.4070,A,2520
029015,03/31/2019,2018,INDL,C,D,STD,USD,264.3080,328.9340,53.6570,A,2520
029015,03/31/2020,2019,INDL,C,D,STD,USD,276.1420,340.8660,74.5730,A,2520
029015,03/31/2021,2020,INDL,C,D,STD,USD,382.5750,501.5140,104.0680,A,2520
029382,12/31/2000,2000,INDL,C,D,STD,USD,16.0430,27.5040,16.1720,A,2520
029382,12/31/2001,2001,INDL,C,D,STD,USD,12.1160,20.7110,14.3890,A,2520
029382,12/31/2002,2002,INDL,C,D,STD,USD,19.8410,34.4280,6.5220,A,2520
029382,12/31/2003,2003,INDL,C,D,STD,USD,20.4540,35.3190,18.7000,A,2520
029382,12/31/2004,2004,INDL,C,D,STD,USD,12.2750,20.9540,5.8550,A,2520
029382,12/31/2005,2005,INDL,C,D,STD,USD,19.2000,33.4600,12.5360,A,2520
029382,12/31/2006,2006,INDL,C,D,STD,USD,46.2500,80.9340,33.8860,A,2520
