gvkeyx,bkvlps,cshtrm,dvpsxm,dvrate,epsx12,prccm,prchm,prclm,datadate,conm,indextype,tic,spii,spmi,indexcat
000003,,,0.9200,11.4000,22.8690,329.0798,360.5898,319.8298,01/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9200,11.4000,22.8690,331.8899,336.0898,322.0999,02/28/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9200,11.0400,21.6700,339.9400,343.5300,332.7400,03/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,11.0400,21.6700,330.7998,347.2998,327.7598,04/30/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,11.0400,21.6700,361.2300,362.2598,330.7998,05/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,12.8400,21.2600,358.0198,368.7798,351.2300,06/30/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0000,12.8400,21.2600,356.1499,369.7798,350.0898,07/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0000,12.8400,21.2600,322.5600,355.5200,307.0600,08/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0000,12.0000,21.7400,306.0498,326.5298,295.9800,09/30/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0400,12.0000,21.7400,304.0000,319.6899,294.5098,10/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0400,12.0000,21.7400,322.2200,323.0198,301.6099,11/30/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,153.0100,,1.0400,12.4800,21.3400,330.2200,333.9800,321.9700,12/31/1990,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9300,12.4800,21.3400,343.9299,343.9299,309.3499,01/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9300,12.4800,21.3400,367.0698,370.9600,340.3699,02/28/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9300,11.1600,20.9400,375.2200,379.6599,363.7300,03/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,11.1600,20.9400,375.3499,391.2598,370.2698,04/30/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,11.1600,20.9400,389.8298,389.8499,365.8298,05/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,12.9600,19.4100,371.1599,389.8298,367.9800,06/30/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0400,12.9600,19.4100,387.8098,387.8098,370.9199,07/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0400,12.9600,19.4100,395.4299,396.8198,374.0898,08/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0400,12.4800,17.8200,387.8599,397.6199,382.7698,09/30/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0100,12.4800,17.8200,392.4600,393.8098,376.1099,10/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0100,12.4800,17.8200,375.2200,398.2200,371.6299,11/30/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,158.8500,,1.0100,12.1200,15.9700,417.0898,418.3198,371.3599,12/31/1991,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9700,12.1200,15.9700,408.7898,421.1799,408.6399,01/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9700,12.1200,15.9700,412.7000,418.0798,406.3398,02/29/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9700,11.6400,16.1900,403.6899,413.7798,401.9399,03/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,11.6400,16.1900,414.9500,416.2798,392.4099,04/30/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,11.6400,16.1900,415.3499,418.7500,409.8499,05/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,12.9600,17.0500,408.1399,417.2998,399.9199,06/30/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,12.9600,17.0500,424.2100,424.7998,407.2000,07/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,12.9600,17.0500,414.0298,425.1399,408.2998,08/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,12.8400,18.0400,417.7998,425.2698,412.7100,09/30/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0100,12.8400,18.0400,418.6799,421.1599,396.7998,10/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0100,12.8400,18.0400,431.3499,431.9299,415.5798,11/30/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,181.6600,,1.0100,12.1200,19.0900,435.7100,442.6499,428.6099,12/31/1992,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0000,12.1200,19.0900,438.7798,442.6599,426.8799,01/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0000,12.1200,19.0900,443.3799,450.0398,428.2500,02/28/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0000,12.0000,19.8400,451.6699,456.7598,441.0698,03/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0900,12.0000,19.8400,440.1899,452.6299,432.2998,04/30/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0900,12.0000,19.8400,450.1899,454.5498,436.8599,05/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0900,13.0800,19.3300,450.5298,455.6299,442.5000,06/30/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,13.0800,19.3300,448.1299,451.1499,441.3999,07/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,13.0800,19.3300,463.5598,463.5598,446.9399,08/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0700,12.8400,20.4200,458.9299,463.7998,449.6399,09/30/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0300,12.8400,20.4200,467.8298,471.0999,456.3999,10/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0300,12.8400,20.4200,461.7898,469.1099,454.3599,11/30/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,184.0400,,1.0300,12.3600,21.8480,466.4500,471.2898,461.4500,12/31/1993,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0500,12.3600,21.8480,481.6099,482.8499,464.3599,01/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0500,12.3600,21.8480,467.1399,482.2300,464.2598,02/28/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0500,12.6000,22.6530,445.7698,471.0898,436.1599,03/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1400,12.6000,22.6530,450.9099,452.7898,435.8599,04/30/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1400,12.6000,22.6530,456.5000,457.7698,440.7798,05/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1400,13.6800,25.1200,444.2698,463.2300,439.8298,06/30/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1000,13.6800,25.1200,458.2598,459.3298,443.5798,07/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1000,13.6800,25.1200,475.4900,477.5898,456.0798,08/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1000,13.2000,27.2460,462.6899,475.4900,458.4700,09/30/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1100,13.2000,27.2460,472.3499,474.7400,449.2698,10/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1100,13.2000,27.2460,453.6899,472.3499,444.1799,11/30/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,193.3700,,1.1100,13.3200,30.5940,459.2698,462.7300,442.8799,12/31/1994,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0500,13.3200,30.5940,470.4199,471.3599,457.2000,01/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0500,13.3200,30.5940,487.3899,489.1899,469.2898,02/28/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0500,12.6000,32.5420,500.7100,508.1499,479.7000,03/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2000,12.6000,32.5420,514.7100,515.2898,500.2000,04/30/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2000,12.6000,32.5420,533.3999,533.4099,513.0298,05/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2000,14.4000,34.4320,544.7500,551.0698,526.0000,06/30/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1700,14.4000,34.4320,562.0598,565.3999,542.5098,07/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1700,14.4000,34.4320,561.8799,565.6199,553.0398,08/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1700,14.0400,35.1710,584.4099,587.6099,561.0098,09/30/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1800,14.0400,35.1710,581.5000,590.6599,571.5498,10/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1800,14.0400,35.1710,605.3699,608.6899,581.0398,11/30/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,215.8000,,1.1800,14.1600,34.1910,615.9299,622.8799,605.0498,12/31/1995,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1500,14.1600,34.1910,636.0198,636.1799,597.2898,01/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1500,14.1600,34.1910,640.4299,664.2300,633.7100,02/29/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1500,13.8000,34.3020,645.5000,656.9700,627.6299,03/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2600,13.8000,34.3020,654.1699,656.6799,624.1399,04/30/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2600,13.8000,34.3020,669.1199,681.0999,630.0698,05/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2600,15.1200,35.1320,670.6299,680.3198,658.7500,06/30/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3000,15.1200,35.1320,639.9500,675.8799,605.8799,07/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4800,15.1200,35.1320,651.9900,670.6799,639.4900,08/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3000,15.6000,36.1750,687.3098,690.8799,643.9700,09/30/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9900,15.6000,36.1750,705.2698,714.0999,684.4399,10/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5100,15.6000,36.1750,757.0198,762.1199,701.2998,11/30/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,236.8900,,1.2800,15.1200,38.6320,740.7400,761.7500,716.6899,12/31/1996,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.8300,15.1200,38.6320,786.1599,794.6699,729.5498,01/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5100,15.1200,38.6320,790.8198,817.6799,773.4299,02/28/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2700,14.4400,39.9620,757.1199,814.8999,756.1299,03/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9400,14.4400,39.9620,801.3398,804.1299,733.5398,04/30/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.8100,14.4400,39.9620,848.2798,851.8699,793.2100,05/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1200,15.4800,40.2950,885.1399,902.0898,838.8198,06/30/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2400,15.4800,40.2950,954.2898,957.7300,884.5398,07/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4000,15.4800,40.2950,899.4700,964.1699,893.3398,08/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4200,16.2400,40.6240,947.2798,960.5898,899.4700,09/30/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0600,16.2400,40.6240,914.6199,983.1199,855.2698,10/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5300,16.2400,40.6240,955.4000,963.0900,905.9600,11/30/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,251.0300,,1.3700,15.8400,40.1210,970.4299,986.2500,924.9199,12/31/1997,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.8730,15.8400,40.1210,980.2798,992.6499,912.8298,01/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6010,15.8400,40.1210,1049.3400,1049.3400,1001.2700,02/28/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2820,15.0240,40.1670,1101.7500,1113.0698,1030.8699,03/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0790,15.0240,40.1670,1111.7500,1132.9800,1076.7000,04/30/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.8470,15.0240,40.1670,1090.8200,1130.5200,1074.3900,05/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2560,16.7280,40.0870,1133.8400,1145.1500,1074.6700,06/30/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1270,16.7280,40.0870,1120.6700,1190.5800,1114.3000,07/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5310,16.7280,40.0870,957.2800,1121.7900,957.2800,08/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5970,17.0200,39.1600,1017.0100,1066.1100,939.9800,09/30/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9910,17.0200,39.1600,1098.6700,1103.7800,923.3200,10/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6010,17.0200,39.1600,1163.6300,1192.9700,1098.6700,11/30/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,269.9100,,1.4100,16.0080,38.5900,1229.2300,1244.9300,1136.8900,12/31/1998,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9730,16.0080,38.5900,1279.6400,1280.3700,1205.4600,01/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5460,16.0080,38.5900,1238.3300,1283.8400,1211.8900,02/28/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4910,16.0400,39.4600,1286.3700,1323.8200,1216.0300,03/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0040,16.0400,39.4600,1335.1800,1371.5600,1282.5600,04/30/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.8560,16.0400,39.4600,1301.8400,1375.9800,1277.3100,05/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3210,16.7240,41.9400,1372.7100,1372.9300,1277.4700,06/30/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1690,16.7240,41.9400,1328.7200,1420.3300,1328.4900,07/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.7320,16.7240,41.9400,1320.4100,1382.8400,1267.7300,08/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5470,17.7920,45.1400,1282.7100,1361.3500,1256.2600,09/30/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9160,17.7920,45.1400,1362.9300,1373.1700,1233.7000,10/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.7240,17.7920,45.1400,1388.9100,1425.3100,1346.4100,11/30/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,293.5700,,1.4130,16.2120,49.3800,1469.2500,1473.1300,1387.4800,12/31/1999,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9800,16.2120,49.3800,1394.4600,1478.0000,1350.1400,01/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6710,16.2120,49.3800,1366.4200,1444.3800,1325.0200,02/29/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4290,16.3200,52.1800,1498.5800,1553.1100,1346.5000,03/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0800,16.3200,52.1800,1452.4300,1527.1100,1339.4000,04/30/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,2.0150,16.3200,52.1800,1420.6000,1481.4300,1361.2000,05/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0280,16.4920,53.1400,1454.6000,1488.9800,1420.6000,06/30/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0490,16.4920,53.1400,1430.8300,1517.2400,1414.1600,07/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.9750,16.4920,53.1400,1517.6800,1525.3000,1426.0500,08/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0670,16.3640,54.7700,1436.5100,1530.0100,1419.5400,09/30/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0170,16.3640,54.7700,1429.4000,1454.8200,1305.7900,10/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.8390,16.3640,54.7700,1314.9500,1438.4600,1294.9000,11/30/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,324.8900,,1.1210,15.9080,51.0100,1320.2800,1389.0500,1254.0700,12/31/2000,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0840,15.9080,51.0100,1366.0100,1383.3700,1274.6200,01/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5950,15.9080,51.0100,1239.9400,1376.3800,1215.4400,02/28/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1030,15.1280,46.3400,1160.3300,1267.4200,1081.1900,03/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9680,15.1280,46.3400,1249.4600,1269.3000,1091.9900,04/30/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,2.0220,15.1280,46.3400,1255.8200,1315.9300,1232.0000,05/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.8460,15.3440,37.5300,1224.4200,1286.6200,1203.0300,06/30/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1320,15.3440,37.5300,1211.2300,1239.7800,1165.5400,07/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.9010,15.3440,37.5300,1133.5800,1226.2700,1124.8700,08/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1080,16.5640,28.9400,1040.9400,1155.4000,944.7500,09/30/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0210,16.5640,28.9400,1059.7800,1110.6100,1026.7600,10/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6020,16.5640,28.9400,1139.4500,1163.3800,1054.3100,11/30/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,343.7600,,1.3580,15.9200,25.2700,1148.0800,1173.6200,1114.5000,12/31/2001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1350,15.9200,25.2700,1130.2000,1176.9700,1081.6600,01/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6690,15.9200,25.2700,1106.7300,1130.2000,1074.3600,02/28/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9680,15.0880,25.2600,1147.3900,1173.8900,1106.7300,03/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,0.9370,15.0880,25.2600,1076.9200,1147.7500,1063.5600,04/30/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.8740,15.0880,25.2600,1067.1400,1106.5900,1049.0600,05/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3340,16.5800,27.3600,989.8200,1070.6600,953.0800,06/30/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0620,16.5800,27.3600,911.6200,994.3500,775.9600,07/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5180,16.5800,27.3600,916.0700,964.8400,833.4400,08/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3210,15.6040,30.6900,815.2800,923.9800,800.2600,09/30/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2100,15.6040,30.6900,885.7700,907.5100,768.6700,10/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5340,15.6040,30.6900,936.3100,941.7600,872.1600,11/30/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,324.1400,,1.5120,17.0240,28.2400,879.8200,954.3200,869.4300,12/31/2002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1160,17.0240,28.2400,855.7000,935.0600,840.2800,01/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6920,17.0240,28.2400,841.1500,864.6700,806.3200,02/28/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1140,15.6880,30.9400,848.1800,895.8900,788.9400,03/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.0920,15.6880,30.9400,916.9200,924.2400,847.9500,04/30/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5940,15.6880,30.9400,963.5900,965.1100,903.1700,05/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4000,16.3400,35.1400,974.5000,1015.2600,963.5900,06/30/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3800,16.3400,35.1400,990.3100,1015.3600,962.1300,07/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5750,16.3400,35.1400,1008.0100,1011.0100,960.8400,08/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3670,17.2880,39.2200,995.9700,1040.2900,990.3600,09/30/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.5730,17.2880,39.2200,1050.7100,1053.7900,995.9700,10/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.7440,17.2880,39.2200,1058.2000,1063.6500,1031.2000,11/30/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,367.1737,,1.7380,20.2200,49.4700,1111.9200,1112.5600,1053.4100,12/31/2003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1950,20.2200,49.4700,1131.1300,1155.3800,1105.0800,01/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.9070,20.2200,49.4700,1144.9400,1158.9800,1124.4400,02/29/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4590,18.2440,52.9300,1126.2100,1163.2300,1087.0600,03/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.2540,18.2440,52.9300,1107.3000,1150.5700,1107.2300,04/30/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.7850,18.2440,52.9300,1120.6800,1127.7400,1076.3200,05/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6250,18.6560,57.1800,1140.8400,1146.3400,1113.3200,06/30/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3660,18.6560,57.1800,1101.7200,1140.8400,1078.7800,07/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.9050,18.6560,57.1800,1104.2400,1109.6800,1006.2800,08/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.6100,19.5320,58.8900,1114.5800,1131.5400,1099.1100,09/30/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.4080,19.5320,58.8900,1130.2000,1142.0500,1090.1900,10/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,2.0950,19.5320,58.8900,1173.8200,1188.4600,1127.5300,11/30/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,414.7490,,1.8310,21.3360,59.7500,1211.9200,1217.3300,1173.7600,12/31/2004,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.1100,21.3360,59.7500,1181.2700,1217.9000,1163.7500,01/31/2005,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,2.5150,21.3360,59.7500,1203.6000,1212.4400,1180.9500,02/28/2005,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.7190,21.3760,61.5870,1180.5900,1229.1100,1163.6900,03/31/2005,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
000003,,,1.3600,21.3760,61.5870,1156.8500,1191.8800,1136.1500,04/30/2005,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P
