,gvkey,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvt,ebit,ebitda,gp,icapt,invt,lt,opeps,revt,seq,txdi,txp,txt,sic,ni,pi,txpd,prev_ni,prev2_ni,prev3_ni,t90ret,b5ret,cpiret,SNP500,SNP500_CD
2016,198058,-81.0,1669.0,131.0,2566.0,702.0,825.0,186.0,2.0,0.0,1175.0,1358.0,2797.0,2001.0,546.0,567.0,4.0,4712.0,1995.0,-2.0,51.0,334.0,2300,552.0,1172.0,273.0,839.0,881.0,661.0,0.003544,0.012927,0.020746,0.013097920694027598,0.015920677864035726
2016,224604,-16.0,490.0,104.0,913.0,81.0,51.0,25.0,207.0,14.0,82.0,105.0,399.0,597.0,233.0,522.0,1.0,1179.0,389.0,0.0,3.0,15.0,2340,48.0,67.0,7.0,51.0,43.0,46.0,0.003544,0.012927,0.020746,0.013097920694027598,0.015920677864035726
2016,258869,0.0,0.0,70.0,3564.0,208.0,195.0,160.0,1373.0,0.0,297.0,300.0,551.0,3222.0,2910.0,1716.0,1.0,2405.0,1829.0,6.0,9.0,106.0,1531,187.0,302.0,117.0,195.0,205.0,84.0,0.003544,0.012927,0.020746,0.013097920694027598,0.015920677864035726
2016,271841,0.0,1045.0,87.0,1601.0,9.0,-358.0,181.0,200.0,0.0,-130.0,-119.0,-35.0,794.0,346.0,1008.0,-2.0,302.0,592.0,27.0,15.0,30.0,1520,-257.0,-155.0,3.0,-358.0,18.0,-17.0,0.003544,0.012927,0.020746,0.013097920694027598,0.015920677864035726
2017,2080,-3.0,159.0,21.0,293.0,53.0,18.0,10.0,0.0,8.0,27.0,41.0,275.0,191.0,54.0,102.0,1.0,452.0,191.0,-1.0,0.0,9.0,2511,8.0,27.0,7.0,18.0,15.0,20.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,2444,-360.0,1846.0,409.0,3358.0,448.0,221.0,89.0,431.0,60.0,501.0,599.0,1341.0,1914.0,765.0,1875.0,3.0,4510.0,1482.0,118.0,0.0,156.0,3510,265.0,343.0,73.0,146.0,276.0,241.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,2820,1.0,356.0,24.0,607.0,132.0,38.0,8.0,51.0,0.0,56.0,60.0,161.0,445.0,93.0,212.0,4.0,773.0,394.0,0.0,1.0,17.0,2452,61.0,55.0,18.0,37.0,28.0,23.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,3622,0.0,41.0,5.0,47.0,7.0,5.0,10.0,0.0,7.0,8.0,9.0,19.0,38.0,15.0,8.0,0.0,65.0,38.0,0.0,0.0,3.0,2211,3.0,8.0,3.0,5.0,6.0,5.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,3647,-1.0,102.0,29.0,205.0,20.0,22.0,12.0,0.0,6.0,30.0,37.0,76.0,148.0,51.0,57.0,1.0,309.0,148.0,4.0,0.0,7.0,2211,20.0,29.0,5.0,22.0,16.0,15.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,4001,-2.0,163.0,18.0,282.0,0.0,-9.0,15.0,123.0,0.0,4.0,17.0,113.0,202.0,113.0,203.0,-1.0,412.0,79.0,8.0,0.0,7.0,2273,-22.0,-2.0,2.0,-10.0,-6.0,-3.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,4322,0.0,56.0,0.0,57.0,27.0,-1.0,27.0,0.0,0.0,-1.0,-1.0,4.0,56.0,0.0,0.0,-1.0,21.0,56.0,0.0,0.0,0.0,3651,-7.0,-1.0,1.0,-1.0,-1.0,1.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,4448,-3.0,80.0,4.0,156.0,1.0,15.0,14.0,21.0,6.0,14.0,18.0,47.0,133.0,35.0,44.0,0.0,177.0,111.0,-3.0,0.0,1.0,3949,20.0,15.0,3.0,14.0,11.0,11.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,4771,-2.0,195.0,16.0,270.0,28.0,24.0,7.0,0.0,6.0,36.0,44.0,116.0,230.0,99.0,39.0,3.0,468.0,230.0,1.0,0.0,13.0,2510,17.0,37.0,9.0,23.0,24.0,22.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,5518,-240.0,3633.0,348.0,5289.0,1581.0,351.0,125.0,1693.0,284.0,810.0,982.0,2877.0,3523.0,433.0,3460.0,5.0,5209.0,1829.0,112.0,0.0,389.0,3944,220.0,786.0,115.0,396.0,551.0,451.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,5572,1.0,556.0,111.0,1813.0,23.0,141.0,27.0,461.0,0.0,178.0,222.0,680.0,1481.0,289.0,792.0,5.0,1537.0,1020.0,-8.0,0.0,9.0,3634,44.0,149.0,20.0,140.0,101.0,131.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,5750,0.0,0.0,128.0,1900.0,469.0,-333.0,147.0,1697.0,0.0,194.0,199.0,442.0,1236.0,1142.0,2361.0,-1.0,2451.0,-461.0,285.0,2.0,286.0,1531,4.0,-46.0,1.0,-333.0,-3.0,-17.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,6497,0.0,12.0,2.0,23.0,0.0,-1.0,7.0,0.0,0.0,-1.0,-1.0,7.0,17.0,8.0,5.0,-1.0,24.0,17.0,0.0,0.0,0.0,3651,-4.0,-1.0,-1.0,-1.0,1.0,0.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,6543,-33.0,517.0,51.0,888.0,141.0,87.0,48.0,0.0,20.0,130.0,156.0,632.0,601.0,175.0,287.0,1.0,1520.0,589.0,0.0,0.0,43.0,2510,80.0,130.0,33.0,85.0,79.0,70.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,6649,-10.0,1766.0,441.0,3550.0,526.0,396.0,136.0,1097.0,192.0,443.0,559.0,963.0,2288.0,571.0,2360.0,2.0,3943.0,1190.0,15.0,0.0,138.0,2510,305.0,432.0,90.0,292.0,385.0,325.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,6669,1.0,0.0,751.0,18745.0,2650.0,811.0,237.0,6493.0,37.0,1367.0,1494.0,2768.0,14479.0,12329.0,10758.0,3.0,12646.0,7872.0,91.0,0.0,417.0,1531,1695.0,1189.0,199.0,810.0,911.0,802.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,6865,3.0,0.0,48.0,2780.0,505.0,123.0,55.0,1001.0,51.0,167.0,171.0,459.0,2408.0,1990.0,1373.0,2.0,2577.0,1407.0,44.0,0.0,87.0,1531,210.0,229.0,49.0,141.0,103.0,65.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7114,-1478.0,28765.0,8580.0,53702.0,11406.0,1569.0,2321.0,8499.0,520.0,3048.0,5471.0,22049.0,24296.0,7237.0,37905.0,0.0,65916.0,14109.0,12.0,599.0,921.0,3600,2222.0,2468.0,939.0,1340.0,1719.0,1496.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7116,-782.0,3111.0,572.0,6238.0,1079.0,-893.0,343.0,2873.0,311.0,-168.0,96.0,2125.0,4130.0,600.0,4981.0,-2.0,4924.0,1257.0,436.0,9.0,548.0,3942,-534.0,-505.0,117.0,-1054.0,318.0,369.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7179,-1.0,61.0,2.0,81.0,28.0,5.0,2.0,0.0,1.0,7.0,9.0,26.0,74.0,18.0,7.0,2.0,104.0,74.0,0.0,0.0,3.0,3140,2.0,8.0,2.0,5.0,4.0,6.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7875,-764.0,6078.0,1761.0,33135.0,485.0,3030.0,486.0,9889.0,427.0,1772.0,2408.0,5773.0,24070.0,2498.0,18954.0,3.0,14742.0,14144.0,-1782.0,217.0,-1320.0,3990,-6918.0,1429.0,261.0,2748.0,527.0,350.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7906,-213.0,16061.0,2048.0,23259.0,3808.0,3709.0,1657.0,3471.0,1159.0,4749.0,5455.0,16018.0,15878.0,5055.0,10852.0,2.0,34350.0,12407.0,-273.0,84.0,646.0,3021,1933.0,4886.0,703.0,4240.0,3760.0,3273.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7911,0.0,42.0,0.0,54.0,27.0,3.0,4.0,0.0,0.0,4.0,4.0,8.0,47.0,8.0,6.0,0.0,37.0,47.0,-1.0,0.0,1.0,2451,4.0,5.0,2.0,3.0,5.0,2.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,7951,76.0,504.0,27.0,607.0,256.0,43.0,23.0,25.0,11.0,55.0,68.0,307.0,498.0,153.0,133.0,1.0,552.0,473.0,-4.0,4.0,16.0,3873,-16.0,51.0,22.0,35.0,45.0,51.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,8219,-6.0,231.0,76.0,685.0,6.0,54.0,16.0,91.0,18.0,93.0,135.0,639.0,467.0,142.0,309.0,3.0,1036.0,376.0,7.0,0.0,31.0,2300,65.0,86.0,29.0,52.0,30.0,45.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,8551,-711.0,2879.0,682.0,11067.0,730.0,542.0,80.0,3197.0,12.0,742.0,1057.0,4684.0,8003.0,1317.0,6261.0,6.0,8203.0,4804.0,1.0,0.0,125.0,2300,537.0,674.0,85.0,549.0,572.0,439.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,8823,-1.0,0.0,393.0,9686.0,272.0,447.0,305.0,3005.0,110.0,951.0,1002.0,1884.0,7159.0,7994.0,5532.0,2.0,8573.0,4154.0,422.0,86.0,491.0,1531,1022.0,938.0,14.0,447.0,602.0,494.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,9818,-5554.0,39096.0,23435.0,158518.0,8618.0,967.0,1262.0,6116.0,226.0,3901.0,6508.0,6508.0,34368.0,5752.0,130267.0,1.0,68245.0,22414.0,213.0,951.0,1113.0,3600,4621.0,2258.0,951.0,657.0,1314.0,-1051.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,10124,0.0,166.0,8.0,284.0,63.0,52.0,17.0,0.0,23.0,76.0,111.0,188.0,230.0,39.0,54.0,2.0,522.0,230.0,1.0,0.0,25.0,3480,50.0,77.0,23.0,52.0,87.0,62.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,10198,-8.0,136.0,19.0,218.0,8.0,13.0,14.0,32.0,5.0,24.0,30.0,102.0,157.0,64.0,93.0,1.0,266.0,124.0,4.0,0.0,9.0,2300,16.0,24.0,7.0,15.0,14.0,13.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,10839,-33.0,243.0,41.0,571.0,35.0,29.0,18.0,111.0,0.0,43.0,63.0,114.0,472.0,111.0,210.0,1.0,647.0,360.0,6.0,1.0,10.0,2200,31.0,43.0,8.0,32.0,34.0,42.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,11060,-927.0,4392.0,755.0,9958.0,566.0,730.0,399.0,2187.0,684.0,1554.0,1831.0,6253.0,5907.0,1705.0,6238.0,3.0,11811.0,3719.0,-80.0,134.0,695.0,2300,1259.0,1416.0,331.0,614.0,1074.0,1231.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,11465,-2331.0,7930.0,4797.0,20038.0,1196.0,419.0,73.0,4392.0,312.0,1454.0,2108.0,4212.0,9520.0,2988.0,14910.0,13.0,21288.0,4198.0,187.0,0.0,550.0,3630,-183.0,887.0,311.0,350.0,888.0,783.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,11566,-76.0,1074.0,162.0,2399.0,481.0,6.0,93.0,744.0,23.0,167.0,204.0,960.0,1699.0,276.0,1443.0,1.0,2350.0,949.0,-74.0,0.0,-10.0,3140,200.0,-11.0,23.0,0.0,87.0,122.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,12395,-2.0,0.0,275.0,9445.0,712.0,536.0,162.0,3038.0,38.0,697.0,715.0,1323.0,7575.0,7414.0,4908.0,3.0,6261.0,4531.0,185.0,33.0,278.0,1531,748.0,814.0,117.0,535.0,382.0,363.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,12459,0.0,0.0,294.0,2989.0,667.0,537.0,3.0,597.0,0.0,871.0,893.0,1354.0,2202.0,1969.0,1383.0,160.0,6322.0,1605.0,60.0,0.0,309.0,1531,797.0,846.0,260.0,537.0,425.0,382.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,12597,-3.0,60.0,4.0,84.0,10.0,3.0,7.0,0.0,0.0,7.0,8.0,33.0,72.0,35.0,13.0,0.0,86.0,71.0,0.0,0.0,2.0,3842,0.0,6.0,1.0,3.0,3.0,8.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,12615,0.0,0.0,117.0,1864.0,135.0,72.0,25.0,639.0,3.0,138.0,144.0,399.0,1386.0,1586.0,1117.0,2.0,1961.0,747.0,12.0,0.0,48.0,1531,107.0,120.0,36.0,72.0,56.0,51.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,12616,196.0,1021.0,117.0,2647.0,305.0,110.0,27.0,1.0,41.0,99.0,144.0,969.0,2088.0,393.0,560.0,3.0,1758.0,2042.0,4.0,26.0,47.0,2340,91.0,160.0,25.0,112.0,99.0,70.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,12689,-17.0,0.0,214.0,5041.0,720.0,179.0,85.0,2014.0,8.0,292.0,295.0,724.0,3941.0,3263.0,3115.0,2.0,4368.0,1926.0,103.0,0.0,109.0,1531,170.0,289.0,4.0,180.0,105.0,84.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,13354,-44.0,273.0,61.0,668.0,7.0,1.0,24.0,99.0,0.0,-1.0,18.0,219.0,490.0,153.0,277.0,0.0,681.0,390.0,0.0,3.0,1.0,3651,35.0,-2.0,4.0,4.0,-3.0,-1.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,13906,4.0,240.0,31.0,353.0,63.0,37.0,9.0,0.0,3.0,45.0,58.0,224.0,243.0,79.0,110.0,3.0,490.0,243.0,-4.0,5.0,13.0,3690,40.0,48.0,13.0,35.0,13.0,10.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,14311,-46.0,1253.0,317.0,3089.0,138.0,210.0,62.0,865.0,145.0,400.0,591.0,1547.0,1808.0,783.0,2146.0,4.0,5427.0,943.0,75.0,10.0,146.0,3790,335.0,318.0,46.0,172.0,212.0,455.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,14447,2198.0,25344.0,5457.0,82410.0,4493.0,5703.0,2512.0,8470.0,2536.0,9973.0,12163.0,35675.0,44849.0,13113.0,46032.0,2.0,51256.0,34685.0,-101.0,917.0,2786.0,2330,7274.0,9538.0,3354.0,6166.0,4200.0,3879.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,14620,-322.0,6359.0,3826.0,10972.0,1381.0,658.0,143.0,805.0,263.0,868.0,1355.0,3557.0,3325.0,1790.0,8452.0,4.0,14934.0,2518.0,39.0,113.0,149.0,3630,428.0,852.0,173.0,702.0,494.0,185.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,14790,0.0,0.0,140.0,3251.0,170.0,143.0,40.0,1093.0,0.0,229.0,244.0,590.0,2670.0,2830.0,1674.0,4.0,3240.0,1576.0,19.0,7.0,104.0,1531,227.0,247.0,85.0,143.0,149.0,128.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,14957,0.0,1.0,0.0,1.0,0.0,-9.0,108.0,0.0,0.0,-7.0,-6.0,-1.0,-9.0,0.0,9.0,-1.0,0.0,-9.0,0.0,0.0,0.0,7819,-5.0,-9.0,0.0,-9.0,-6.0,-12.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,16476,-405.0,1994.0,289.0,3354.0,633.0,304.0,215.0,1055.0,70.0,467.0,584.0,2680.0,1884.0,759.0,2525.0,2.0,4904.0,823.0,-1.0,16.0,64.0,2300,283.0,348.0,54.0,281.0,291.0,209.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,16653,-18.0,0.0,140.0,4325.0,573.0,91.0,62.0,1293.0,0.0,348.0,352.0,738.0,3639.0,3196.0,1979.0,2.0,3885.0,1596.0,88.0,4.0,179.0,1531,206.0,355.0,96.0,91.0,52.0,61.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,18004,0.0,0.0,24.0,1735.0,88.0,50.0,24.0,773.0,0.0,78.0,85.0,262.0,1509.0,1478.0,999.0,2.0,1423.0,735.0,0.0,0.0,33.0,1531,96.0,84.0,29.0,50.0,49.0,39.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,18629,0.0,0.0,12.0,1079.0,67.0,113.0,21.0,394.0,0.0,169.0,170.0,320.0,884.0,936.0,590.0,5.0,1257.0,489.0,-3.0,48.0,58.0,1531,155.0,171.0,16.0,113.0,75.0,52.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,19175,-1.0,74.0,37.0,239.0,20.0,-163.0,46.0,48.0,0.0,-12.0,-4.0,122.0,34.0,38.0,253.0,-1.0,268.0,-14.0,93.0,0.0,93.0,2300,58.0,-69.0,0.0,-163.0,5.0,35.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,19391,-3.0,70.0,12.0,223.0,32.0,28.0,17.0,53.0,0.0,41.0,48.0,79.0,105.0,23.0,171.0,1.0,281.0,49.0,9.0,0.0,17.0,3730,27.0,48.0,7.0,28.0,18.0,14.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,19402,-28.0,882.0,217.0,1851.0,79.0,47.0,46.0,461.0,0.0,115.0,147.0,840.0,1482.0,483.0,830.0,1.0,2386.0,1021.0,-8.0,2.0,25.0,2300,62.0,77.0,18.0,51.0,114.0,110.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,19516,0.0,354.0,87.0,738.0,62.0,41.0,31.0,337.0,0.0,78.0,133.0,350.0,547.0,48.0,528.0,1.0,1132.0,210.0,-7.0,0.0,14.0,1700,54.0,55.0,38.0,41.0,38.0,26.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,19762,0.0,0.0,0.0,0.0,0.0,-2.0,25.0,0.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,3651,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,20644,0.0,573.0,152.0,850.0,202.0,-183.0,138.0,130.0,0.0,-144.0,-102.0,426.0,428.0,150.0,551.0,-2.0,1179.0,298.0,-3.0,1.0,6.0,3861,-110.0,-177.0,8.0,-183.0,-420.0,36.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,22047,0.0,0.0,22.0,612.0,36.0,14.0,49.0,107.0,0.0,59.0,59.0,98.0,540.0,495.0,179.0,0.0,454.0,416.0,36.0,0.0,39.0,1531,51.0,64.0,2.0,14.0,23.0,15.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,22049,-71.0,1116.0,440.0,2229.0,36.0,71.0,32.0,433.0,38.0,119.0,169.0,633.0,1525.0,592.0,1137.0,1.0,2577.0,1092.0,1.0,14.0,16.0,2511,-445.0,44.0,10.0,27.0,-12.0,25.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,22168,-1.0,37.0,10.0,62.0,1.0,-2.0,18.0,7.0,0.0,4.0,6.0,20.0,23.0,19.0,47.0,-1.0,98.0,14.0,2.0,0.0,2.0,2200,-2.0,2.0,0.0,-4.0,4.0,4.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,22653,-113.0,1109.0,127.0,2976.0,45.0,-278.0,58.0,1089.0,0.0,232.0,325.0,763.0,2334.0,562.0,1731.0,2.0,2546.0,1245.0,-23.0,0.0,23.0,3480,-61.0,-251.0,72.0,-275.0,147.0,79.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,23245,0.0,511.0,263.0,1749.0,56.0,158.0,35.0,229.0,0.0,171.0,188.0,477.0,1225.0,131.0,753.0,2.0,1906.0,996.0,-60.0,0.0,-31.0,1700,134.0,128.0,22.0,158.0,72.0,78.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,23252,-5.0,243.0,16.0,568.0,57.0,36.0,27.0,11.0,20.0,64.0,85.0,446.0,412.0,149.0,167.0,1.0,763.0,400.0,3.0,0.0,20.0,2510,36.0,56.0,15.0,36.0,56.0,37.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,24099,-30.0,258.0,25.0,401.0,7.0,9.0,14.0,94.0,2.0,19.0,32.0,228.0,305.0,132.0,191.0,0.0,579.0,210.0,1.0,1.0,9.0,3420,-2.0,11.0,12.0,2.0,15.0,12.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,24911,0.0,21.0,11.0,83.0,4.0,19.0,18.0,30.0,0.0,36.0,39.0,66.0,42.0,11.0,71.0,1.0,228.0,11.0,4.0,0.0,11.0,3730,39.0,31.0,6.0,19.0,10.0,5.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,24978,-7.0,465.0,63.0,991.0,85.0,53.0,94.0,9.0,3.0,90.0,107.0,500.0,668.0,262.0,331.0,0.0,1048.0,649.0,18.0,1.0,26.0,3949,104.0,68.0,10.0,40.0,189.0,14.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,25119,-559.0,4072.0,810.0,12094.0,84.0,1246.0,74.0,1559.0,0.0,1416.0,1859.0,3488.0,8656.0,1948.0,4998.0,13.0,9491.0,7059.0,-76.0,0.0,343.0,2273,861.0,1317.0,373.0,971.0,930.0,615.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,25340,0.0,0.0,632.0,12184.0,1007.0,1038.0,374.0,2042.0,149.0,1591.0,1640.0,3112.0,9789.0,10052.0,4437.0,2.0,14105.0,7747.0,110.0,20.0,563.0,1531,1460.0,1602.0,446.0,1038.0,886.0,750.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,25527,0.0,57.0,14.0,116.0,4.0,8.0,15.0,3.0,0.0,7.0,11.0,30.0,61.0,20.0,58.0,0.0,127.0,57.0,0.0,0.0,0.0,3089,9.0,7.0,1.0,6.0,7.0,8.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,25923,-3.0,28.0,9.0,32.0,0.0,-8.0,14.0,0.0,0.0,-9.0,-8.0,5.0,12.0,23.0,20.0,-1.0,45.0,12.0,0.0,0.0,-1.0,9995,-2.0,-8.0,-1.0,-8.0,-6.0,5.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,27575,-82.0,687.0,92.0,1727.0,47.0,101.0,74.0,416.0,36.0,166.0,207.0,835.0,1264.0,363.0,879.0,1.0,1560.0,814.0,27.0,34.0,55.0,3949,99.0,151.0,35.0,92.0,45.0,-1.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,27760,-1.0,188.0,66.0,324.0,27.0,27.0,30.0,31.0,0.0,45.0,53.0,212.0,211.0,53.0,145.0,0.0,406.0,179.0,-9.0,0.0,8.0,3949,14.0,35.0,11.0,26.0,34.0,26.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,27776,0.0,119.0,12.0,173.0,3.0,9.0,7.0,2.0,3.0,13.0,19.0,88.0,143.0,65.0,32.0,1.0,253.0,141.0,-4.0,0.0,-1.0,3140,14.0,9.0,1.0,9.0,-3.0,6.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,27828,-17.0,407.0,119.0,608.0,62.0,-5.0,14.0,0.0,0.0,27.0,59.0,195.0,253.0,162.0,354.0,0.0,695.0,253.0,5.0,3.0,17.0,3651,11.0,7.0,8.0,-11.0,20.0,29.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,28118,-77.0,1290.0,204.0,1658.0,231.0,-460.0,48.0,443.0,0.0,31.0,111.0,1439.0,1024.0,573.0,1077.0,0.0,2788.0,576.0,-50.0,17.0,19.0,3873,-4.0,-454.0,36.0,-479.0,78.0,220.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,28262,0.0,243.0,91.0,382.0,66.0,-38.0,54.0,25.0,0.0,-21.0,-6.0,188.0,155.0,96.0,251.0,-1.0,540.0,127.0,-2.0,1.0,3.0,2510,38.0,-36.0,5.0,-38.0,-7.0,-18.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,28462,-106.0,315.0,78.0,717.0,24.0,-74.0,22.0,376.0,10.0,28.0,74.0,197.0,443.0,187.0,650.0,-1.0,785.0,66.0,10.0,1.0,15.0,3220,-8.0,-78.0,3.0,-94.0,10.0,66.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,29015,-27.0,820.0,95.0,1191.0,291.0,-1.0,32.0,32.0,0.0,165.0,218.0,879.0,986.0,298.0,237.0,3.0,1790.0,954.0,-25.0,2.0,-13.0,3100,114.0,-7.0,14.0,5.0,122.0,161.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,29382,-26.0,645.0,66.0,1057.0,181.0,124.0,55.0,0.0,0.0,171.0,192.0,592.0,808.0,110.0,248.0,2.0,1560.0,802.0,-21.0,1.0,53.0,3140,129.0,172.0,61.0,117.0,120.0,112.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,29755,0.0,0.0,103.0,2220.0,292.0,31.0,31.0,1325.0,0.0,64.0,78.0,312.0,2008.0,1542.0,1538.0,1.0,1916.0,682.0,1.0,0.0,2.0,1531,-46.0,34.0,1.0,31.0,4.0,344.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,30964,0.0,9.0,1.0,11.0,2.0,1.0,38.0,0.0,0.0,3.0,3.0,13.0,7.0,5.0,4.0,0.0,52.0,7.0,0.0,0.0,1.0,3651,0.0,2.0,0.0,1.0,1.0,0.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,33767,-3.0,301.0,114.0,400.0,130.0,-17.0,98.0,39.0,0.0,-16.0,19.0,491.0,129.0,113.0,309.0,-1.0,992.0,90.0,1.0,4.0,-3.0,3651,-16.0,-17.0,0.0,-15.0,-39.0,-20.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,35035,-123.0,1572.0,174.0,2126.0,80.0,141.0,56.0,0.0,0.0,366.0,397.0,1205.0,1357.0,440.0,768.0,4.0,2830.0,1357.0,36.0,0.0,242.0,2300,263.0,359.0,1.0,116.0,58.0,58.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
2017,62262,0.0,13.0,0.0,13.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,4.0,0.0,24.0,8.0,0.0,0.0,0.0,3100,1.0,0.0,0.0,0.0,0.0,-2.0,0.008854,0.012505,0.021091,0.014628686412534675,0.010512789328971595
