,gvkey,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvt,ebit,ebitda,gp,icapt,invt,lt,opeps,revt,seq,txdi,txp,txt,sic,ni,pi,txpd,prev_ni,prev2_ni,prev3_ni,t90ret,b5ret,cpiret,SNP500,SNP500_CD
2006,11060,-124.0,2578.0,385.0,5465.0,343.0,630.0,110.0,635.0,216.0,826.0,934.0,2808.0,3905.0,958.0,2195.0,4.0,6215.0,3265.0,-25.0,19.0,242.0,2300,591.0,777.0,304.0,533.0,506.0,474.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,11465,-643.0,6476.0,2945.0,13878.0,262.0,766.0,75.0,1798.0,130.0,879.0,1429.0,3181.0,5129.0,2348.0,10547.0,6.0,18080.0,3283.0,-60.0,79.0,126.0,3630,640.0,620.0,173.0,433.0,422.0,406.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,11566,3.0,485.0,47.0,671.0,124.0,91.0,54.0,10.0,16.0,123.0,142.0,461.0,515.0,184.0,166.0,1.0,1141.0,504.0,-9.0,6.0,38.0,3140,92.0,122.0,35.0,83.0,74.0,65.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12395,0.0,0.0,292.0,7583.0,632.0,687.0,154.0,2073.0,0.0,1078.0,1108.0,1682.0,5497.0,6226.0,4159.0,4.0,6176.0,3415.0,8.0,215.0,439.0,1531,35.0,1126.0,367.0,687.0,806.0,409.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12459,0.0,0.0,289.0,2473.0,556.0,587.0,5.0,203.0,0.0,984.0,998.0,1469.0,1355.0,1590.0,1321.0,104.0,6156.0,1152.0,-73.0,0.0,375.0,1531,333.0,962.0,430.0,587.0,697.0,523.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12597,0.0,63.0,2.0,72.0,5.0,6.0,5.0,7.0,0.0,9.0,10.0,24.0,68.0,45.0,11.0,1.0,98.0,60.0,0.0,0.0,3.0,3842,5.0,9.0,3.0,6.0,5.0,3.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12615,0.0,0.0,81.0,1477.0,11.0,38.0,13.0,646.0,1.0,83.0,88.0,278.0,1263.0,1242.0,860.0,3.0,1359.0,617.0,-29.0,0.0,21.0,1531,-129.0,60.0,57.0,38.0,100.0,91.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12616,115.0,942.0,104.0,2062.0,99.0,116.0,28.0,0.0,24.0,85.0,115.0,708.0,1608.0,230.0,454.0,1.0,1397.0,1587.0,-16.0,15.0,12.0,2340,76.0,39.0,15.0,24.0,63.0,27.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12689,63.0,0.0,1097.0,9014.0,654.0,516.0,78.0,3027.0,78.0,770.0,790.0,2170.0,6138.0,6454.0,5903.0,6.0,11003.0,2922.0,-136.0,0.0,215.0,1531,-930.0,766.0,363.0,482.0,842.0,480.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,12868,53.0,1333.0,220.0,2447.0,36.0,116.0,122.0,689.0,0.0,183.0,249.0,1147.0,1582.0,425.0,1554.0,0.0,2362.0,881.0,7.0,2.0,38.0,2320,-122.0,131.0,52.0,93.0,107.0,81.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,13906,6.0,184.0,17.0,284.0,51.0,13.0,8.0,20.0,0.0,22.0,31.0,174.0,201.0,63.0,103.0,1.0,395.0,180.0,2.0,1.0,7.0,3690,9.0,15.0,2.0,8.0,7.0,8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,13932,-63.0,373.0,101.0,567.0,85.0,1.0,226.0,296.0,14.0,84.0,101.0,488.0,261.0,133.0,602.0,0.0,966.0,-52.0,-2.0,10.0,16.0,3100,-7.0,34.0,16.0,13.0,-10.0,3.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14064,-1.0,140.0,22.0,228.0,1.0,9.0,8.0,11.0,0.0,17.0,25.0,105.0,118.0,71.0,120.0,1.0,385.0,106.0,3.0,0.0,5.0,3585,1.0,14.0,0.0,9.0,7.0,21.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14227,0.0,3.0,0.0,16.0,2.0,-2.0,3.0,0.0,0.0,-1.0,0.0,6.0,14.0,5.0,1.0,0.0,15.0,14.0,0.0,0.0,0.0,3873,-2.0,-2.0,0.0,-2.0,-1.0,-3.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14311,14.0,392.0,100.0,778.0,19.0,124.0,40.0,250.0,50.0,120.0,192.0,430.0,417.0,230.0,611.0,2.0,1656.0,167.0,-6.0,3.0,50.0,3790,111.0,163.0,52.0,106.0,143.0,104.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14447,1053.0,12095.0,2506.0,37987.0,1612.0,2279.0,2359.0,4269.0,746.0,4084.0,4785.0,13565.0,19569.0,5784.0,22686.0,1.0,20199.0,15300.0,-179.0,913.0,1117.0,2330,2957.0,3968.0,1001.0,2479.0,1705.0,1367.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14620,-2.0,6451.0,2241.0,9664.0,801.0,99.0,144.0,658.0,325.0,647.0,1050.0,3942.0,2589.0,1761.0,7733.0,3.0,15195.0,1930.0,13.0,241.0,172.0,3630,453.0,559.0,120.0,562.0,222.0,472.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14790,0.0,0.0,117.0,2170.0,56.0,225.0,26.0,705.0,0.0,331.0,355.0,736.0,1712.0,1703.0,1163.0,8.0,3461.0,1006.0,-49.0,9.0,138.0,1531,-289.0,364.0,216.0,225.0,255.0,138.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,14957,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,7819,-6.0,-1.0,0.0,-1.0,-1.0,-1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,15457,0.0,0.0,0.0,27.0,27.0,-1.0,0.0,0.0,0.0,-3.0,-3.0,0.0,22.0,0.0,5.0,-4.0,0.0,22.0,0.0,0.0,0.0,9995,-2.0,0.0,0.0,0.0,0.0,2.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,16476,-125.0,1609.0,245.0,2804.0,279.0,227.0,215.0,2209.0,0.0,627.0,690.0,2038.0,1234.0,550.0,3779.0,2.0,4192.0,-993.0,39.0,14.0,106.0,2300,460.0,346.0,83.0,239.0,155.0,30.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,19402,0.0,95.0,9.0,138.0,7.0,8.0,7.0,22.0,0.0,16.0,20.0,84.0,104.0,30.0,56.0,0.0,324.0,82.0,-2.0,2.0,5.0,2300,13.0,12.0,4.0,7.0,0.0,8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,22049,63.0,694.0,238.0,1627.0,25.0,65.0,32.0,375.0,0.0,137.0,165.0,402.0,1174.0,326.0,827.0,2.0,1771.0,799.0,3.0,10.0,11.0,2511,87.0,100.0,7.0,88.0,91.0,100.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,23252,0.0,423.0,30.0,812.0,173.0,85.0,33.0,202.0,23.0,146.0,168.0,562.0,620.0,189.0,394.0,2.0,1066.0,417.0,-1.0,0.0,52.0,2510,69.0,138.0,46.0,85.0,79.0,79.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,24099,0.0,231.0,15.0,343.0,0.0,15.0,13.0,80.0,3.0,29.0,38.0,200.0,242.0,155.0,181.0,1.0,457.0,161.0,0.0,6.0,9.0,3420,8.0,25.0,10.0,15.0,14.0,8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,24978,11.0,493.0,40.0,845.0,46.0,31.0,67.0,0.0,19.0,45.0,78.0,435.0,579.0,265.0,266.0,0.0,1017.0,577.0,1.0,0.0,11.0,3949,54.0,34.0,18.0,23.0,13.0,-11.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,25119,130.0,2378.0,371.0,8178.0,63.0,634.0,67.0,2207.0,0.0,839.0,1109.0,2501.0,5922.0,1225.0,4463.0,6.0,7905.0,3715.0,-69.0,125.0,220.0,2273,706.0,676.0,267.0,455.0,358.0,368.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,25340,0.0,0.0,1041.0,14820.0,587.0,1233.0,312.0,4860.0,137.0,2031.0,2087.0,3746.0,11418.0,12366.0,8262.0,3.0,15108.0,6452.0,-109.0,0.0,753.0,1531,-713.0,1987.0,956.0,1233.0,1470.0,975.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,25923,-5.0,103.0,17.0,162.0,6.0,12.0,11.0,5.0,3.0,22.0,28.0,70.0,115.0,59.0,53.0,1.0,307.0,109.0,-2.0,0.0,8.0,9995,5.0,25.0,10.0,16.0,23.0,20.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,27760,4.0,250.0,61.0,424.0,4.0,30.0,32.0,4.0,12.0,41.0,58.0,310.0,260.0,75.0,168.0,0.0,680.0,256.0,0.0,4.0,11.0,3949,-56.0,40.0,10.0,29.0,23.0,29.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,27776,-1.0,157.0,10.0,246.0,3.0,4.0,5.0,103.0,0.0,19.0,24.0,114.0,207.0,77.0,142.0,0.0,263.0,104.0,0.0,0.0,2.0,3140,-24.0,7.0,4.0,4.0,13.0,8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,27828,2.0,150.0,20.0,178.0,66.0,21.0,13.0,0.0,0.0,18.0,22.0,90.0,134.0,26.0,44.0,0.0,235.0,134.0,-1.0,4.0,5.0,3651,20.0,19.0,8.0,13.0,9.0,9.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,28118,20.0,580.0,53.0,852.0,133.0,89.0,67.0,1.0,0.0,123.0,155.0,641.0,608.0,228.0,246.0,1.0,1214.0,602.0,-16.0,53.0,41.0,3873,123.0,123.0,29.0,77.0,78.0,90.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,28262,0.0,537.0,104.0,890.0,169.0,-44.0,54.0,3.0,0.0,21.0,61.0,363.0,635.0,132.0,257.0,0.0,970.0,631.0,-3.0,6.0,9.0,2510,-92.0,25.0,8.0,16.0,-18.0,24.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,28462,-47.0,320.0,67.0,878.0,41.0,-36.0,14.0,490.0,1.0,37.0,72.0,160.0,578.0,159.0,790.0,-1.0,692.0,87.0,-4.0,0.0,-8.0,3220,-3.0,-29.0,12.0,-21.0,-20.0,8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,29015,0.0,187.0,21.0,249.0,34.0,30.0,12.0,0.0,0.0,66.0,69.0,143.0,210.0,32.0,39.0,3.0,304.0,210.0,-3.0,7.0,22.0,3100,66.0,53.0,23.0,30.0,31.0,25.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,29382,-1.0,188.0,12.0,251.0,19.0,46.0,20.0,0.0,21.0,78.0,85.0,212.0,211.0,33.0,39.0,2.0,489.0,211.0,-5.0,0.0,34.0,3140,35.0,80.0,33.0,46.0,19.0,12.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,29627,7.0,37.0,19.0,68.0,1.0,-7.0,54.0,0.0,0.0,-8.0,-6.0,16.0,36.0,18.0,31.0,-1.0,100.0,36.0,-2.0,0.0,-5.0,3944,3.0,-11.0,0.0,-7.0,4.0,1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,29755,0.0,0.0,141.0,4559.0,162.0,388.0,39.0,1726.0,16.0,606.0,616.0,1265.0,3428.0,3612.0,2857.0,9.0,5462.0,1701.0,36.0,0.0,224.0,1531,-412.0,613.0,228.0,388.0,262.0,235.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,30964,0.0,3.0,1.0,4.0,0.0,-2.0,10.0,0.0,0.0,-3.0,-2.0,7.0,-4.0,1.0,8.0,-1.0,32.0,-4.0,0.0,2.0,0.0,3651,0.0,-2.0,0.0,-2.0,-4.0,-23.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,61212,0.0,82.0,23.0,105.0,0.0,0.0,4.0,40.0,0.0,10.0,14.0,76.0,50.0,54.0,95.0,0.0,215.0,10.0,0.0,1.0,0.0,3663,-13.0,1.0,0.0,0.0,3.0,-3.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,62262,0.0,27.0,2.0,27.0,18.0,1.0,7.0,0.0,0.0,1.0,1.0,7.0,24.0,2.0,2.0,0.0,30.0,24.0,0.0,0.0,0.0,3100,-1.0,2.0,0.0,1.0,9.0,1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,62745,-4.0,451.0,65.0,881.0,184.0,71.0,27.0,98.0,0.0,92.0,118.0,320.0,707.0,76.0,272.0,2.0,765.0,609.0,-2.0,18.0,33.0,3944,88.0,105.0,19.0,72.0,63.0,43.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,62897,-191.0,586.0,127.0,1712.0,102.0,116.0,60.0,680.0,53.0,147.0,220.0,1201.0,1081.0,232.0,1311.0,1.0,1743.0,400.0,-47.0,22.0,9.0,3089,116.0,103.0,29.0,94.0,85.0,86.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,63593,-4.0,72.0,24.0,101.0,0.0,-1.0,3.0,9.0,0.0,2.0,6.0,65.0,36.0,34.0,74.0,0.0,212.0,27.0,0.0,0.0,0.0,3420,-6.0,1.0,1.0,0.0,3.0,3.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,64891,15.0,1378.0,202.0,3088.0,285.0,293.0,104.0,24.0,19.0,546.0,673.0,2025.0,2091.0,485.0,1021.0,3.0,3746.0,2049.0,35.0,46.0,194.0,2300,400.0,516.0,165.0,308.0,190.0,170.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,65387,0.0,9.0,4.0,10.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,15.0,3.0,4.0,12.0,0.0,23.0,-3.0,-1.0,0.0,-1.0,3851,2.0,0.0,0.0,0.0,1.0,-1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,65461,0.0,82.0,31.0,164.0,3.0,18.0,20.0,19.0,9.0,25.0,33.0,50.0,101.0,28.0,82.0,0.0,188.0,82.0,2.0,3.0,5.0,2340,0.0,23.0,0.0,18.0,3.0,-7.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,65765,-1.0,16.0,3.0,26.0,0.0,1.0,2.0,5.0,0.0,2.0,3.0,10.0,10.0,7.0,21.0,0.0,35.0,5.0,-1.0,0.0,-1.0,3060,0.0,1.0,0.0,1.0,-1.0,-3.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,65850,0.0,52.0,4.0,66.0,13.0,6.0,18.0,0.0,1.0,9.0,9.0,30.0,59.0,22.0,6.0,0.0,40.0,59.0,2.0,0.0,4.0,3290,-1.0,10.0,0.0,6.0,5.0,1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,66261,0.0,19.0,0.0,27.0,9.0,-2.0,44.0,0.0,0.0,2.0,3.0,27.0,22.0,0.0,5.0,0.0,31.0,22.0,-2.0,0.0,-1.0,5700,1.0,-2.0,0.0,-2.0,-1.0,8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,66360,0.0,12.0,4.0,25.0,2.0,0.0,18.0,1.0,0.0,1.0,2.0,15.0,3.0,3.0,24.0,0.0,48.0,1.0,0.0,0.0,0.0,2300,-5.0,0.0,0.0,0.0,-30.0,-18.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,100699,-90.0,12024.0,5006.0,22071.0,2581.0,469.0,1090.0,2082.0,188.0,1411.0,3018.0,7055.0,11630.0,2899.0,12522.0,0.0,24113.0,9473.0,5.0,286.0,436.0,3651,869.0,1207.0,187.0,764.0,724.0,578.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,105936,34.0,757.0,88.0,1027.0,64.0,132.0,36.0,0.0,5.0,179.0,203.0,547.0,830.0,212.0,196.0,3.0,1293.0,830.0,-6.0,31.0,62.0,2300,144.0,185.0,58.0,123.0,130.0,138.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,106687,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,-1.0,-1.0,0.0,-1.0,3949,0.0,0.0,0.0,0.0,-1.0,-1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,115757,0.0,53.0,13.0,94.0,0.0,8.0,36.0,14.0,0.0,14.0,18.0,53.0,55.0,19.0,53.0,0.0,160.0,41.0,3.0,0.0,5.0,3480,12.0,13.0,0.0,8.0,5.0,1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,121142,11.0,631.0,161.0,737.0,160.0,75.0,41.0,106.0,0.0,108.0,125.0,540.0,555.0,200.0,287.0,1.0,1205.0,449.0,-7.0,0.0,41.0,3140,75.0,112.0,47.0,70.0,44.0,23.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,122211,-1.0,149.0,11.0,201.0,31.0,14.0,11.0,8.0,3.0,29.0,32.0,104.0,171.0,68.0,38.0,1.0,350.0,162.0,-4.0,0.0,8.0,2510,19.0,22.0,8.0,14.0,12.0,18.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,122678,0.0,40.0,7.0,44.0,0.0,-9.0,9.0,9.0,0.0,-5.0,-3.0,31.0,19.0,19.0,34.0,-1.0,102.0,10.0,0.0,0.0,-1.0,3651,0.0,-10.0,-2.0,-9.0,-5.0,-39.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,136806,0.0,5.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0,15.0,4.0,-1.0,0.0,0.0,3990,0.0,1.0,1.0,0.0,1.0,1.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,137432,0.0,157.0,27.0,203.0,0.0,14.0,8.0,46.0,1.0,26.0,31.0,84.0,147.0,103.0,102.0,1.0,270.0,100.0,-1.0,0.0,8.0,2300,6.0,23.0,8.0,14.0,11.0,9.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,140541,-8.0,974.0,79.0,1626.0,143.0,486.0,379.0,3.0,0.0,762.0,827.0,1703.0,1191.0,233.0,437.0,1.0,2111.0,1188.0,-18.0,69.0,302.0,3100,663.0,797.0,205.0,494.0,388.0,261.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,141459,-6.0,1169.0,88.0,1897.0,337.0,521.0,216.0,0.0,107.0,554.0,597.0,925.0,1558.0,271.0,339.0,2.0,1774.0,1557.0,-33.0,94.0,80.0,3812,855.0,594.0,66.0,514.0,311.0,205.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,142546,-1.0,93.0,3.0,124.0,54.0,20.0,37.0,0.0,7.0,26.0,29.0,61.0,101.0,29.0,22.0,0.0,261.0,101.0,-1.0,0.0,9.0,3730,16.0,29.0,7.0,20.0,26.0,23.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,150278,5.0,402.0,70.0,1123.0,68.0,87.0,57.0,342.0,0.0,165.0,191.0,544.0,837.0,193.0,627.0,1.0,1372.0,495.0,0.0,13.0,50.0,2300,-71.0,138.0,40.0,87.0,47.0,49.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,151423,0.0,4.0,0.0,5.0,0.0,-8.0,12.0,5.0,0.0,-9.0,-8.0,-1.0,3.0,0.0,7.0,-1.0,0.0,-3.0,0.0,0.0,0.0,3841,-27.0,-9.0,0.0,-9.0,-6.0,-8.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,156861,3.0,237.0,48.0,725.0,15.0,115.0,84.0,341.0,0.0,209.0,234.0,485.0,554.0,61.0,512.0,1.0,945.0,213.0,-2.0,0.0,62.0,2510,141.0,174.0,58.0,112.0,99.0,75.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,160780,0.0,1121.0,500.0,1750.0,215.0,124.0,55.0,302.0,0.0,257.0,277.0,399.0,979.0,375.0,1073.0,2.0,1199.0,669.0,46.0,9.0,59.0,6552,204.0,188.0,1.0,124.0,83.0,63.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,164416,0.0,124.0,27.0,135.0,5.0,3.0,23.0,0.0,0.0,0.0,3.0,73.0,94.0,20.0,40.0,0.0,188.0,94.0,0.0,0.0,0.0,3990,9.0,3.0,0.0,3.0,2.0,0.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,164755,1.0,237.0,43.0,299.0,42.0,64.0,37.0,0.0,0.0,95.0,103.0,208.0,208.0,86.0,91.0,1.0,354.0,208.0,-3.0,12.0,32.0,3021,168.0,96.0,24.0,64.0,16.0,-2.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,165052,-1.0,244.0,42.0,289.0,70.0,38.0,46.0,2.0,0.0,57.0,66.0,224.0,217.0,81.0,74.0,0.0,430.0,214.0,-7.0,0.0,20.0,2300,52.0,59.0,20.0,38.0,19.0,16.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,176040,16.0,185.0,23.0,1055.0,29.0,77.0,0.0,696.0,0.0,110.0,128.0,342.0,771.0,51.0,979.0,0.0,635.0,75.0,-11.0,0.0,14.0,2741,154.0,36.0,28.0,77.0,77.0,77.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2006,224604,-2.0,272.0,59.0,450.0,10.0,3.0,18.0,33.0,0.0,23.0,38.0,146.0,224.0,131.0,259.0,0.0,706.0,188.0,0.0,0.0,5.0,2340,-13.0,9.0,8.0,3.0,-37.0,12.0,0.048354,0.027717,0.025408,0.00936507088405647,-0.0072266007606304195
2007,2080,1.0,111.0,26.0,310.0,3.0,-11.0,11.0,28.0,9.0,-14.0,-6.0,108.0,223.0,50.0,115.0,-1.0,295.0,194.0,-3.0,0.0,-5.0,2511,-41.0,-14.0,1.0,-10.0,5.0,7.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,2444,-53.0,2114.0,437.0,4365.0,331.0,147.0,89.0,727.0,52.0,195.0,375.0,1337.0,2620.0,906.0,2472.0,1.0,5671.0,1892.0,-45.0,0.0,13.0,3510,-789.0,92.0,6.0,111.0,133.0,385.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,2820,0.0,91.0,2.0,172.0,12.0,11.0,6.0,0.0,0.0,14.0,15.0,30.0,138.0,13.0,34.0,1.0,169.0,138.0,2.0,0.0,5.0,2452,6.0,17.0,4.0,11.0,15.0,10.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,3622,0.0,23.0,3.0,48.0,0.0,6.0,9.0,5.0,0.0,7.0,8.0,18.0,42.0,7.0,12.0,0.0,71.0,36.0,2.0,0.0,3.0,2211,4.0,10.0,0.0,7.0,7.0,2.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,3647,-1.0,89.0,22.0,159.0,10.0,-2.0,11.0,22.0,0.0,9.0,17.0,44.0,101.0,40.0,80.0,0.0,250.0,79.0,-4.0,4.0,-2.0,2211,5.0,-4.0,0.0,-2.0,-12.0,-18.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,4001,0.0,116.0,11.0,290.0,0.0,6.0,12.0,79.0,0.0,18.0,31.0,110.0,221.0,75.0,148.0,0.0,320.0,142.0,-1.0,0.0,3.0,2273,-32.0,10.0,2.0,6.0,7.0,10.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,4322,-1.0,92.0,20.0,99.0,1.0,3.0,27.0,0.0,0.0,7.0,8.0,30.0,74.0,32.0,25.0,0.0,284.0,73.0,0.0,0.0,3.0,3651,-10.0,7.0,1.0,3.0,16.0,5.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,4448,5.0,70.0,2.0,152.0,2.0,11.0,12.0,19.0,2.0,13.0,19.0,57.0,110.0,32.0,60.0,0.0,185.0,91.0,0.0,0.0,4.0,3949,-8.0,14.0,3.0,9.0,8.0,12.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,4771,1.0,142.0,13.0,184.0,0.0,9.0,6.0,21.0,3.0,10.0,15.0,86.0,135.0,78.0,70.0,0.0,425.0,114.0,-2.0,0.0,5.0,2510,4.0,14.0,3.0,9.0,4.0,6.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,5327,0.0,54.0,7.0,67.0,2.0,-2.0,8.0,0.0,0.0,-10.0,-8.0,27.0,31.0,19.0,36.0,-2.0,82.0,31.0,1.0,0.0,-1.0,3140,-20.0,-18.0,0.0,-2.0,-21.0,1.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,5518,74.0,1888.0,186.0,3237.0,774.0,388.0,156.0,709.0,98.0,529.0,686.0,2360.0,2094.0,259.0,1851.0,1.0,3837.0,1385.0,37.0,10.0,129.0,3944,306.0,462.0,123.0,333.0,230.0,212.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,5572,-2.0,373.0,37.0,906.0,35.0,47.0,30.0,240.0,0.0,70.0,83.0,292.0,767.0,144.0,378.0,1.0,634.0,527.0,-1.0,24.0,5.0,3634,61.0,55.0,7.0,50.0,49.0,76.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,5750,0.0,0.0,189.0,4540.0,16.0,-628.0,63.0,1932.0,10.0,-361.0,-316.0,309.0,3318.0,3700.0,3155.0,-9.0,4779.0,1321.0,80.0,0.0,-20.0,1531,-1125.0,-647.0,-65.0,-628.0,149.0,471.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,6497,0.0,23.0,1.0,29.0,4.0,5.0,3.0,0.0,1.0,8.0,9.0,19.0,23.0,9.0,5.0,1.0,46.0,23.0,0.0,0.0,3.0,3651,4.0,8.0,3.0,5.0,6.0,4.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
2007,6543,1.0,540.0,68.0,878.0,51.0,6.0,51.0,111.0,24.0,28.0,56.0,456.0,597.0,197.0,393.0,0.0,1617.0,485.0,-11.0,9.0,10.0,2510,-14.0,29.0,16.0,4.0,-4.0,37.0,0.050863,0.101754,0.040814,0.0018859569013767175,-0.036031023005951734
