gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cshi,csho,costat,ggroup,New Issues (IPOs are 0),Stock Split,,* Assuming all new stock offerings happen after stock split
29627,20010331,2000,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,CAD,48.203,48.203,A,2520,7.589,0.926019134,,
29627,20020331,2001,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,52.91,52.91,A,2520,4.707,0.948343849,,
29627,20030331,2002,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,53.207,53.207,A,2520,0.297,0.92346009,,
29627,20040331,2003,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,53.463,53.463,A,2520,0.256,0.999233702,,
29627,20050331,2004,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,54.244,54.244,A,2520,0.781,1.009773078,,
29627,20060331,2005,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,54.244,54.244,A,2520,0,0.985806452,,
29627,20070331,2006,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,54.244,54.244,A,2520,0,1,,
29627,20080331,2007,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,54.974,54.974,A,2520,0.73,1.01345771,,
29627,20090331,2008,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,55.099,55.099,A,2520,0.125,0.989139021,,
29627,20100331,2009,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,55.099,55.099,A,2520,0,0.997736491,,
29627,20110331,2010,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,57.029,57.029,A,2520,1.93,1.035027859,,
29627,20120331,2011,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,63.462,63.462,A,2520,6.433,1.076375108,,
29627,20130331,2012,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,63.477,63.477,A,2520,0.015,0.908176551,,
29627,20140331,2013,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,63.932,63.932,A,2520,0.455,1.006930007,,
29627,20150331,2014,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,73.47,73.47,A,2520,9.538,1.141068849,,
29627,20160331,2015,INDL,C,D,STD,MCZAF,MAD CATZ INTERACTIVE INC,USD,73.47,73.47,A,2520,0,0.885095412,,
29638,19990630,1999,INDL,C,D,STD,OSU,O'SULLIVAN INDS HLDGS INC,USD,16.82,16.049,I,2520,0,1,,
29755,19990930,1999,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,12.266,8.974,A,2520,0,1,,
29755,20000930,2000,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,12.276,8.484,A,2520,0.01,0.945397816,,
29755,20010930,2001,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,12.423,8.624,A,2520,0.147,1.015304921,,
29755,20020930,2002,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,16.726,12.896,A,2520,4.303,1.470299852,,
29755,20030930,2003,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,17.501,13.543,A,2520,0.775,0.787429502,,
29755,20040930,2004,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,17.868,13.73,A,2520,0.367,0.958932812,,
29755,20050930,2005,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,41.844,41.702,A,2520,23.976,2.958218061,,
29755,20060930,2006,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,42.318,38.89,A,2520,0.474,0.592131307,,
29755,20070930,2007,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,42.597,39.262,A,2520,0.279,0.9974088,,
29755,20080930,2008,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,42.613,39.27,A,2520,0.016,0.993146354,,
29755,20090930,2009,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,43.15,39.793,A,2520,0.537,1.012905361,,
29755,20100930,2010,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,75.669,75.669,A,2520,32.519,1.876245971,,
29755,20110930,2011,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,75.588,75.588,A,2520,-0.081,0.698672681,,
29755,20120930,2012,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,123.009,123.009,A,2520,47.421,1.629107235,,
29755,20130930,2013,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,25.246,25.246,A,2520,-97.763,0.148131198,,
29755,20140930,2014,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,27.173,27.173,A,2520,1.927,-0.374712136,,
29755,20150930,2015,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,32.661,32.661,A,2520,5.488,1.122371134,,
29755,20160930,2016,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,33.071,33.071,A,2520,0.41,0.866890351,,
29755,20170930,2017,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,33.516,33.516,A,2520,0.445,1.001045369,,
29755,20180930,2018,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,33.522,33.522,A,2520,0.006,0.987073408,,
29755,20190930,2019,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,30.933,30.933,A,2520,-2.589,0.922602004,,
29755,20200930,2020,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,31.012,31.012,A,2520,0.079,1.094129269,,
29755,20210930,2021,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,31.294,31.294,A,2520,0.282,1.006529221,,
29806,19991031,1999,INDL,C,D,STD,MAGI.,MCNAUGHTON APPAREL GROUP INC,USD,8.096,7.445,I,2520,0,1,,
29806,20001031,2000,INDL,C,D,STD,MAGI.,MCNAUGHTON APPAREL GROUP INC,USD,10.628,9.759,I,2520,2.532,1.310812626,,
29864,19991231,1999,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,6.382,6.357,I,2520,0,1,,
29864,20001231,2000,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,6.407,6.382,I,2520,0.025,1.003932673,,
29864,20011231,2001,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,6.433,6.408,I,2520,0.026,1.000156079,,
29864,20021231,2002,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,8.273,8.203,I,2520,1.84,1.274945601,,
29864,20031231,2003,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,8.431,8.211,I,2520,0.158,0.817584387,,
29864,20041231,2004,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,8.227,7.936,I,2520,-0.204,0.948261441,,
29864,20051231,2005,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,8.565,8.244,I,2520,0.338,1.066218314,,
29864,20061231,2006,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,8.757,8.424,I,2520,0.192,0.981589373,,
29864,20071231,2007,INDL,C,D,STD,DHOM,DOMINION HOMES INC,USD,8.838,8.505,I,2520,0.081,0.987116992,,
29997,19990630,1999,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,4.258,4.258,I,2520,0,1,,
29997,20000630,2000,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,3.46,3.46,I,2520,-0.798,0.81258807,,
29997,20010630,2001,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,3.273,3.273,I,2520,-0.187,1.229526672,,
29997,20020630,2002,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.731,2.731,I,2520,-0.542,0.884964355,,
29997,20030630,2003,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.445,2.445,I,2520,-0.286,1.116948378,,
29997,20040630,2004,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.525,2.525,I,2520,0.08,1.169522927,,
29997,20050630,2005,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.645,2.645,I,2520,0.12,1.015355086,,
29997,20060630,2006,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.77,2.77,I,2520,0.125,1.001808318,,
29997,20070630,2007,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.284,2.284,I,2520,-0.486,0.788946459,,
29997,20080630,2008,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.284,2.284,I,2520,0,1.270300334,,
29997,20090630,2009,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.284,2.284,I,2520,0,1,,
29997,20100630,2010,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.284,2.284,I,2520,0,1,,
29997,20110630,2011,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.284,2.284,I,2520,0,1,,
29997,20120630,2012,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.284,2.284,I,2520,0,1,,
29997,20130630,2013,INDL,C,D,STD,SPORQ,SPORT-HALEY HOLDINGS INC,USD,2.45,2.449,I,2520,0.166,1.072241681,,
30014,19990930,1999,INDL,C,D,STD,CFM.1,CFM CORP,CAD,42.332,42.332,I,2520,0,1,,
30014,20000930,2000,INDL,C,D,STD,CFM.1,CFM CORP,CAD,39.532,39.532,I,2520,-2.8,0.933856184,,
30014,20010930,2001,INDL,C,D,STD,CFM.1,CFM CORP,CAD,38.036,38.036,I,2520,-1.496,1.035500381,,
30014,20020930,2002,INDL,C,D,STD,CFM.1,CFM CORP,CAD,40.588,40.588,I,2520,2.552,1.110782704,,
30014,20030930,2003,INDL,C,D,STD,CFM.1,CFM CORP,CAD,40.4,40.4,I,2520,-0.188,0.93648586,,
30014,20040930,2004,INDL,C,D,STD,CFM.1,CFM CORP,CAD,40.03,40.03,I,2520,-0.37,0.995473988,,
30016,19991231,1999,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.717,6.374,I,2520,0,1,,
30016,20001231,2000,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,5.875,I,2520,0.001,0.92171321,,
30016,20011231,2001,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.717,5.874,I,2520,-0.001,0.999659632,,
30016,20021231,2002,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.717,5.874,I,2520,0,1.000170271,,
30016,20031231,2003,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,5.875,I,2520,0.001,1.000170242,,
30016,20041231,2004,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,5.907,I,2520,0,1.005275698,,
30016,20051231,2005,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,5.989,I,2520,0,1.013881835,,
30016,20061231,2006,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,6.043,I,2520,0,1.00901653,,
30016,20071231,2007,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,6.118,I,2520,0,1.012411054,,
30016,20081231,2008,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,6.253,I,2520,0,1.022066035,,
30016,20091231,2009,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,6.336,I,2520,0,1.013273629,,
30016,20101231,2010,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,6.459,I,2520,0,1.019412879,,
30016,20111231,2011,INDL,C,D,STD,BOOT.1,LACROSSE FOOTWEAR INC,USD,6.718,6.505,I,2520,0,1.007121845,,
30121,19990331,1998,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,3.223,3.223,I,2520,0,1,,
30121,20000331,1999,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,4.824,4.824,I,2520,1.601,1.496742166,,
30121,20010331,2000,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,5.084,5.084,I,2520,0.26,0.791284047,,
30121,20020331,2001,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,5,5,I,2520,-0.084,0.935628743,,
30121,20030331,2002,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,4.115,4.115,I,2520,-0.885,0.837062653,,
30121,20040331,2003,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,4.259,4.259,I,2520,0.144,1.318575851,,
30121,20050331,2004,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,4.325,4.325,I,2520,0.066,0.982284806,,
30121,20060331,2005,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,3.99,3.99,I,2520,-0.335,0.908676839,,
30121,20070331,2006,INDL,C,D,STD,MITY,MITY ENTERPRISES INC,USD,3.334,3.334,I,2520,-0.656,0.912175103,,
30168,19990630,1999,INDL,C,D,STD,3RIDE,RIDE INC,USD,14.301,14.301,I,2520,0,1,,
30169,19990331,1998,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,6.629,5.136,I,2520,0,1,,
30169,20000331,1999,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,6.629,5.136,I,2520,0,1,,
30169,20010331,2000,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,5,4.96,I,2520,-1.629,0.965732087,,
30169,20020331,2001,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,5,4.96,I,2520,0,1.48904233,,
30169,20030331,2002,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,5,4.96,I,2520,0,1,,
30169,20031231,2003,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,5.078,5.038,I,2520,0.078,1.015725806,,
30169,20041231,2004,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,5.336,5.296,I,2520,0.258,1.035183737,,
30169,20051231,2005,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,5.425,5.385,I,2520,0.089,0.96957148,,
30169,20061231,2006,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.52,17.48,I,2520,12.095,3.193277311,,
30169,20071231,2007,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.509,17.469,I,2520,-0.011,0.590667794,,
30169,20081231,2008,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.508,17.468,I,2520,-0.001,1.000572803,,
30169,20091231,2009,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.508,17.468,I,2520,0,1.000057251,,
30169,20101231,2010,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.509,17.468,I,2520,0.001,1,,
30169,20111231,2011,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.509,17.468,I,2520,0,0.999942756,,
30169,20121231,2012,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.509,17.468,I,2520,0,1,,
30169,20131231,2013,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.509,17.468,I,2520,0,1,,
30169,20141231,2014,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.508,17.468,I,2520,-0.001,1,,
30169,20151231,2015,INDL,C,D,STD,ITXN,INTERNATIONAL TEXTLE GRP INC,USD,17.508,17.468,I,2520,0,1.000057251,,
30193,19991031,1999,INDL,C,D,STD,MAXS,MAXWELL SHOE CO INC  -CL A,USD,8.796,8.796,I,2520,0,1,,
30193,20001031,2000,INDL,C,D,STD,MAXS,MAXWELL SHOE CO INC  -CL A,USD,8.797,8.797,I,2520,0.001,1.000113688,,
30193,20011031,2001,INDL,C,D,STD,MAXS,MAXWELL SHOE CO INC  -CL A,USD,8.929,8.929,I,2520,0.132,1.014889748,,
30193,20021031,2002,INDL,C,D,STD,MAXS,MAXWELL SHOE CO INC  -CL A,USD,14.517,14.517,I,2520,5.588,1.602141044,,
30193,20031031,2003,INDL,C,D,STD,MAXS,MAXWELL SHOE CO INC  -CL A,USD,14.821,14.821,I,2520,0.304,0.737179806,,
30199,19991231,1999,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,17.64,17.64,I,2520,0,1,,
30199,20001231,2000,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,17.564,17.564,I,2520,-0.076,0.99569161,,
30199,20011231,2001,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,17.647,17.647,I,2520,0.083,1.009091949,,
30199,20021231,2002,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,17.796,17.796,I,2520,0.149,1.003722504,,
30199,20031231,2003,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,18.225,18.225,I,2520,0.429,1.015603232,,
30199,20041231,2004,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,18.738,18.738,I,2520,0.513,1.004503056,,
30199,20051231,2005,INDL,C,D,STD,RADA.1,RADICA GAMES LTD,USD,19.08,19.08,I,2520,0.342,0.991117345,,
30219,19990131,1998,INDL,C,D,STD,BTH,BLYTH INC,USD,49.2,49.19,I,2520,0,1,,
30219,20000131,1999,INDL,C,D,STD,BTH,BLYTH INC,USD,48.037,46.829,I,2520,-1.163,0.95200244,,
30219,20010131,2000,INDL,C,D,STD,BTH,BLYTH INC,USD,47.075,44.718,I,2520,-0.962,0.979240573,,
30219,20020131,2001,INDL,C,D,STD,BTH,BLYTH INC,USD,49.51,46.879,I,2520,2.435,1.071373069,,
30219,20030131,2002,INDL,C,D,STD,BTH,BLYTH INC,USD,49.704,46.06,I,2520,0.194,0.934014681,,
30219,20040131,2003,INDL,C,D,STD,BTH,BLYTH INC,USD,49.975,45.63,I,2520,0.271,0.986509275,,
30219,20050131,2004,INDL,C,D,STD,BTH,BLYTH INC,USD,50.367,40.899,I,2520,0.392,0.891026339,,
30219,20060131,2005,INDL,C,D,STD,BTH,BLYTH INC,USD,50.528,40.995,I,2520,0.161,0.992831368,,
30219,20070131,2006,INDL,C,D,STD,BTH,BLYTH INC,USD,50.637,39.301,I,2520,0.109,0.954927593,,
30219,20080131,2007,INDL,C,D,STD,BTH,BLYTH INC,USD,50.922,36.365,I,2520,0.285,0.922735346,,
30219,20090131,2008,INDL,C,D,STD,BTH,BLYTH INC,USD,50.933,35.564,I,2520,0.011,0.970368349,,
30219,20100131,2009,INDL,C,D,STD,BTH,BLYTH INC,USD,12.766,8.794,I,2520,-38.167,0.247196065,,
30219,20110131,2010,INDL,C,D,STD,BTH,BLYTH INC,USD,12.792,8.231,I,2520,0.026,-0.280223334,,
30219,20111231,2011,INDL,C,D,STD,BTH,BLYTH INC,USD,12.821,8.219,I,2520,0.029,0.995397844,,
30219,20121231,2012,INDL,C,D,STD,BTH,BLYTH INC,USD,26.505,16.561,I,2520,13.684,2.007880698,,
30219,20131231,2013,INDL,C,D,STD,BTH,BLYTH INC,USD,26.574,16.017,I,2520,0.069,0.529575136,,
30219,20141231,2014,INDL,C,D,STD,BTH,BLYTH INC,USD,26.642,16.07,I,2520,0.068,0.999005346,,
30254,19991231,1999,INDL,C,D,STD,MKS.3,MIKASA INC,USD,22.32,17.179,I,2520,0,1,,
30277,19991231,1999,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,14.491,14.008,I,2520,0,1,,
30277,20001231,2000,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,22.067,20.56,I,2520,7.576,1.467732724,,
30277,20011231,2001,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,22.125,19.636,I,2520,0.058,0.697895934,,
30277,20021231,2002,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,22.282,19.594,I,2520,0.157,0.994922311,,
30277,20031231,2003,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,22.703,19.815,I,2520,0.421,1.003240342,,
30277,20041231,2004,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,23.11,19.722,I,2520,0.407,0.974599723,,
30277,20051231,2005,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,23.584,20.196,I,2520,0.474,1.003328531,,
30277,20061231,2006,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,23.598,20.002,I,2520,0.014,0.967682632,,
30277,20071231,2007,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,23.615,19.379,I,2520,0.017,0.96817546,,
30277,20081231,2008,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,23.737,17.881,I,2520,0.122,0.921891112,,
30277,20091231,2009,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,23.944,18.088,I,2520,0.207,1.004721435,,
30277,20101231,2010,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,24.081,18.225,I,2520,0.137,0.996173818,,
30277,20111231,2011,INDL,C,D,STD,KCP,COLE KENNETH PROD INC  -CL A,USD,24.292,18.083,I,2520,0.211,0.984805577,,
30358,19990731,1999,INDL,C,D,STD,VFLX,VARIFLEX INC,USD,6.025,5.512,I,2520,0,1,,
30358,20000731,2000,INDL,C,D,STD,VFLX,VARIFLEX INC,USD,6.025,4.584,I,2520,0,0.831640058,,
30358,20010731,2001,INDL,C,D,STD,VFLX,VARIFLEX INC,USD,6.025,4.584,I,2520,0,1,,
30358,20020731,2002,INDL,C,D,STD,VFLX,VARIFLEX INC,USD,6.045,4.604,I,2520,0.02,1.004363002,,
30358,20030731,2003,INDL,C,D,STD,VFLX,VARIFLEX INC,USD,6.045,4.604,I,2520,0,0.99567474,,
30365,19990630,1999,INDL,C,D,STD,FTMTQ,FANTOM TECHNOLOGIES INC,CAD,9.021,9.021,I,2520,0,1,,
30365,20000630,2000,INDL,C,D,STD,FTMTQ,FANTOM TECHNOLOGIES INC,CAD,9.13,9.13,I,2520,0.109,1.012082918,,
30420,19990831,1999,INDL,C,D,STD,RAWL,RAWLINGS SPORTING GOODS INC,USD,7.898,7.898,I,2520,0,1,,
30420,20000831,2000,INDL,C,D,STD,RAWL,RAWLINGS SPORTING GOODS INC,USD,7.946,7.946,I,2520,0.048,1.006077488,,
30420,20010831,2001,INDL,C,D,STD,RAWL,RAWLINGS SPORTING GOODS INC,USD,8.011,8.011,I,2520,0.065,1.002126595,,
30420,20020831,2002,INDL,C,D,STD,RAWL,RAWLINGS SPORTING GOODS INC,USD,8.089,8.089,I,2520,0.078,1.001609708,,
30448,19990531,1998,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,17.275,17.275,I,2520,0,1,,
30448,19990630,1999,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,,,I,2520,-17.275,0,,
30448,20000630,2000,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,18.424,18.424,I,2520,18.424,-1.066512301,,
30448,20010630,2001,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,18.424,18.424,I,2520,0,0.5,,
30448,20020630,2002,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,10,10,I,2520,-8.424,0.5427703,,
30448,20030630,2003,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,10,10,I,2520,0,6.345177665,,
30448,20040630,2004,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,10.068,10.068,I,2520,0.068,1.0068,,
30448,20050630,2005,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,10.068,6.187,I,2520,0,0.610398579,,
30448,20060630,2006,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,12.001,6.881,I,2520,1.933,1.11217068,,
30448,20070630,2007,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,9.999,6.713,I,2520,-2.002,0.761629226,,
30448,20080630,2008,INDL,C,D,STD,AHMS,AMERICAN HOMESTAR CORP,USD,9.999,6.937,I,2520,0,1.472511144,,
30560,20140331,2013,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,,,A,2520,0,1,,
30560,20150331,2014,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,100,100,A,2520,100,#DIV/0!,,
30560,20160331,2015,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,100,100,A,2520,0,0.5,,
30560,20170331,2016,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,106.397,106.397,A,2520,6.397,1.06397,,
30560,20180331,2017,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,108.392,108.392,A,2520,1.995,0.960973101,,
30560,20190331,2018,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,110.111,110.111,A,2520,1.719,0.997499706,,
30560,20200331,2019,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,110.003,110.003,A,2520,-0.108,0.983662702,,
30560,20210331,2020,INDL,C,D,STD,GOOS,CANADA GOOSE HLDG,CAD,110.439,110.439,A,2520,0.436,1.00495018,,
30563,19990331,1998,INDL,C,D,STD,MDA.2,MEDIA ARTS GROUP INC,USD,13.224,12.95,I,2520,0,1,,
30563,20000331,1999,INDL,C,D,STD,MDA.2,MEDIA ARTS GROUP INC,USD,13.474,13.14,I,2520,0.25,1.014671815,,
30563,20010331,2000,INDL,C,D,STD,MDA.2,MEDIA ARTS GROUP INC,USD,13.509,13.188,I,2520,0.035,0.984914115,,
30563,20011231,2001,INDL,C,D,STD,MDA.2,MEDIA ARTS GROUP INC,USD,13.534,13.218,I,2520,0.025,0.999621871,,
30563,20021231,2002,INDL,C,D,STD,MDA.2,MEDIA ARTS GROUP INC,USD,13.541,13.225,I,2520,0.007,0.998640791,,
30593,19991231,1999,INDL,C,D,STD,FUSA,FOTOBALL USA INC,USD,3.567,3.567,I,2520,0,1,,
30593,20001231,2000,INDL,C,D,STD,FUSA,FOTOBALL USA INC,USD,3.579,3.579,I,2520,0.012,1.003364172,,
30593,20011231,2001,INDL,C,D,STD,FUSA,FOTOBALL USA INC,USD,3.58,3.58,I,2520,0.001,0.996936786,,
30593,20021231,2002,INDL,C,D,STD,FUSA,FOTOBALL USA INC,USD,3.61,3.61,I,2520,0.03,1.008098297,,
30611,19990331,1998,INDL,C,D,STD,3MKRHZ,MKR HOLDINGS,USD,11.141,11.141,I,2520,0,1,,
30611,20000331,1999,INDL,C,D,STD,3MKRHZ,MKR HOLDINGS,USD,11.121,11.121,I,2520,-0.02,0.998204829,,
30611,20010331,2000,INDL,C,D,STD,3MKRHZ,MKR HOLDINGS,USD,11.102,11.102,I,2520,-0.019,1.000090082,,
30782,19990331,1998,INDL,C,D,STD,PGDA,PIERCING PAGODA,USD,9.134,9.134,I,2520,0,1,,
30782,20000331,1999,INDL,C,D,STD,PGDA,PIERCING PAGODA,USD,9.18,8.926,I,2520,0.046,0.97722794,,
30883,19990131,1998,INDL,C,D,STD,AUMN.1,AMERICAN URANIUM MINING INC,USD,10.4,10.4,I,2520,0,1,,
30884,19991231,1999,INDL,C,D,STD,MRSA.,MARISA CHRISTINA,USD,8.587,7.766,I,2520,0,1,,
30884,20001231,2000,INDL,C,D,STD,MRSA.,MARISA CHRISTINA,USD,8.587,7.3,I,2520,0,0.939994849,,
30884,20011231,2001,INDL,C,D,STD,MRSA.,MARISA CHRISTINA,USD,8.587,7.295,I,2520,0,0.999315068,,
