gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,fyr,apdedate,fdate,act,ap,at,capx,ch,csho,dp,dvt,ebit,ebitda,glp,gp,invt,lt,ni,oiadp,oibdp,opeps,opincar,opiti,rect,txndba,txndbl,txndbr,txp,txt,xt,costat,prcc_c,prcc_f,ggroup,sic
001018,06/30/1980,1980,INDL,C,D,STD,USD,6,,,3.2010,2.7350,7.3680,0.7490,0.0560,4.9460,0.6000,0.0000,-4.5630,-3.9630,,0.0300,1.7060,12.0280,-5.7030,-4.5630,-3.9630,,,,1.2230,,,,0.0030,-0.0180,,I,3.0000,3.5000,2520,3861
001018,06/30/1981,1981,INDL,C,D,STD,USD,6,,,1.8990,0.2590,4.0330,0.2590,0.0960,5.4200,0.3480,0.0000,0.2460,0.5940,,2.7600,0.1550,8.5890,-1.0850,0.2460,0.5940,,,,0.8020,,,,0.0100,0.0100,,I,3.0000,4.6250,2520,3861
001018,06/30/1982,1982,INDL,C,D,STD,USD,6,,,1.2300,0.2070,3.7470,0.5180,0.2670,5.7150,0.2080,0.0000,0.7080,0.9160,,2.8810,0.1910,7.0560,0.1370,0.7080,0.9160,,,,0.7120,,,,0.0200,0.0300,,I,0.6250,1.8120,2520,3861
001018,06/30/1983,1983,INDL,C,D,STD,USD,6,,,1.3360,0.2880,3.9360,0.3080,0.1790,5.7150,0.1870,0.0000,0.7310,0.9180,,2.5900,0.2380,7.1620,0.0830,0.7310,0.9180,,,,0.5850,,,,0.0130,0.0120,,I,1.3750,1.3750,2520,3861
001018,06/30/1984,1984,INDL,C,D,STD,USD,6,,,1.5060,0.7890,5.0590,1.1300,0.0380,6.5600,0.2210,0.0000,0.6860,0.9070,,2.8640,0.2770,8.1450,-1.1470,0.6860,0.9070,,,,0.8150,,,,0.0000,0.0000,,I,1.6250,1.6250,2520,3861
001018,06/30/1985,1985,INDL,C,D,STD,USD,6,,,1.1560,0.5150,5.1430,0.6500,0.0600,6.5800,0.2930,0.0000,-0.0090,0.2840,,2.5580,0.2900,8.6980,-0.4840,-0.0090,0.2840,,,,0.7670,,,,0.0000,0.0000,,I,0.1250,0.6250,2520,3861
001018,06/30/1986,1986,INDL,C,D,STD,USD,6,,,1.0840,0.3970,5.1700,0.5810,,6.5800,0.2950,0.0000,1.2030,1.4980,,3.3530,0.3140,8.3230,0.4020,1.2030,1.4980,,,,0.6210,,,,0.0000,0.1760,,I,0.6250,0.1870,2520,3861
001018,06/30/1987,1987,INDL,C,D,STD,USD,6,,,0.8060,0.5410,5.0210,0.4490,0.0000,6.5800,0.2800,0.0000,-0.0410,0.2390,,1.8230,0.3030,9.0570,-0.8400,-0.0410,0.2390,,,,0.4730,,,,0.0000,0.0000,,I,0.0620,0.0620,2520,3861
001040,12/31/1980,1980,INDL,C,D,STD,USD,12,,,607.8610,89.9690,979.3210,93.1910,9.2320,20.5450,47.1060,25.4180,105.7340,152.8400,,476.4300,200.5730,531.6990,56.5930,105.7340,152.8400,,,,350.2390,,,,49.6080,40.2650,,I,22.0000,22.0000,2520,3949
001040,12/31/1981,1981,INDL,C,D,STD,USD,12,,,552.3400,107.4140,951.0870,113.1840,9.2480,23.0650,47.6970,28.9980,109.4120,157.1090,,450.1890,166.8150,496.2600,41.9810,109.4120,157.1090,,,,316.3990,,,,35.4390,41.4950,,I,27.7500,27.7500,2520,3949
001040,12/31/1982,1982,INDL,C,D,STD,USD,12,,,435.3420,60.4010,890.0690,120.7430,6.9160,23.4250,50.0310,31.6880,59.5050,109.5360,,388.9300,120.9890,465.5780,12.2710,59.5050,109.5360,,,,248.6740,,,,44.3810,23.3220,,I,16.3750,16.3750,2520,3949
001040,12/31/1983,1983,INDL,C,D,STD,USD,12,,,478.3270,73.6910,911.6400,56.1340,7.5110,25.9960,56.9750,17.1230,7.5000,64.4750,,343.3360,126.8410,443.0510,-1.4940,7.5000,64.4750,,,,260.9510,,,,14.5030,-0.9750,,I,16.0000,16.0000,2520,3949
001040,12/31/1984,1984,INDL,C,D,STD,USD,12,,,515.0640,84.3870,939.4450,63.6510,7.5700,26.2830,58.2790,16.2790,38.1550,96.4340,,390.6260,151.3690,483.5980,14.8720,38.1550,96.4340,,,,298.9720,,,,18.5990,13.8960,,I,14.5000,14.5000,2520,3949
001109,04/30/1984,1983,INDL,C,D,STD,USD,4,,,1.2040,0.5230,1.2620,0.0450,,0.6040,0.0090,0.0010,0.1240,0.1330,,0.6580,0.6790,0.5730,0.0790,0.1240,0.1330,,,,0.2820,,,,0.0180,0.0300,,I,,,2520,3944
001109,04/30/1985,1984,INDL,C,D,STD,USD,4,,,1.7330,0.5340,2.1330,0.3720,,0.7340,0.0250,0.0000,0.0310,0.0560,,0.9640,1.0270,0.8060,0.0790,0.0310,0.0560,,,,0.3930,,,,0.0020,-0.0130,,I,5.7500,6.3750,2520,3944
001109,04/30/1986,1985,INDL,C,D,STD,USD,4,,,1.8410,0.5520,2.2890,0.1220,0.0460,0.7420,0.0850,0.0000,0.0790,0.1640,,1.4130,1.1070,0.8500,0.0870,0.0790,0.1640,,,,0.4490,,,,0.0210,0.0240,,I,4.0000,4.0000,2520,3944
001109,04/30/1987,1986,INDL,C,D,STD,USD,4,,,2.0670,0.4490,2.4660,0.0570,0.0040,29.8470,0.0970,0.0000,0.1330,0.2300,,1.7210,1.1510,0.9130,0.0960,0.1330,0.2300,0.0000,,,0.7100,,,,0.0370,0.0550,,I,0.0940,0.0310,2520,3944
001109,12/31/1987,1987,INDL,C,D,STD,USD,12,,,1.7850,0.3110,2.1190,,0.0120,29.8470,,0.0000,,,,,1.3330,0.6340,,,,,,,0.3750,,,,0.0000,,,I,0.0310,0.0310,2520,3944
001109,12/31/1988,1988,INDL,C,D,STD,USD,12,,,1.4790,0.0740,1.7730,0.0700,0.1520,0.7480,0.1100,0.0000,0.0960,0.2060,,1.4840,1.1110,0.1740,0.1050,0.0960,0.2060,0.1100,,,0.1920,,,,0.0000,0.0300,,I,1.3750,1.3750,2520,3944
001109,12/31/1989,1989,INDL,C,D,STD,USD,12,,,1.3750,0.1810,1.7550,0.2070,0.0600,0.7460,0.1200,0.0000,-0.1810,-0.0610,,1.2550,1.0390,0.2980,-0.1450,-0.1810,-0.0610,-0.1900,,,0.2550,,,,0.0000,-0.0470,,I,0.7190,0.7190,2520,3944
001109,12/31/1990,1990,INDL,C,D,STD,USD,12,,,1.5180,0.2360,2.1270,0.3090,0.0010,0.6830,0.1030,0.0000,-0.1070,-0.0040,,1.4830,1.1090,0.7830,-0.0850,-0.1070,-0.0040,-0.1200,,,0.3550,,,,0.0000,-0.0060,,I,2.2500,2.2500,2520,3944
001109,12/31/1991,1991,INDL,C,D,STD,USD,12,,,1.3440,0.1220,2.6260,0.1770,0.1270,0.8380,0.0960,0.0000,0.0010,0.0970,,1.5730,0.8020,0.6950,0.1260,0.0010,0.0970,0.0200,,,0.3650,,,,0.0000,0.0390,,I,3.5000,3.5000,2520,3944
001109,12/31/1992,1992,INDL,C,D,STD,USD,12,,,1.7480,0.1580,2.9790,0.0510,0.3070,0.9870,0.1170,0.0000,0.0290,0.1460,,1.7740,0.9020,0.6270,0.0010,0.0290,0.1460,0.0000,,,0.4290,,,,0.0080,0.0000,,I,1.6870,1.6870,2520,3944
001109,12/31/1993,1993,INDL,C,D,STD,USD,12,,,2.0600,0.3540,3.3070,0.0510,0.2190,0.9730,0.1140,0.0000,0.1100,0.2240,,1.5600,1.3360,0.9020,0.0750,0.1100,0.2240,0.0800,,,0.4430,,,,0.0170,0.0190,,I,2.7500,2.7500,2520,3944
001109,12/31/1994,1994,INDL,C,D,STD,USD,12,,,2.2810,0.2810,3.4380,0.0550,0.2870,1.0430,0.1070,0.0000,0.1850,0.2920,,1.7440,1.4410,1.2850,-0.2410,0.1850,0.2920,0.1600,,,0.4570,,,,0.0000,-0.0220,,I,1.0000,1.0000,2520,3944
001109,12/31/1995,1995,INDL,C,D,STD,USD,12,,,2.4960,0.4720,3.7340,0.0880,0.6000,1.5000,0.0930,0.0000,0.2110,0.3040,,2.0040,1.3110,1.1800,0.1500,0.2110,0.3040,0.1200,,,0.5550,,,,0.0110,0.0140,,I,1.9370,1.9370,2520,3944
001109,12/31/1996,1996,INDL,C,D,STD,USD,12,,,2.4330,0.3840,3.8720,0.1960,0.4630,1.5000,0.1100,0.0000,0.1890,0.2990,,2.0340,1.2050,1.3680,-0.3180,0.1890,0.2990,0.1100,,,0.5390,,,,0.0000,-0.0210,,I,2.4370,2.4370,2520,3944
001109,12/31/1997,1997,INDL,C,D,STD,USD,12,,,2.9770,0.0980,5.3260,0.0690,0.5380,1.6250,0.1080,0.0000,0.2300,0.3380,,2.8280,1.0860,2.1110,0.6360,0.2300,0.3380,0.0900,,,1.2950,,,,0.0370,0.3030,,I,2.3750,2.3750,2520,3944
001109,12/31/1998,1998,INDL,C,D,STD,USD,12,,,2.4380,0.0440,5.0160,0.1160,0.3400,1.6250,0.0840,0.0000,0.0110,0.0950,,2.8710,1.0910,1.6020,0.1300,0.0110,0.0950,0.0400,,,0.9070,,,,0.0000,0.0720,,I,4.5000,4.5000,2520,3944
001109,12/31/1999,1999,INDL,C,D,STD,USD,12,,,3.6050,0.1660,5.2690,0.1260,1.0540,2.0070,0.1100,0.0000,-0.6630,-0.5530,,2.7070,1.4150,2.0610,-0.2330,-0.6630,-0.5530,-0.1400,,,0.9570,,,,0.1010,-0.1970,,I,2.1250,2.1250,2520,3944
001109,12/31/2000,2000,INDL,C,D,STD,USD,12,,,3.9130,0.5340,6.3300,0.3270,0.6150,2.1160,0.1290,0.0000,0.2650,0.3940,,3.9620,1.3880,2.8710,0.0950,0.2650,0.3940,0.0500,,,1.6930,,,,0.0800,0.1040,,I,1.8750,1.8750,2520,3944
001109,12/31/2001,2001,INDL,C,D,STD,USD,12,,,3.9410,0.0870,6.3970,0.1010,0.4830,2.2310,0.1800,0.0000,-0.6120,-0.4320,,3.9930,1.7470,3.1900,-0.4560,-0.6120,-0.4320,-0.2100,,,1.4590,,,,0.0000,-0.1620,,I,0.8900,0.8900,2520,3944
001109,12/31/2002,2002,INDL,C,D,STD,USD,12,,,2.7920,0.3540,5.3640,0.0250,0.5630,3.2210,0.1230,0.0000,-1.2260,-1.1030,,2.5370,1.1520,2.3630,-1.3060,-1.2260,-1.1030,-0.5700,,,0.7960,,,,0.0000,-0.0190,,I,1.2500,1.2500,2520,3944
001109,12/31/2003,2003,INDL,C,D,STD,USD,12,12/31/2003,,3.0340,0.0920,5.3780,0.2230,0.8410,3.6130,0.3050,0.0000,-0.4520,-0.1470,,4.2880,0.9210,2.0250,-0.5240,-0.4520,-0.1470,-0.1600,,,1.0410,,,,0.0000,0.0000,,I,3.2100,3.2100,2520,3944
001109,12/31/2004,2004,INDL,C,D,STD,USD,12,12/31/2004,,5.1580,0.0880,7.9250,0.1000,0.7220,4.5690,0.2990,0.0000,-0.0030,0.2960,,5.0090,1.5440,2.8080,-0.0680,-0.0030,0.2960,-0.0200,,,2.4890,0.0590,0.0590,0.0000,0.0000,-0.0140,,I,3.8100,3.8100,2520,3944
001109,12/31/2005,2005,INDL,C,D,STD,USD,12,12/31/2005,,5.8160,0.1690,8.5640,0.2050,0.0590,5.1970,0.2950,0.0000,-0.0180,0.2770,,5.3070,2.0920,1.8280,-0.0210,-0.0180,0.2770,0.0000,,,2.7530,0.0100,0.0100,0.0000,0.0000,0.0000,,I,2.3300,2.3300,2520,3944
001109,12/31/2006,2006,INDL,C,D,STD,USD,12,12/31/2006,05/31/2007,4.2490,0.4690,6.7500,0.0910,0.3700,5.2320,0.3190,0.0000,-2.6290,-2.3100,,3.5120,1.5450,2.5830,-2.7150,-2.6290,-2.3100,-0.5200,,,1.9140,0.1040,0.1040,0.0000,0.0000,0.0000,,I,1.5307,1.5307,2520,3944
001109,12/31/2007,2007,INDL,C,D,STD,USD,12,12/31/2007,06/17/2008,7.5120,1.8120,10.0830,0.0670,0.0440,5.4510,0.1890,0.0000,-1.8660,-1.6770,,2.7600,2.1320,4.5970,1.2550,-1.8660,-1.6770,-0.3800,,,4.6640,0.1090,0.1090,0.0000,0.0000,0.0000,,I,0.9500,0.9500,2520,3944
001109,12/31/2008,2008,INDL,C,D,STD,USD,12,12/31/2008,06/09/2009,2.6150,1.4610,5.9130,0.0410,0.0180,5.9510,0.1460,0.0000,-3.4180,-3.2720,,1.8320,1.4110,3.1870,-3.9350,-3.4180,-3.2720,-0.6900,,,0.9750,0.0940,0.0940,0.0000,0.0000,0.0270,,I,0.6910,0.6910,2520,3944
001120,12/31/1980,1980,INDL,C,D,STD,USD,12,,,22.5990,3.5980,40.8600,4.2480,1.2920,2.3020,1.8680,0.4600,4.2690,6.1370,,11.0250,14.8060,14.4120,2.8160,4.2690,6.1370,,,,6.3460,,,,0.7550,1.3430,,I,5.6250,5.6250,2520,2250
001120,12/31/1981,1981,INDL,C,D,STD,USD,12,,,24.5210,2.4700,54.1550,14.9790,1.5920,2.3140,2.4390,0.4620,2.5230,4.9620,,10.8330,14.1900,22.8560,5.2570,2.5230,4.9620,,,,6.8430,,,,0.5660,0.5120,,I,5.8750,5.8750,2520,2250
001120,12/31/1982,1982,INDL,C,D,STD,USD,12,,,22.8030,2.2830,53.2040,2.2750,4.1650,2.3380,2.1950,0.4670,3.8780,6.0730,,11.0940,11.0560,20.5310,1.7290,3.8780,6.0730,,,,7.5040,,,,0.2120,1.3180,,I,8.5000,8.5000,2520,2250
001120,12/31/1983,1983,INDL,C,D,STD,USD,12,,,28.9580,3.6070,54.5410,1.7360,,2.2730,2.3930,0.5210,6.8830,9.2760,,16.1950,13.0810,18.2430,4.8110,6.8830,9.2760,,,,10.7860,,,,0.8390,2.8740,,I,16.0000,16.0000,2520,2250
001120,12/31/1984,1984,INDL,C,D,STD,USD,12,,,37.6790,3.2200,74.2490,1.9670,,2.2750,4.3810,0.6600,12.9310,17.3120,,28.9570,22.6550,32.8560,5.7410,12.9310,17.3120,,,,12.6740,,,,0.6530,5.0290,,I,15.8750,15.8750,2520,2250
001120,12/31/1985,1985,INDL,C,D,STD,USD,12,,,39.5110,2.5090,73.8620,2.3620,,2.2780,4.4850,0.7730,11.0350,15.5200,,29.8230,22.9480,27.9000,5.3120,11.0350,15.5200,,,,15.1570,,,,0.1200,4.5620,,I,22.5000,22.5000,2520,2250
001120,12/31/1986,1986,INDL,C,D,STD,USD,12,,,70.8710,5.9210,131.5940,3.5360,,4.6250,6.9910,0.9650,14.8840,21.8750,,46.6330,34.3320,80.1700,6.0360,14.8840,21.8750,,,,32.3720,,,,6.6440,5.3860,,I,13.5000,13.5000,2520,2250
001120,12/31/1987,1987,INDL,C,D,STD,USD,12,,,64.5740,4.4610,123.6270,6.4840,,4.6890,7.8320,1.1220,14.7410,22.5730,,50.3010,32.9620,66.9380,5.9610,14.7410,22.5730,,,,28.1870,,,,1.2770,4.5350,,I,9.7500,9.7500,2520,2250
001197,10/31/1980,1980,INDL,C,D,STD,USD,10,,,31.1870,1.7190,53.2250,2.7900,2.8470,5.0670,2.0530,0.0000,5.4240,7.4770,,19.2640,12.8020,12.5430,5.7180,5.4240,7.4770,,,,10.8780,,,,0.0000,2.7960,,I,4.1250,5.0000,2520,2253
001197,10/31/1981,1981,INDL,C,D,STD,USD,10,,,27.5880,2.9190,50.4360,3.2150,2.6100,5.0670,2.2640,0.0000,-3.7770,-1.5130,,9.3680,12.0590,12.3500,-2.5970,-3.7770,-1.5130,,,,10.5310,,,,0.0000,0.0000,,I,2.6250,2.3750,2520,2253
001197,10/31/1982,1982,INDL,C,D,STD,USD,10,,,23.3630,2.0600,45.6380,1.8030,0.6260,5.0670,2.1970,0.0000,-5.0210,-2.8240,,10.1180,10.4240,12.1180,-4.5660,-5.0210,-2.8240,,,,11.9210,,,,0.0000,0.0000,,I,2.7500,2.8750,2520,2253
001197,10/31/1983,1983,INDL,C,D,STD,USD,10,,,20.8380,2.3920,42.9000,2.5770,1.3150,5.0730,2.3250,0.0000,-1.1510,1.1740,,11.8500,9.1880,9.5570,-0.1930,-1.1510,1.1740,,,,9.9130,,,,0.0000,0.0000,,I,4.6250,4.0000,2520,2253
001197,10/31/1984,1984,INDL,C,D,STD,USD,10,,,23.4550,2.7240,45.2570,2.7450,0.7470,5.0760,2.5270,0.0000,-2.2690,0.2580,,13.2770,12.8060,13.8580,-1.9510,-2.2690,0.2580,,,,9.4870,,,,0.0000,0.0000,,I,2.7500,2.7500,2520,2253
001197,10/31/1985,1985,INDL,C,D,STD,USD,10,,,21.7320,1.9260,41.5500,0.4580,0.9850,5.0760,2.2330,0.0000,0.6830,2.9160,,16.7890,9.0460,10.0390,0.1120,0.6830,2.9160,,,,11.4210,,,,0.0000,0.0000,,I,3.3750,2.7500,2520,2253
001197,10/31/1986,1986,INDL,C,D,STD,USD,10,,,21.0110,3.0160,39.2000,1.7500,1.1850,5.1030,2.1630,0.0000,-1.2240,0.9390,,16.3230,13.0010,10.0180,-2.4030,-1.2240,0.9390,,,,6.4150,,,,0.0000,0.0000,,I,4.3750,3.1250,2520,2253
001197,10/31/1987,1987,INDL,C,D,STD,USD,10,,,18.8900,2.8800,32.7790,0.8410,0.6690,5.1500,1.8730,0.0000,-2.7540,-0.8810,,19.3200,13.3400,9.8500,-6.3790,-2.7540,-0.8810,,,,4.5320,,,,0.0000,0.0000,,I,2.0000,2.3750,2520,2253
001197,10/31/1988,1988,INDL,C,D,STD,USD,10,,,22.8580,3.0940,34.0550,1.3580,0.6960,5.1500,1.7540,0.0000,1.2620,3.0160,,26.3650,18.3000,10.2610,0.8650,1.2620,3.0160,,,,3.4060,,,,0.0000,0.0000,,I,3.7500,4.1250,2520,2253
001197,10/31/1989,1989,INDL,C,D,STD,USD,10,,,18.2090,2.2410,29.4770,1.9540,0.6440,5.1500,1.6760,0.0000,-4.7930,-3.1170,,21.4750,15.6340,11.1750,-5.4920,-4.7930,-3.1170,,,,1.1720,,,,0.0000,0.0000,,I,2.2500,2.8750,2520,2253
001197,10/31/1990,1990,INDL,C,D,STD,USD,10,,,15.7530,0.9640,26.5750,2.1210,0.5730,5.1500,1.6240,0.0000,1.5830,3.2070,,26.1730,13.2100,5.8410,2.4320,1.5830,3.2070,,,,1.0810,,,,0.0000,0.0000,,I,3.1250,3.2500,2520,2253
001197,10/31/1991,1991,INDL,C,D,STD,USD,10,,,20.4380,1.5020,33.9330,4.5490,3.6230,5.3070,1.6600,0.0000,6.0530,7.7130,,32.9830,14.7540,6.6190,6.0190,6.0530,7.7130,,,,0.6930,,,,0.0000,0.0000,,I,18.6250,16.6250,2520,2253
001197,10/31/1992,1992,INDL,C,D,STD,USD,10,,,18.2900,1.7450,38.0840,8.3820,0.3200,5.3200,2.0820,0.0000,1.0040,3.0860,,30.0280,16.7940,9.7120,1.0140,1.0040,3.0860,,,,0.1130,,,,0.0000,0.0000,,I,7.2500,5.5000,2520,2253
001197,10/31/1993,1993,INDL,C,D,STD,USD,10,,,17.6630,3.0010,39.1920,1.9580,0.3410,5.3410,2.8720,0.0000,-5.3300,-2.4580,,26.7670,13.5000,15.4930,-4.7510,-5.3300,-2.4580,-1.0700,,,3.0240,,,,0.0000,0.0000,,I,3.7500,5.5000,2520,2253
001235,12/31/1980,1980,INDL,C,D,STD,USD,12,,,14.3280,1.2630,21.2770,0.3710,0.7680,1.3430,1.0410,0.0670,1.2680,2.3090,,6.1020,7.4340,8.4900,0.4060,1.2680,2.3090,,,,5.2900,,,,0.0740,0.0880,,I,3.8750,3.8750,2520,2250
001235,12/31/1981,1981,INDL,C,D,STD,USD,12,,,16.2560,1.4080,23.2170,0.9820,0.7140,1.3460,1.0200,0.0670,1.7480,2.7680,,6.7730,9.3290,9.9110,0.5780,1.7480,2.7680,,,,5.5420,,,,0.0200,0.0750,,I,4.5000,4.5000,2520,2250
001235,12/31/1982,1982,INDL,C,D,STD,USD,12,,,17.6830,0.6380,25.0780,2.5460,,1.3460,1.0310,0.1340,3.5290,4.5600,,8.5630,8.8420,11.8400,0.0680,3.5290,4.5600,,,,7.0620,,,,0.0280,1.1580,,I,7.0000,7.0000,2520,2250
001235,12/31/1983,1983,INDL,C,D,STD,USD,12,,,24.1820,1.9990,34.3490,2.0050,,1.8550,0.6190,0.2810,3.7860,4.4050,,8.8710,11.0920,10.6010,3.0300,3.7860,4.4050,,,,7.7590,,,,0.7980,1.3070,,I,13.5000,13.5000,2520,2250
001235,12/31/1984,1984,INDL,C,D,STD,USD,12,,,19.3450,1.1000,32.3020,2.7280,,1.8590,0.6940,0.2790,0.7700,1.4640,,6.9500,10.4590,8.1790,0.6400,0.7700,1.4640,,,,7.7200,,,,0.0020,0.1260,,I,7.1250,7.1250,2520,2250
001235,12/31/1985,1985,INDL,C,D,STD,USD,12,,,20.2900,1.8480,32.7640,2.6890,,1.8610,0.7730,0.0000,-2.1160,-1.3430,,5.0870,11.4060,10.4660,-1.8330,-2.1160,-1.3430,,,,7.2800,,,,0.0010,-0.4920,,I,6.5000,6.5000,2520,2250
001235,12/31/1986,1986,INDL,C,D,STD,USD,12,,,22.6600,2.4140,36.2210,1.0490,,1.8610,0.8300,0.0000,0.6200,1.4500,,7.3290,13.7340,13.0250,0.8980,0.6200,1.4500,0.3400,,,7.4870,,,,0.0160,0.0170,,I,7.0000,7.0000,2520,2250
001235,12/31/1987,1987,INDL,C,D,STD,USD,12,,,21.7280,1.7530,34.7210,1.5220,,1.8620,0.9020,0.0000,1.3590,2.2610,,8.9900,11.2870,12.1120,-0.5940,1.3590,2.2610,0.5300,,,8.4580,,,,0.0000,0.0020,,I,6.5000,6.5000,2520,2250
001235,12/31/1988,1988,INDL,C,D,STD,USD,12,,,17.0570,1.1900,28.4290,1.6280,0.6410,1.8150,1.2590,0.0000,0.0950,1.3540,,9.3140,10.0090,8.6270,-2.4670,0.0950,1.3540,-0.3500,,,6.2710,,,,0.0000,-0.6950,,I,7.2500,7.2500,2520,2250
001235,12/31/1989,1989,INDL,C,D,STD,USD,12,,,17.6120,1.8290,29.5450,1.6500,0.7590,1.8150,1.1020,0.0000,2.8760,3.9780,,10.0180,9.0920,8.0930,1.6500,2.8760,3.9780,0.9100,,,7.5680,,,,0.0000,0.3790,,I,6.6250,6.6250,2520,2250
001235,12/31/1990,1990,INDL,C,D,STD,USD,12,,,15.8520,1.3610,28.6640,2.3790,1.4910,1.8180,1.2750,0.0000,2.2320,3.5070,,9.5610,9.2750,5.7840,1.4080,2.2320,3.5070,0.8800,,,4.9530,,,,0.0360,0.3020,,I,8.1250,8.1250,2520,2250
001235,12/31/1991,1991,INDL,C,D,STD,USD,12,,,16.8520,0.9540,29.7670,1.4770,1.5500,1.8180,1.4830,0.0000,1.8830,3.3660,,9.7290,10.3380,5.4780,1.4090,1.8830,3.3660,0.7700,,,4.8660,,,,0.0000,0.6650,,I,6.1250,6.1250,2520,2250
001235,12/31/1992,1992,INDL,C,D,STD,USD,12,,,18.2200,1.0110,30.5860,1.3260,1.5840,1.8230,1.6140,0.0000,2.0510,3.6650,,11.8010,10.7630,4.6990,1.5680,2.0510,3.6650,0.7400,,,5.0300,,,,0.0000,0.7270,,I,7.8750,7.8750,2520,2250
001235,12/31/1993,1993,INDL,C,D,STD,USD,12,,,22.9610,2.7640,35.2240,1.7190,0.9600,1.8390,1.6880,0.0000,2.4400,4.1280,,15.1660,14.1490,8.2430,0.9840,2.4400,4.1280,0.9100,,,7.3160,,,,0.0000,0.4510,,I,10.3750,10.3750,2520,2250
001235,12/31/1994,1994,INDL,C,D,STD,USD,12,,,25.4020,2.5870,37.7300,1.9190,0.1040,1.8630,1.7370,0.0000,3.2470,4.9840,,15.9920,17.2650,8.6370,1.9460,3.2470,4.9840,1.0500,,,7.5840,,,,0.0000,1.2040,,I,11.1250,11.1250,2520,2250
001235,12/31/1995,1995,INDL,C,D,STD,USD,12,,,25.9240,2.7740,49.3300,1.6100,0.0560,1.8670,2.3040,0.0000,-1.0970,1.2070,,14.3470,15.1580,21.8620,-1.6560,-1.0970,1.2070,-0.8400,,,9.8500,,,,0.0000,-0.8140,,I,7.6250,7.6250,2520,2250
001235,12/31/1996,1996,INDL,C,D,STD,USD,12,,,23.1050,1.9000,45.1990,1.5260,0.2940,1.8670,2.3520,0.0000,1.7990,4.1510,,17.5430,12.3430,17.4110,0.3200,1.7990,4.1510,0.1700,,,9.7130,,,,0.1690,0.1840,,I,5.8750,5.8750,2520,2250
001235,12/31/1997,1997,INDL,C,D,STD,USD,12,,,22.3820,3.1180,43.6190,1.8690,2.4160,1.8670,2.4210,0.0000,0.4130,2.8340,,14.6430,11.3090,16.2080,-0.3770,0.4130,2.8340,-0.2000,,,7.8230,,,,0.0000,-0.2140,,I,4.6250,4.6250,2520,2250
001235,12/31/1998,1998,INDL,C,D,STD,USD,12,,,21.5710,2.9890,46.7790,4.7970,0.0150,2.3610,2.3790,0.1180,9.1890,11.5680,,24.5340,13.6220,17.1300,4.9830,9.1890,11.5680,1.9800,,,6.4260,,,,0.4590,3.2820,,I,25.3750,25.3750,2520,2250
001251,12/31/1980,1980,INDL,C,D,STD,USD,12,,,6.0860,3.0060,10.7890,0.0720,0.0860,0.8740,0.6970,0.0000,-1.3810,-0.6840,,4.5770,4.2510,12.5740,-2.7880,-1.3810,-0.6840,,,,1.6930,,,,0.0000,0.0000,,I,0.3750,0.3750,2520,2273
001251,12/31/1981,1981,INDL,C,D,STD,USD,12,,,5.2960,3.2450,9.4780,0.1100,0.0510,0.8740,0.5610,0.0000,0.4400,1.0010,,4.9060,4.1700,11.6320,-0.3690,0.4400,1.0010,,,,1.0300,,,,0.0000,0.0000,,I,0.3750,0.3750,2520,2273
001251,12/31/1982,1982,INDL,C,D,STD,USD,12,,,4.9780,3.3410,8.7860,0.1390,0.1580,0.8600,0.5130,0.0000,0.6220,1.1350,,4.7550,3.7180,11.3250,-0.3580,0.6220,1.1350,,,,1.0400,,,,0.0000,0.0000,,I,,,2520,2273
001251,12/31/1983,1983,INDL,C,D,STD,USD,12,,,4.8220,2.9950,8.2080,0.2370,0.3690,0.8540,0.4670,0.0000,1.6920,2.1590,,5.9890,3.7410,7.3230,2.9350,1.6920,2.1590,,,,0.6380,,,,0.0000,0.2820,,I,,,2520,2273
001251,12/31/1984,1984,INDL,C,D,STD,USD,12,,,3.9690,1.8110,7.0010,0.0580,0.0370,0.8540,0.3830,0.0000,0.8420,1.2250,,4.5370,3.0660,6.3720,-0.2560,0.8420,1.2250,,,,0.7350,,,,0.0000,0.0000,,I,,,2520,2273
001251,12/31/1985,1985,INDL,C,D,STD,USD,12,,,3.7450,2.3640,6.3540,0.0310,0.0430,0.8540,0.3360,0.0000,0.3320,0.6680,,3.3190,2.5320,6.1750,-0.4500,0.3320,0.6680,,,,1.0650,,,,0.0000,0.0000,,I,,,2520,2273
001278,12/31/1980,1980,INDL,C,D,STD,USD,12,,,674.9270,134.6460,1361.3280,36.1190,18.2030,7.3100,19.4030,26.3310,65.9670,85.3700,,248.7290,337.2630,854.6810,45.8950,65.9670,85.3700,,,,294.7840,,,,26.0360,13.1530,,I,42.5000,42.5000,2520,2390
001278,12/31/1981,1981,INDL,C,D,STD,USD,12,,,1400.4810,269.6790,2429.4130,57.9010,25.0410,10.8330,41.1180,26.0150,131.2450,172.3630,,570.6810,757.7920,1612.1470,81.0000,131.2450,172.3630,,,,560.9700,,,,16.0810,23.8590,,I,33.3750,33.3750,2520,2390
001278,12/31/1982,1982,INDL,C,D,STD,USD,12,,,1040.9400,245.0800,2081.1200,74.0210,34.6590,11.2690,70.9740,60.0680,134.1540,205.1280,,806.7280,565.4440,1351.2810,47.2580,134.1540,205.1280,,,,394.6070,,,,15.9470,5.5510,,I,27.8750,27.8750,2520,2390
