gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,fyr,fdate,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvpd,dvt,ebit,ebitda,gld,gleps,glp,gp,icapt,invt,lt,opeps,opiti,revt,seq,teq,tii,txdba,txdbca,txdbcl,txdi,txp,txt,uopi,costat,ggroup,sic,spcindcd,spcseccd
006497,06/30/2002,2002,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,,0.0000,17.1200,1.8540,20.3260,1.0530,,3.7010,0.0000,,1.7790,8.2720,8.8490,,,,16.1160,14.7630,6.3800,5.5630,1.3600,,37.5360,14.7630,,,,,,-0.3290,0.5060,3.1600,,A,2520,3651,220,925
006497,06/30/2003,2003,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,,0.0000,18.8270,2.7940,23.2230,1.5570,,3.6720,0.0000,,1.9150,7.4430,8.0280,,,,15.1880,17.3040,7.3340,5.9190,1.2300,,34.5580,17.3040,,,,,,0.0240,0.0680,2.9200,,A,2520,3651,220,925
006497,06/30/2004,2004,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,,0.0000,20.2870,1.0500,25.6800,2.1110,,3.7690,0.0000,,1.9600,8.9440,9.6050,,,,17.6950,21.0900,7.3160,4.5900,1.4500,,41.5650,21.0900,,,,,,0.1410,0.1860,3.5170,,A,2520,3651,220,925
006497,06/30/2005,2005,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,,0.0000,23.5660,3.0120,29.2410,5.2190,,3.7120,0.0000,,1.9270,7.3310,8.3750,,,,16.9190,22.1210,7.5960,7.1200,1.2100,,41.0920,22.1210,,,0.3160,0.8590,0.0000,-0.1110,0.6930,2.9020,,A,2520,3651,220,925
006497,06/30/2006,2006,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/12/2006,0.0000,25.2730,1.8700,31.4420,6.1460,6.2220,3.7110,0.0000,,5.6480,10.0740,11.0290,,,,21.0930,21.1740,10.5220,10.2680,1.6800,,51.2340,21.1740,,,0.6730,1.3650,0.0000,-0.4720,0.9280,4.0210,,A,2520,3651,220,925
006497,06/30/2007,2007,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/24/2007,0.0000,23.8700,1.3710,29.1740,4.1880,5.1570,3.6880,0.0000,,1.9150,8.1760,9.1500,,,,19.2160,23.9300,9.9230,5.2440,1.4000,,46.5270,23.9300,,,0.4240,1.1250,0.0000,0.4900,0.0000,3.1880,,A,2520,3651,220,925
006497,06/30/2008,2008,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/29/2008,0.0000,24.1350,2.9510,29.9770,3.3230,4.4940,3.6840,0.0000,,5.5960,7.2910,8.2530,,,,19.0450,23.2170,9.3740,6.7600,1.2800,,47.2350,23.2170,23.2170,,1.0670,0.7840,0.0000,-0.3020,0.3480,2.9160,,A,2520,3651,220,925
006497,06/30/2009,2009,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,08/27/2009,0.0000,16.4050,3.1230,29.6260,1.4990,-0.2570,3.6930,0.0000,,1.9200,8.3670,9.0950,,,,19.4860,17.1380,8.7090,12.4880,1.4300,,41.9260,17.1380,17.1380,,6.3110,1.3860,0.0000,-2.7550,4.4040,-0.0760,,A,2520,3651,220,925
006497,06/30/2010,2010,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/21/2010,0.0000,15.1230,4.7940,25.7500,0.1250,-3.5720,7.3830,1.2500,,1.8090,6.9980,7.6330,,,,17.5040,13.4420,8.4570,13.5580,0.4900,,40.5990,12.1920,12.1920,,2.5280,1.1440,0.0000,4.0250,0.0000,-1.8130,,A,2520,3651,220,925
006497,06/30/2011,2011,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/12/2011,0.0000,15.6230,3.6420,27.4050,0.1610,4.3730,7.3830,1.4000,,1.7720,5.4250,5.9900,,,,17.4210,16.8460,7.8670,11.9590,0.4100,,41.5180,15.4460,15.4460,,1.6330,1.0290,0.0000,1.2700,0.6000,1.9440,,A,2520,3651,220,925
006497,06/30/2012,2012,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/11/2012,0.0000,16.1230,4.6050,28.7490,0.0500,2.9400,7.3830,0.0000,,1.7720,2.4170,3.2610,,,,15.3760,17.0950,9.3960,11.6540,0.2300,,37.8660,17.0950,17.0950,,1.3570,0.9630,0.0000,0.3410,1.1460,1.1010,,A,2520,3651,220,925
006497,06/30/2013,2013,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/06/2013,0.0000,25.1830,2.6860,35.2270,0.8600,5.4280,7.3830,0.0000,,1.7720,0.0550,2.4540,,,,15.4080,21.3900,10.5010,13.8370,0.0700,,35.7650,21.3900,21.3900,,0.4200,1.1710,0.0000,0.7290,2.7330,2.2700,,A,2520,3651,220,925
006497,06/30/2014,2014,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/17/2014,0.0000,15.9490,2.4650,24.3900,1.9000,-5.5540,7.3830,0.0000,,1.3290,-4.4450,-3.3450,,,,7.1240,15.2400,7.0550,9.1500,-0.2600,,23.8410,15.2400,15.2400,,1.6230,2.5760,0.0000,-2.6080,0.1750,-4.4010,,A,2520,3651,220,925
006497,06/30/2015,2015,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/09/2015,0.0000,13.6060,2.1720,22.4270,1.0000,0.4830,7.3830,0.0000,,0.0000,0.5440,1.1040,,,,9.0090,16.3530,7.1820,6.0740,0.0700,,24.2300,16.3530,16.3530,,1.8690,2.0450,0.0000,0.2850,0.0000,0.0170,,A,2520,3651,220,925
006497,06/30/2016,2016,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/07/2016,0.0000,13.7260,1.9670,24.1200,0.7350,1.3890,7.3830,0.0000,,0.0000,0.9830,1.4700,,,,9.4290,18.1860,8.5950,5.9340,0.0700,,26.0010,18.1860,18.1860,,3.2130,0.0000,0.0000,0.7020,0.0000,0.8740,,A,2520,3651,220,925
006497,06/30/2017,2017,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/05/2017,0.0000,12.9480,2.2430,23.4240,0.4320,-0.9640,7.3830,0.0000,,0.0000,-0.7040,-0.2000,,,,7.4000,17.5720,8.3450,5.8520,-0.1200,,24.0540,17.5720,17.5720,,3.0420,0.0000,0.0000,0.1710,0.0000,0.1910,,A,2520,3651,220,925
006497,06/30/2018,2018,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/14/2018,0.0000,12.1690,1.4290,19.6760,1.0810,-3.3860,7.3830,0.0000,,0.0000,-0.3570,0.1690,,,,7.1080,14.5180,6.1390,5.1580,-0.0500,,23.5150,14.5180,14.5180,,0.0000,0.0000,0.0000,3.0430,0.0000,3.0430,,A,2520,3651,220,925
006497,06/30/2019,2019,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/17/2019,0.0000,12.9140,1.4360,23.2350,2.2280,0.4340,7.4010,2.5820,,0.0000,0.4340,0.8640,,,,7.2500,17.6540,6.8510,8.1630,0.0600,,21.8420,15.0720,15.0720,,0.0130,0.0000,0.0000,-0.0130,0.0000,-0.0260,,A,2520,3651,220,925
006497,06/30/2020,2020,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,09/08/2020,0.0000,12.1380,0.8270,22.5800,3.9990,-0.4660,7.4050,2.3050,,0.0000,-0.4840,-0.1530,,,,5.9940,17.4610,5.5400,7.4240,-0.0600,,18.3120,15.1560,15.1560,,0.0000,0.0000,0.0000,0.0130,0.0000,0.0020,,A,2520,3651,220,925
006497,06/30/2021,2021,INDL,C,D,STD,KOSS,KOSS CORP,USD,6,08/31/2021,0.0000,15.5490,0.3980,26.3240,6.9500,0.4940,7.8650,2.0170,,0.0000,-0.3910,-0.0880,,,,7.0350,21.5920,5.9020,6.7490,0.0100,,19.5460,19.5750,19.5750,,0.0000,0.0000,0.0000,0.0000,0.0050,0.0040,,A,2520,3651,220,925
006543,04/30/2000,1999,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,,692.3690,90.3920,1218.2970,,,54.4880,236.0940,,17.4470,144.3000,174.6420,,,,463.6040,899.1860,245.8030,555.2050,1.6100,,1717.4200,663.0920,,,0.0000,22.3740,0.0000,-3.8400,5.0020,52.6990,,A,2520,2510,315,976
006543,04/30/2001,2000,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,,708.7760,92.8300,1222.5030,23.5650,,60.5500,199.4190,,21.1890,131.9940,177.6910,,,,560.0940,894.5650,257.8870,527.3570,1.1900,,2256.1970,695.1460,,,0.0000,26.1680,0.0000,-7.7340,11.4900,43.7080,,A,2520,2510,315,976
006543,04/30/2002,2001,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,-5.6640,671.6920,68.4970,1160.7760,26.7710,,60.7390,139.3860,,21.8860,130.5890,174.5770,0.0000,0.0000,-11.6890,572.8060,852.9080,208.6570,447.2540,1.2500,,2153.9520,713.5220,,,0.0000,35.0350,0.0000,-7.4150,18.3790,27.1850,,A,2520,2510,315,976
006543,04/30/2003,2002,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,-3.7970,679.4940,78.9310,1123.0660,28.8170,,57.1200,222.3710,,22.9410,162.8740,193.5690,,,,525.2640,832.3100,252.5370,513.1270,1.6800,,2111.8300,609.9390,,,0.0000,37.7340,0.0000,5.8010,6.9650,58.8990,,A,2520,2510,315,976
006543,04/30/2004,2003,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,1.1290,653.6740,93.2980,1047.4960,33.8820,,53.5080,181.8070,,21.5140,111.5200,140.6320,,,,482.5920,704.1350,250.5680,525.1680,1.2200,,1998.8760,522.3280,522.3280,,0.0000,37.9690,0.0000,-13.2750,16.3300,19.7600,,A,2520,2510,315,976
006543,04/30/2005,2004,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,-10.6330,638.3650,82.7920,1026.3570,37.7050,25.4230,52.0820,213.5490,,22.8680,74.3450,102.6740,0.0600,0.0600,4.6000,509.7660,740.8350,260.5560,499.0710,0.7500,,2048.3810,527.2860,527.2860,,0.0000,22.7790,0.0000,8.5830,1.7880,20.2840,,A,2520,2510,315,976
006543,04/30/2006,2005,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,,4.4330,584.5590,85.5610,971.1740,24.0890,12.0250,51.8010,173.3680,,22.9230,46.8640,76.0980,0.0200,0.0200,1.6000,488.0460,683.7130,238.8260,460.8290,0.4400,,1916.7770,510.3450,510.3450,,0.0000,27.2760,0.0000,-4.1250,0.0000,12.4740,,A,2520,2510,315,976
006543,04/30/2007,2006,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,07/10/2007,1.7920,540.7980,68.0890,878.6910,51.7210,6.4450,51.4750,111.7140,,24.8860,28.8880,56.0920,0.2000,0.2000,16.1000,456.6300,597.0620,197.7900,393.3430,0.3500,,1617.3020,485.3480,485.3480,,15.3800,17.2830,0.0000,-10.5680,9.8200,10.0900,,A,2520,2510,315,976
006543,04/30/2008,2007,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/26/2008,-0.4350,427.4880,56.4210,768.8700,14.9820,-15.7640,51.4080,99.5780,,20.7460,-2.4850,22.2110,0.0000,0.0000,-0.3000,423.9810,550.1740,178.3610,318.2740,0.0900,,1450.9410,450.5960,450.5960,,26.9220,12.3980,0.0000,-6.2300,2.6690,-6.9540,,A,2520,2510,315,976
006543,04/30/2009,2008,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/22/2009,-22.4590,347.7800,41.5710,552.5450,17.3640,-143.3710,51.4600,52.1480,,5.1770,-26.4260,-2.6770,,,,372.3340,357.8810,140.1780,246.8120,-1.5000,,1226.6740,305.7330,305.7330,,0.0000,0.7950,0.0000,38.4510,0.0000,24.3300,,A,2520,2510,315,976
006543,04/30/2010,2009,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/18/2010,-20.2510,428.1100,54.7180,608.8180,108.4210,34.8460,51.5330,46.9170,,0.0000,45.3770,70.6230,,,,402.1140,393.1570,134.1870,262.5780,0.6700,,1179.2120,342.0990,346.2400,,0.4580,2.3050,0.0000,-2.6930,0.0000,12.6700,,A,2520,2510,315,976
006543,04/30/2011,2010,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/23/2011,-18.8040,432.2230,49.5370,593.4550,115.2620,25.5270,51.8490,29.9370,,0.0000,30.8670,55.1690,,,,378.4830,394.0770,138.4440,229.3150,0.5500,,1187.1430,361.3160,364.1400,,2.8830,0.0000,0.0000,-0.1200,0.0000,8.5930,,A,2520,2510,315,976
006543,04/30/2012,2011,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/22/2012,-31.2810,500.0000,56.6300,685.7390,152.3700,75.4890,51.9440,7.9310,,0.0000,48.5060,71.9920,0.0100,0.0100,1.1250,403.3430,455.7460,143.7870,237.9240,0.7700,,1231.6760,441.9040,447.8150,,33.6490,19.0810,0.0000,-42.1460,0.0000,-22.0510,,A,2520,2510,315,976
006543,04/30/2013,2012,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/25/2013,-35.4960,500.8800,50.5420,720.3710,131.0850,42.1740,52.3510,7.5760,,4.2360,67.6270,87.4270,,,,444.7390,499.5440,146.3430,228.4030,0.9100,,1332.5250,484.8280,491.9680,,30.5720,20.6400,0.0000,3.1980,0.0000,23.5280,,A,2520,2510,315,976
006543,04/30/2014,2013,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/23/2014,-31.3800,522.6730,56.1770,771.2950,149.6610,59.1720,52.3860,0.2770,,10.5140,94.1350,113.4350,,,,488.5930,529.9950,147.0090,241.5770,1.1800,,1357.3180,521.8860,529.7180,,32.4300,15.0370,0.0000,-0.0320,0.0000,31.3830,,A,2520,2510,315,976
006543,04/30/2015,2014,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/17/2015,-32.1390,476.4510,46.1680,774.6040,98.3020,70.0140,51.7670,0.4330,,14.5130,102.7940,122.0940,,,,523.5530,533.5330,156.7890,241.5040,1.2900,,1425.3950,524.1460,533.1000,,35.0720,11.2550,0.0000,1.2130,0.0000,36.9540,,A,2520,2510,315,976
006543,04/30/2016,2015,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/24/2016,-34.0000,481.9720,44.6610,800.0290,112.3580,77.3910,50.1940,0.5130,,18.1410,122.9680,146.2680,,,,605.4080,557.7250,175.5890,242.8170,1.5800,,1525.3980,547.1420,557.2120,,41.6830,0.0000,0.0000,4.5820,0.0000,44.0800,,A,2520,2510,315,976
006543,04/30/2017,2016,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/27/2017,-32.8830,517.4220,51.2820,888.8550,141.8600,87.0390,48.9630,0.2960,,20.6550,130.5810,156.4440,,,,632.4050,601.4010,175.1140,287.7500,1.7500,,1520.0600,589.9190,601.1050,,40.1310,0.0000,0.0000,0.5680,0.0000,43.7560,,A,2520,2510,315,976
006543,04/30/2018,2017,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,07/02/2018,-25.1990,518.2180,62.4030,892.9670,134.5150,88.5500,47.6210,0.1990,,22.0090,134.6060,163.0650,,,,651.2060,625.4150,184.8410,267.7510,1.9000,,1583.9470,612.1810,625.2160,,21.2650,0.0000,0.0000,17.3830,0.0000,47.2950,,A,2520,2510,315,976
006543,04/30/2019,2018,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/26/2019,-3.4620,541.1180,65.3650,1059.7900,129.8190,91.9480,46.8280,0.0190,,23.5460,132.4740,160.9190,,,,729.7150,696.9950,196.8990,362.8140,2.1200,,1745.4010,682.5080,696.9760,,20.6700,0.0000,0.0000,-3.5610,0.0000,25.1860,,A,2520,2510,315,976
006543,04/30/2020,2019,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/25/2020,-6.9520,626.3260,55.5110,1434.8890,261.5530,74.5260,46.3990,270.1620,,25.2060,141.2650,172.2830,0.1400,0.1400,9.7450,757.8490,986.4680,181.6430,718.5830,2.2400,,1703.9820,700.7530,716.3060,,20.8390,0.0000,0.0000,0.2370,0.0000,36.1890,,A,2520,2510,315,976
006543,04/30/2021,2020,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,4,06/16/2021,-1.5210,926.1600,94.1520,1786.3220,391.2130,111.8920,45.9830,295.0230,,16.6460,140.5690,173.2950,,,,774.2390,1077.1690,226.1370,1004.1760,2.2900,,1734.2440,773.4980,782.1460,,11.9150,0.0000,0.0000,9.1310,0.0000,38.3840,,A,2520,2510,315,976
006649,12/31/2000,2000,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,,,1405.3000,179.4000,3373.2000,37.3000,,198.9870,988.4000,,82.2000,486.6000,659.9000,,,,1227.0000,2782.2000,671.8000,1579.4000,1.3500,,4276.3000,1793.8000,,,0.0000,13.2000,0.0000,13.1000,13.8000,154.5000,,A,2520,2510,315,976
006649,12/31/2001,2001,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,,-55.8000,1421.9000,162.4000,3412.9000,187.2000,,199.4570,977.6000,,94.9000,361.8000,558.4000,,,,1148.7000,2844.2000,601.3000,1546.3000,1.0000,,4113.8000,1866.6000,,,0.0000,25.0000,0.0000,-19.6000,11.5000,109.7000,,A,2520,2510,315,976
006649,12/31/2002,2002,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,,-39.0000,1488.0000,181.9000,3501.1000,225.0000,,198.9710,808.6000,,98.5000,418.9000,583.5000,,,,977.7000,2785.5000,625.7000,1524.2000,1.2200,,4271.8000,1976.9000,,,0.0000,20.6000,0.0000,17.7000,5.5000,130.4000,,A,2520,2510,315,976
006649,12/31/2003,2003,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,,34.4000,1819.4000,195.2000,3889.7000,443.9000,,196.5480,1012.2000,,104.9000,353.4000,520.4000,,,,930.3000,3126.2000,628.3000,1775.7000,1.0400,,4388.2000,2114.0000,,,0.0000,17.0000,0.0000,15.9000,0.0000,109.2000,,A,2520,2510,315,976
006649,12/31/2004,2004,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,,82.3000,2064.8000,224.4000,4197.2000,491.3000,333.3000,195.7000,779.4000,,112.2000,447.2000,613.9000,0.0500,0.0500,16.3000,1082.5000,3092.5000,705.7000,1884.1000,1.4200,,5085.5000,2313.1000,2313.1000,,0.0000,14.4000,0.0000,3.4000,0.0000,137.2000,,A,2520,2510,315,976
006649,12/31/2005,2005,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,,66.3000,1763.3000,254.2000,4052.6000,64.9000,235.3000,192.6370,921.6000,,119.7000,447.8000,608.6000,0.0100,0.0100,3.5000,1077.4000,3170.6000,767.1000,1803.6000,1.4900,,5299.3000,2249.0000,2249.0000,,0.0000,23.8000,0.0000,-35.6000,0.0000,104.9000,,A,2520,2510,315,976
006649,12/31/2006,2006,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/03/2007,75.6000,1894.1000,259.0000,4265.3000,131.9000,329.4000,186.0540,1060.0000,,122.7000,489.9000,646.5000,0.0300,0.0300,7.6000,1136.0000,3411.1000,826.3000,1914.2000,1.5600,,5505.4000,2351.1000,2351.1000,,11.3000,22.0000,3.7000,5.3000,0.0000,134.5000,,A,2520,2510,315,976
006649,12/31/2007,2007,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/05/2008,193.5000,1834.4000,227.6000,4072.5000,205.4000,106.7000,179.3670,1000.6000,,137.2000,341.8000,498.7000,0.0300,0.0300,8.9000,939.3000,3133.3000,599.2000,1939.8000,1.0000,,4306.4000,2132.7000,2132.7000,,9.4000,55.1000,1.8000,-6.4000,0.0000,77.4000,,A,2520,2510,315,976
006649,12/31/2008,2008,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/02/2009,11.4000,1306.8000,175.3000,3161.9000,164.7000,-77.7000,167.9520,851.2000,,165.1000,255.3000,371.2000,0.0400,0.0400,10.4000,794.4000,2522.1000,495.0000,1491.0000,0.8100,,4076.1000,1653.0000,1653.0000,,10.6000,27.2000,1.7000,2.9000,0.0000,65.1000,,A,2520,2510,315,976
006649,12/31/2009,2009,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/01/2010,104.8000,1213.6000,199.4000,3061.2000,260.5000,205.2000,159.3310,789.3000,,160.6000,246.0000,355.6000,0.0000,0.0000,-0.3000,718.6000,2364.8000,409.1000,1485.7000,0.8600,,3055.1000,1554.0000,1575.5000,,14.2000,17.7000,2.5000,39.9000,0.0000,77.3000,,A,2520,2510,315,976
006649,12/31/2010,2010,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,02/26/2011,101.8000,1219.1000,226.4000,3001.0000,244.5000,173.6000,151.2250,762.2000,,160.2000,281.9000,384.9000,,,,739.2000,2286.6000,435.3000,1476.6000,1.1400,,3359.1000,1507.3000,1524.4000,,10.7000,11.9000,1.6000,27.3000,0.0000,71.9000,,A,2520,2510,315,976
006649,12/31/2011,2011,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,02/25/2012,65.2000,1224.0000,256.6000,2915.1000,236.3000,116.7000,145.4120,833.3000,,159.2000,267.9000,366.0000,0.0000,0.0000,0.1000,748.1000,2141.0000,441.0000,1607.4000,1.2000,,3636.0000,1297.2000,1307.7000,,11.0000,13.0000,1.4000,-1.1000,0.0000,49.8000,,A,2520,2510,315,976
006649,12/31/2012,2012,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/01/2013,71.0000,1339.1000,285.4000,3254.9000,359.1000,254.0000,144.3010,853.9000,,166.0000,341.9000,432.3000,0.0100,0.0100,1.8000,812.7000,2296.1000,489.0000,1812.7000,1.5100,,3720.8000,1434.5000,1442.2000,,50.2000,12.8000,1.3000,-21.9000,0.0000,56.3000,,A,2520,2510,315,976
006649,12/31/2013,2013,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/11/2014,94.5000,1281.7000,339.3000,3108.1000,272.7000,220.8000,145.2000,688.4000,,170.5000,326.4000,442.5000,0.0000,0.0000,0.3000,837.3000,2087.6000,495.9000,1708.9000,1.5700,,3746.0000,1391.3000,1399.2000,,46.9000,12.1000,1.6000,-38.5000,0.0000,55.0000,,A,2520,2510,315,976
006649,12/31/2014,2014,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/02/2015,-2.6000,1429.6000,369.8000,3140.6000,332.8000,0.9000,141.4000,766.7000,,173.1000,321.1000,430.7000,0.0000,0.0000,0.1000,880.3000,1921.6000,481.6000,1985.7000,1.8100,,3782.3000,1146.5000,1154.9000,,36.5000,42.3000,1.3000,-1.2000,0.0000,70.3000,,A,2520,2510,315,976
006649,12/31/2015,2015,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,02/28/2016,-91.1000,1311.2000,307.2000,2967.6000,253.2000,236.6000,140.9000,945.4000,,177.2000,485.5000,589.8000,-0.0100,-0.0100,-2.4000,1006.7000,2043.1000,504.6000,1869.9000,2.4100,,3917.2000,1085.6000,1097.7000,,33.3000,0.0000,0.0000,11.1000,0.0000,121.8000,,A,2520,2510,315,976
006649,12/31/2016,2016,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,02/24/2017,-113.6000,1324.9000,351.1000,2984.1000,281.9000,363.3000,137.9000,956.2000,,184.5000,482.5000,589.2000,0.1200,0.1200,26.9000,986.0000,2050.2000,519.6000,1890.1000,2.5300,,3749.9000,1091.6000,1094.0000,,23.9000,0.0000,0.0000,17.7000,0.0000,120.0000,,A,2520,2510,315,976
006649,12/31/2017,2017,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,02/26/2018,-9.5000,1766.5000,441.3000,3550.8000,526.1000,396.7000,136.0000,1097.9000,,192.9000,443.6000,559.6000,0.0900,0.0900,20.1000,963.2000,2288.7000,571.1000,2360.0000,2.4800,,3943.8000,1190.2000,1190.8000,,21.4000,0.0000,0.0000,15.4000,0.0000,138.4000,,A,2520,2510,315,976
006649,12/31/2018,2018,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/12/2019,-77.6000,1524.6000,476.0000,3382.0000,268.1000,237.8000,134.3000,1167.8000,,201.1000,467.3000,592.1000,,,,997.6000,2325.4000,633.9000,2224.4000,2.5100,,4269.5000,1157.0000,1157.6000,,20.2000,0.0000,0.0000,-3.4000,0.0000,78.3000,,A,2520,2510,315,976
006649,12/31/2019,2019,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,02/27/2020,-76.8000,1538.1000,473.8000,4816.4000,247.6000,334.6000,134.8000,2188.1000,,213.2000,523.0000,703.8000,,,,1172.6000,3500.6000,636.7000,3503.9000,2.6100,,4752.5000,1312.0000,1312.5000,,11.5000,0.0000,0.0000,7.6000,0.0000,96.2000,,A,2520,2510,315,976
006649,12/31/2020,2020,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,12,03/03/2021,-52.4000,1612.1000,553.8000,4754.0000,348.9000,272.0000,135.7000,1971.4000,,217.2000,414.4000,599.0000,,,,1015.0000,3361.7000,645.5000,3363.7000,2.0100,,4280.2000,1389.8000,1390.3000,,11.0000,0.0000,0.0000,-22.5000,0.0000,73.2000,,A,2520,2510,315,976
006669,11/30/2000,2000,INDL,C,D,STD,LEN,LENNAR CORP,USD,11,,,,778.2380,3777.9140,333.8770,,57.3410,1703.5100,,2.8960,373.3950,417.6620,,,,417.6620,2932.0900,2678.0360,2549.3340,4.0000,,4693.6280,1228.5800,,,111.4520,,0.0000,-17.2230,0.0000,146.4980,,A,2520,1531,305,976
006669,11/30/2001,2001,INDL,C,D,STD,LEN,LENNAR CORP,USD,11,,-19.2860,,755.7260,4714.4260,877.2740,,62.7370,2212.3320,,3.1460,755.8750,804.2580,0.1500,0.1500,16.0000,804.2580,3871.5940,3004.2350,3055.1640,6.5100,,6002.2500,1659.2620,,,101.6830,,0.0000,9.7690,0.0000,261.5780,,A,2520,1531,305,976
006669,11/30/2002,2002,INDL,C,D,STD,LEN,LENNAR CORP,USD,11,,-24.4370,,969.7790,5755.6330,777.1590,,63.7860,1695.4270,,3.1820,978.6250,1025.6560,,,,1817.5150,3924.5840,3945.8810,3526.4760,8.5500,,7277.1510,2229.1570,2229.1570,,122.1740,,0.0000,-5.6720,0.0000,330.5800,,A,2520,1531,305,976
006669,11/30/2003,2003,INDL,C,D,STD,LEN,LENNAR CORP,USD,11,,-20.9760,,1040.9610,6775.4320,1270.8720,,73.6670,1536.6860,,22.4070,1103.2540,1157.7570,,,,2141.9800,4800.4600,4198.6080,3511.6580,10.2000,,8907.6190,3263.7740,3263.7740,,177.7780,,0.0000,-51.1430,0.0000,455.6630,,A,2520,1531,305,976
006669,11/30/2004,2004,INDL,C,D,STD,LEN,LENNAR CORP,USD,11,,-14.5750,,1596.5200,9165.2800,1427.9410,952.0200,155.3980,1963.6370,,79.9450,1369.8730,1425.4460,,,,2611.6510,6059.3090,5589.6770,5069.6080,6.0900,,10504.8990,4052.9720,4052.9720,,126.8380,,0.0000,81.5390,,573.4480,,A,2520,1531,305,976
006669,11/30/2005,2005,INDL,C,D,STD,LEN,LENNAR CORP,USD,11,,-5.2210,,876.8300,12541.2250,1059.3430,1364.5090,155.3980,2565.1410,,89.2290,2044.3030,2109.4720,,,,3672.2090,7894.7950,8426.0410,7211.5710,8.8000,,13866.9710,5251.4110,5251.4110,,111.0950,,0.0000,10.2200,463.5880,815.2840,,A,2520,1531,305,976
