,gvkey,datadate,fyear,fyr,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvt,ebit,ebitda,gp,icapt,invt,lt,opeps,revt,seq,txdi,txp,txt,sic,ni,pi,txpd
0,2080,11/30/2000,2000,11,1.0,136.0,20.0,346.0,3.0,3.0,11.0,45.0,9.0,7.0,17.0,75.0,294.0,50.0,97.0,1.0,367.0,249.0,1.0,0.0,4.0,2511,-3.0,15.0,1.0
1,2080,11/30/2001,2001,11,3.0,98.0,15.0,301.0,5.0,3.0,11.0,7.0,9.0,-3.0,8.0,62.0,241.0,32.0,66.0,0.0,305.0,234.0,-1.0,0.0,-2.0,2511,6.0,-4.0,1.0
2,2080,11/30/2002,2002,11,1.0,102.0,17.0,290.0,1.0,3.0,11.0,3.0,9.0,7.0,18.0,79.0,232.0,43.0,61.0,0.0,323.0,229.0,2.0,0.0,2.0,2511,-1.0,9.0,0.0
3,2080,11/30/2003,2003,11,2.0,100.0,15.0,280.0,15.0,3.0,11.0,0.0,9.0,1.0,12.0,92.0,220.0,36.0,60.0,0.0,316.0,220.0,-2.0,1.0,0.0,2511,8.0,4.0,-4.0
4,2080,11/30/2004,2004,11,2.0,102.0,19.0,297.0,4.0,3.0,11.0,15.0,9.0,3.0,13.0,91.0,236.0,47.0,76.0,0.0,315.0,221.0,1.0,0.0,2.0,2511,7.0,10.0,1.0
5,2080,11/30/2005,2005,11,2.0,103.0,19.0,308.0,7.0,7.0,11.0,19.0,9.0,6.0,16.0,107.0,239.0,48.0,88.0,0.0,335.0,220.0,-2.0,0.0,1.0,2511,5.0,9.0,1.0
6,2080,11/30/2006,2006,11,3.0,105.0,16.0,309.0,6.0,6.0,11.0,23.0,9.0,-2.0,6.0,111.0,239.0,48.0,94.0,0.0,328.0,215.0,-2.0,0.0,1.0,2511,-10.0,6.0,3.0
7,2080,11/30/2007,2007,11,1.0,111.0,26.0,310.0,3.0,-11.0,11.0,28.0,9.0,-14.0,-6.0,108.0,223.0,50.0,115.0,-1.0,295.0,194.0,-3.0,0.0,-5.0,2511,-41.0,-14.0,1.0
8,2080,11/30/2008,2008,11,-1.0,96.0,18.0,243.0,3.0,-43.0,11.0,40.0,17.0,-15.0,-7.0,122.0,170.0,43.0,113.0,-2.0,288.0,130.0,17.0,0.0,16.0,2511,-23.0,-24.0,0.0
9,2080,11/30/2009,2009,11,2.0,104.0,14.0,216.0,23.0,-21.0,11.0,31.0,0.0,-17.0,-11.0,109.0,142.0,33.0,105.0,-2.0,232.0,110.0,0.0,0.0,-2.0,2511,-3.0,-25.0,-4.0
10,2080,11/30/2010,2010,11,-1.0,91.0,24.0,197.0,11.0,-5.0,11.0,4.0,0.0,-5.0,2.0,118.0,110.0,41.0,91.0,-1.0,235.0,106.0,0.0,0.0,-1.0,2511,55.0,-3.0,-2.0
11,2080,11/30/2011,2011,11,-1.0,140.0,18.0,223.0,69.0,55.0,11.0,3.0,6.0,-11.0,-6.0,133.0,156.0,45.0,70.0,-2.0,253.0,152.0,-1.0,0.0,4.0,2511,26.0,59.0,3.0
12,2080,11/30/2012,2012,11,-2.0,132.0,22.0,227.0,45.0,26.0,10.0,3.0,15.0,14.0,20.0,146.0,160.0,57.0,69.0,0.0,269.0,157.0,-16.0,0.0,-15.0,2511,5.0,12.0,2.0
13,2080,11/30/2013,2013,11,-2.0,126.0,19.0,225.0,12.0,4.0,10.0,2.0,4.0,10.0,16.0,172.0,159.0,53.0,68.0,0.0,321.0,157.0,2.0,0.0,3.0,2511,9.0,8.0,2.0
14,2080,11/30/2014,2014,11,-2.0,135.0,22.0,240.0,26.0,8.0,10.0,1.0,5.0,14.0,22.0,182.0,158.0,57.0,83.0,0.0,340.0,156.0,0.0,0.0,5.0,2511,20.0,14.0,2.0
15,2080,11/30/2015,2015,11,-3.0,147.0,20.0,282.0,36.0,19.0,10.0,8.0,5.0,26.0,37.0,252.0,185.0,59.0,105.0,1.0,430.0,177.0,1.0,0.0,11.0,2511,15.0,31.0,5.0
16,2080,11/30/2016,2016,11,-3.0,140.0,21.0,278.0,35.0,15.0,10.0,3.0,7.0,26.0,39.0,263.0,184.0,53.0,97.0,1.0,432.0,180.0,5.0,0.0,9.0,2511,18.0,25.0,9.0
17,2080,11/30/2017,2017,11,-3.0,159.0,21.0,293.0,53.0,18.0,10.0,0.0,8.0,27.0,41.0,275.0,191.0,54.0,102.0,1.0,452.0,191.0,-1.0,0.0,9.0,2511,8.0,27.0,7.0
18,2080,11/30/2018,2018,11,-3.0,148.0,27.0,291.0,33.0,8.0,10.0,0.0,5.0,14.0,28.0,278.0,190.0,64.0,101.0,0.0,456.0,190.0,4.0,0.0,3.0,2511,-2.0,12.0,1.0
19,2080,11/30/2019,2019,11,-2.0,136.0,23.0,275.0,19.0,-1.0,10.0,0.0,5.0,2.0,17.0,274.0,178.0,66.0,97.0,0.0,452.0,178.0,-3.0,0.0,0.0,2511,-11.0,-2.0,1.0
20,2080,11/30/2020,2020,11,-2.0,160.0,23.0,402.0,45.0,-11.0,9.0,113.0,4.0,-14.0,0.0,223.0,271.0,54.0,244.0,-1.0,385.0,158.0,1.0,0.0,-7.0,2511,18.0,-17.0,0.0
22,2113,08/31/2000,2000,8,0.0,9.0,2.0,10.0,0.0,-1.0,1.0,0.0,1.0,2.0,2.0,10.0,6.0,5.0,3.0,1.0,39.0,6.0,-1.0,0.0,0.0,2330,1.0,2.0,0.0
23,2113,08/31/2001,2001,8,0.0,9.0,2.0,9.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,8.0,6.0,5.0,2.0,1.0,33.0,6.0,-1.0,0.0,0.0,2330,0.0,1.0,0.0
24,2113,08/31/2002,2002,8,0.0,10.0,4.0,10.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,4.0,0.0,29.0,6.0,0.0,0.0,0.0,2330,-1.0,0.0,0.0
25,2113,08/31/2003,2003,8,0.0,6.0,1.0,6.0,0.0,-1.0,1.0,0.0,0.0,-2.0,-2.0,6.0,4.0,4.0,1.0,-1.0,28.0,4.0,-1.0,0.0,-1.0,2330,0.0,-2.0,0.0
26,2113,08/31/2004,2004,8,0.0,7.0,1.0,7.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,9.0,5.0,3.0,2.0,0.0,32.0,5.0,-1.0,0.0,0.0,2330,-2.0,0.0,0.0
27,2113,08/31/2005,2005,8,0.0,10.0,2.0,10.0,0.0,-2.0,1.0,0.0,0.0,-3.0,-3.0,5.0,4.0,4.0,6.0,-2.0,26.0,4.0,-1.0,0.0,-1.0,2330,0.0,-3.0,0.0
28,2113,08/31/2006,2006,8,0.0,24.0,9.0,30.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,15.0,9.0,12.0,21.0,0.0,54.0,9.0,-1.0,0.0,0.0,2330,-1.0,0.0,0.0
30,2444,12/31/2000,2000,12,-23.0,1831.0,238.0,3396.0,125.0,143.0,88.0,601.0,44.0,452.0,601.0,1237.0,1668.0,510.0,2329.0,2.0,3811.0,1067.0,-18.0,0.0,121.0,3510,81.0,323.0,55.0
31,2444,12/31/2001,2001,12,-45.0,1400.0,214.0,3157.0,108.0,143.0,87.0,600.0,43.0,191.0,351.0,943.0,1711.0,557.0,2046.0,0.0,3370.0,1110.0,48.0,0.0,47.0,3510,78.0,132.0,-27.0
32,2444,12/31/2002,2002,12,-146.0,1660.0,291.0,3407.0,351.0,143.0,90.0,589.0,45.0,196.0,345.0,1008.0,1691.0,546.0,2305.0,1.0,3711.0,1101.0,33.0,0.0,58.0,3510,135.0,161.0,-7.0
33,2444,12/31/2003,2003,12,-73.0,1715.0,321.0,3602.0,345.0,143.0,91.0,583.0,45.0,246.0,397.0,1147.0,1906.0,623.0,2279.0,1.0,4128.0,1323.0,1.0,0.0,65.0,3510,269.0,201.0,85.0
34,2444,12/31/2004,2004,12,-55.0,2098.0,387.0,4346.0,499.0,287.0,95.0,728.0,58.0,400.0,558.0,1471.0,2440.0,786.0,2634.0,2.0,5229.0,1712.0,2.0,0.0,108.0,3510,385.0,378.0,58.0
35,2444,12/31/2005,2005,12,-67.0,2235.0,472.0,4621.0,487.0,373.0,97.0,723.0,57.0,478.0,640.0,1586.0,2702.0,874.0,2642.0,3.0,5923.0,1978.0,-11.0,0.0,110.0,3510,133.0,495.0,113.0
36,2444,12/31/2006,2006,12,-89.0,2078.0,448.0,4450.0,283.0,171.0,94.0,725.0,55.0,358.0,525.0,1400.0,2597.0,861.0,2578.0,2.0,5665.0,1871.0,-30.0,0.0,46.0,3510,111.0,309.0,72.0
37,2444,12/31/2007,2007,12,-53.0,2114.0,437.0,4365.0,331.0,147.0,89.0,727.0,52.0,195.0,375.0,1337.0,2620.0,906.0,2472.0,1.0,5671.0,1892.0,-45.0,0.0,13.0,3510,-789.0,92.0,6.0
38,2444,12/31/2008,2008,12,-433.0,1736.0,301.0,3223.0,317.0,-1168.0,88.0,728.0,4.0,76.0,254.0,1044.0,1458.0,811.0,2494.0,0.0,4708.0,729.0,236.0,0.0,155.0,3510,-587.0,-633.0,-8.0
39,2444,12/31/2009,2009,12,-375.0,1458.0,261.0,2709.0,526.0,-529.0,88.0,839.0,4.0,-398.0,-241.0,472.0,1049.0,484.0,2499.0,-6.0,2776.0,210.0,-100.0,5.0,-99.0,3510,-111.0,-685.0,-91.0
40,2444,12/31/2010,2010,12,-416.0,1535.0,288.0,2678.0,551.0,-152.0,88.0,828.0,4.0,78.0,207.0,849.0,898.0,527.0,2607.0,-1.0,3403.0,70.0,5.0,0.0,25.0,3510,71.0,-85.0,-93.0
41,2444,12/31/2011,2011,12,-541.0,1356.0,282.0,2494.0,338.0,-54.0,89.0,690.0,4.0,208.0,312.0,979.0,721.0,532.0,2463.0,1.0,3748.0,30.0,-4.0,0.0,17.0,3510,50.0,89.0,16.0
42,2444,12/31/2012,2012,12,-556.0,1360.0,334.0,2424.0,284.0,35.0,89.0,563.0,4.0,289.0,379.0,1034.0,641.0,575.0,2346.0,2.0,3717.0,77.0,8.0,0.0,33.0,3510,769.0,181.0,17.0
43,2444,12/31/2013,2013,12,-402.0,1508.0,315.0,2915.0,356.0,922.0,91.0,453.0,9.0,320.0,407.0,1102.0,1491.0,599.0,1877.0,2.0,3887.0,1038.0,-605.0,0.0,-546.0,3510,245.0,229.0,31.0
44,2444,12/31/2014,2014,12,-481.0,1967.0,317.0,3134.0,552.0,166.0,93.0,450.0,41.0,360.0,441.0,1118.0,1621.0,652.0,1962.0,2.0,3838.0,1171.0,48.0,0.0,93.0,3510,241.0,287.0,45.0
45,2444,12/31/2015,2015,12,-475.0,1984.0,339.0,3152.0,657.0,247.0,93.0,442.0,48.0,426.0,515.0,1203.0,1723.0,685.0,1871.0,2.0,4105.0,1281.0,43.0,0.0,87.0,3510,276.0,315.0,32.0
46,2444,12/31/2016,2016,12,-435.0,1688.0,392.0,3284.0,422.0,315.0,91.0,436.0,55.0,479.0,583.0,1329.0,1876.0,762.0,1844.0,3.0,4488.0,1440.0,62.0,0.0,115.0,3510,146.0,389.0,32.0
47,2444,12/31/2017,2017,12,-360.0,1846.0,409.0,3358.0,448.0,221.0,89.0,431.0,60.0,501.0,599.0,1341.0,1914.0,765.0,1875.0,3.0,4510.0,1482.0,118.0,0.0,156.0,3510,265.0,343.0,73.0
48,2444,12/31/2018,2018,12,-364.0,1880.0,527.0,4285.0,294.0,262.0,87.0,1179.0,67.0,492.0,633.0,1466.0,2762.0,943.0,2703.0,4.0,5159.0,1582.0,25.0,0.0,59.0,3510,-131.0,322.0,21.0
49,2444,12/31/2019,2019,12,-54.0,1525.0,393.0,3564.0,320.0,178.0,85.0,1138.0,73.0,494.0,633.0,1259.0,2439.0,824.0,2263.0,0.0,4108.0,1300.0,-50.0,0.0,80.0,3510,372.0,110.0,18.0
50,2444,12/31/2020,2020,12,-43.0,1670.0,457.0,3770.0,519.0,383.0,79.0,978.0,78.0,542.0,696.0,1364.0,2488.0,711.0,2260.0,4.0,4347.0,1510.0,-18.0,0.0,98.0,3510,593.0,472.0,111.0
52,2820,03/31/2002,2001,3,0.0,39.0,8.0,117.0,0.0,5.0,1.0,3.0,0.0,3.0,4.0,16.0,60.0,8.0,60.0,0.0,95.0,56.0,0.0,0.0,0.0,2452,-5.0,3.0,0.0
53,2820,03/31/2003,2002,3,0.0,35.0,3.0,111.0,0.0,5.0,1.0,0.0,0.0,7.0,8.0,20.0,92.0,6.0,19.0,0.0,110.0,92.0,0.0,0.0,0.0,2452,6.0,6.0,0.0
54,2820,03/31/2004,2003,3,0.0,54.0,6.0,129.0,30.0,5.0,3.0,0.0,0.0,9.0,10.0,23.0,97.0,7.0,31.0,1.0,128.0,97.0,2.0,0.0,3.0,2452,10.0,9.0,1.0
55,2820,03/31/2005,2004,3,0.0,70.0,5.0,145.0,46.0,10.0,6.0,0.0,0.0,15.0,16.0,30.0,108.0,9.0,37.0,1.0,157.0,108.0,2.0,0.0,6.0,2452,15.0,15.0,3.0
56,2820,03/31/2006,2005,3,0.0,89.0,6.0,168.0,15.0,15.0,6.0,0.0,0.0,21.0,22.0,39.0,125.0,12.0,43.0,2.0,189.0,125.0,2.0,0.0,8.0,2452,11.0,23.0,6.0
57,2820,03/31/2007,2006,3,0.0,91.0,2.0,172.0,12.0,11.0,6.0,0.0,0.0,14.0,15.0,30.0,138.0,13.0,34.0,1.0,169.0,138.0,2.0,0.0,5.0,2452,6.0,17.0,4.0
58,2820,03/31/2008,2007,3,0.0,101.0,2.0,181.0,73.0,6.0,6.0,0.0,0.0,6.0,7.0,21.0,146.0,11.0,34.0,0.0,141.0,146.0,1.0,0.0,2.0,2452,0.0,9.0,0.0
59,2820,03/31/2009,2008,3,0.0,98.0,0.0,178.0,70.0,0.0,6.0,0.0,0.0,-1.0,0.0,11.0,148.0,9.0,30.0,0.0,105.0,148.0,1.0,0.0,-1.0,2452,-4.0,0.0,0.0
60,2820,03/31/2010,2009,3,0.0,112.0,5.0,232.0,74.0,-4.0,6.0,0.0,0.0,-6.0,-5.0,11.0,180.0,15.0,51.0,-1.0,115.0,145.0,1.0,0.0,-3.0,2452,2.0,-6.0,0.0
61,2820,03/31/2011,2010,3,0.0,146.0,3.0,269.0,76.0,2.0,6.0,0.0,0.0,3.0,4.0,25.0,186.0,16.0,82.0,0.0,171.0,150.0,-1.0,0.0,0.0,2452,15.0,4.0,1.0
62,2820,03/31/2012,2011,3,0.0,169.0,11.0,437.0,41.0,15.0,6.0,80.0,0.0,17.0,22.0,101.0,335.0,62.0,182.0,-1.0,443.0,168.0,-3.0,3.0,2.0,2452,4.0,32.0,3.0
63,2820,03/31/2013,2012,3,0.0,194.0,14.0,444.0,47.0,5.0,6.0,72.0,0.0,21.0,25.0,104.0,341.0,68.0,175.0,0.0,452.0,176.0,2.0,2.0,6.0,2452,16.0,16.0,6.0
64,2820,03/31/2014,2013,3,0.0,227.0,15.0,469.0,72.0,16.0,8.0,59.0,0.0,31.0,35.0,123.0,350.0,69.0,178.0,1.0,533.0,290.0,0.0,0.0,9.0,2452,23.0,27.0,6.0
65,2820,03/31/2015,2014,3,0.0,265.0,17.0,502.0,96.0,23.0,8.0,60.0,0.0,38.0,42.0,129.0,380.0,75.0,182.0,2.0,566.0,320.0,4.0,1.0,13.0,2452,28.0,37.0,7.0
66,2820,03/31/2016,2015,3,1.0,298.0,18.0,553.0,97.0,29.0,8.0,54.0,0.0,46.0,50.0,148.0,408.0,94.0,200.0,3.0,712.0,353.0,-1.0,1.0,15.0,2452,37.0,44.0,15.0
67,2820,03/31/2017,2016,3,1.0,356.0,24.0,607.0,132.0,38.0,8.0,51.0,0.0,56.0,60.0,161.0,445.0,93.0,212.0,4.0,773.0,394.0,0.0,1.0,17.0,2452,61.0,55.0,18.0
68,2820,03/31/2018,2017,3,1.0,418.0,23.0,674.0,186.0,61.0,9.0,33.0,0.0,70.0,74.0,181.0,490.0,109.0,217.0,6.0,871.0,457.0,-5.0,1.0,17.0,2452,68.0,78.0,17.0
69,2820,03/31/2019,2018,3,-1.0,462.0,29.0,725.0,187.0,68.0,9.0,14.0,0.0,86.0,90.0,210.0,544.0,116.0,195.0,7.0,962.0,529.0,-1.0,1.0,18.0,2452,75.0,86.0,19.0
70,2820,03/31/2020,2019,3,0.0,516.0,29.0,810.0,241.0,75.0,9.0,23.0,0.0,89.0,95.0,238.0,631.0,113.0,202.0,8.0,1061.0,607.0,0.0,1.0,17.0,2452,76.0,92.0,18.0
72,3363,04/30/2011,2010,4,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5080,-1.0,-1.0,0.0
73,3363,04/30/2012,2011,4,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5080,-1.0,-1.0,0.0
75,3622,03/31/2000,1999,3,0.0,112.0,17.0,215.0,1.0,1.0,8.0,106.0,0.0,-20.0,-7.0,48.0,163.0,73.0,158.0,-4.0,319.0,56.0,-4.0,0.0,-5.0,2211,-74.0,-34.0,0.0
76,3622,03/31/2001,2000,3,0.0,62.0,8.0,90.0,1.0,1.0,8.0,47.0,0.0,-9.0,1.0,45.0,30.0,19.0,107.0,-6.0,247.0,-17.0,-1.0,0.0,-1.0,2211,27.0,-74.0,-1.0
77,3622,03/31/2002,2001,3,0.0,33.0,3.0,60.0,0.0,1.0,9.0,36.0,0.0,5.0,7.0,27.0,49.0,16.0,47.0,0.0,117.0,12.0,0.0,0.0,-2.0,2211,2.0,0.0,-1.0
78,3622,03/31/2003,2002,3,-1.0,32.0,4.0,57.0,0.0,1.0,9.0,30.0,0.0,8.0,9.0,22.0,46.0,15.0,42.0,0.0,94.0,15.0,-1.0,0.0,0.0,2211,3.0,2.0,-2.0
79,3622,03/31/2004,2003,3,0.0,33.0,5.0,58.0,0.0,1.0,9.0,28.0,0.0,7.0,7.0,20.0,46.0,14.0,39.0,0.0,86.0,18.0,-1.0,0.0,0.0,2211,2.0,3.0,0.0
80,3622,03/31/2005,2004,3,0.0,29.0,3.0,54.0,0.0,2.0,9.0,25.0,0.0,6.0,6.0,17.0,45.0,12.0,33.0,0.0,83.0,20.0,-1.0,0.0,0.0,2211,7.0,2.0,0.0
81,3622,03/31/2006,2005,3,0.0,30.0,3.0,58.0,3.0,7.0,9.0,23.0,0.0,7.0,7.0,17.0,52.0,9.0,29.0,0.0,72.0,28.0,-5.0,0.0,-4.0,2211,7.0,3.0,-1.0
82,3622,03/31/2007,2006,3,0.0,23.0,3.0,48.0,0.0,6.0,9.0,5.0,0.0,7.0,8.0,18.0,42.0,7.0,12.0,0.0,71.0,36.0,2.0,0.0,3.0,2211,4.0,10.0,0.0
83,3622,03/31/2008,2007,3,0.0,42.0,5.0,73.0,7.0,4.0,9.0,22.0,0.0,7.0,9.0,19.0,62.0,13.0,33.0,0.0,74.0,39.0,1.0,0.0,2.0,2211,-18.0,7.0,1.0
84,3622,03/31/2009,2008,3,0.0,48.0,6.0,56.0,15.0,-18.0,9.0,23.0,0.0,7.0,9.0,20.0,45.0,11.0,34.0,0.0,87.0,22.0,-3.0,0.0,1.0,2211,4.0,-16.0,2.0
85,3622,03/31/2010,2009,3,0.0,31.0,5.0,41.0,0.0,4.0,9.0,3.0,0.0,9.0,11.0,22.0,30.0,10.0,13.0,0.0,86.0,27.0,0.0,0.0,3.0,2211,4.0,8.0,2.0
86,3622,03/31/2011,2010,3,0.0,35.0,5.0,45.0,0.0,4.0,9.0,4.0,0.0,8.0,9.0,21.0,35.0,13.0,14.0,0.0,89.0,31.0,0.0,0.0,2.0,2211,5.0,7.0,3.0
87,3622,03/31/2012,2011,3,0.0,35.0,6.0,44.0,0.0,5.0,9.0,0.0,2.0,8.0,9.0,20.0,34.0,11.0,9.0,0.0,85.0,34.0,0.0,0.0,2.0,2211,5.0,7.0,2.0
88,3622,03/31/2013,2012,3,0.0,35.0,7.0,44.0,0.0,5.0,9.0,0.0,7.0,8.0,9.0,20.0,32.0,10.0,11.0,0.0,78.0,32.0,0.0,0.0,2.0,2211,5.0,8.0,1.0
89,3622,03/31/2014,2013,3,0.0,38.0,5.0,46.0,0.0,5.0,9.0,0.0,3.0,9.0,10.0,22.0,35.0,13.0,10.0,0.0,81.0,35.0,-1.0,0.0,3.0,2211,5.0,9.0,4.0
90,3622,03/31/2015,2014,3,0.0,42.0,4.0,49.0,1.0,5.0,10.0,0.0,3.0,10.0,11.0,23.0,39.0,15.0,10.0,0.0,85.0,39.0,-1.0,1.0,3.0,2211,6.0,9.0,3.0
91,3622,03/31/2016,2015,3,0.0,45.0,4.0,52.0,7.0,6.0,10.0,0.0,5.0,10.0,11.0,24.0,40.0,14.0,12.0,0.0,84.0,40.0,0.0,0.0,3.0,2211,5.0,10.0,4.0
92,3622,03/31/2017,2016,3,0.0,41.0,5.0,47.0,7.0,5.0,10.0,0.0,7.0,8.0,9.0,19.0,38.0,15.0,8.0,0.0,65.0,38.0,0.0,0.0,3.0,2211,3.0,8.0,3.0
93,3622,03/31/2018,2017,3,0.0,39.0,3.0,56.0,0.0,3.0,10.0,9.0,3.0,6.0,7.0,20.0,48.0,19.0,17.0,0.0,70.0,39.0,0.0,0.0,2.0,2211,5.0,5.0,1.0
94,3622,03/31/2019,2018,3,0.0,38.0,4.0,54.0,0.0,5.0,10.0,4.0,3.0,7.0,8.0,22.0,45.0,19.0,13.0,0.0,76.0,41.0,0.0,0.0,1.0,2211,6.0,6.0,1.0
95,3622,03/31/2020,2019,3,0.0,37.0,2.0,57.0,0.0,6.0,10.0,7.0,5.0,7.0,9.0,22.0,49.0,17.0,14.0,0.0,73.0,42.0,0.0,0.0,1.0,2211,6.0,7.0,1.0
97,3647,04/30/2000,1999,4,0.0,161.0,26.0,342.0,1.0,-9.0,11.0,135.0,1.0,24.0,44.0,104.0,264.0,74.0,214.0,0.0,488.0,128.0,2.0,0.0,4.0,2211,-9.0,13.0,2.0
98,3647,04/30/2001,2000,4,0.0,126.0,27.0,289.0,1.0,-9.0,11.0,109.0,1.0,6.0,25.0,76.0,230.0,59.0,167.0,-1.0,409.0,121.0,-6.0,1.0,-5.0,2211,-4.0,-13.0,-1.0
99,3647,04/30/2002,2001,4,0.0,146.0,24.0,287.0,31.0,-9.0,11.0,107.0,0.0,15.0,33.0,81.0,226.0,57.0,168.0,0.0,381.0,119.0,-2.0,0.0,-3.0,2211,-25.0,-7.0,-3.0
100,3647,04/30/2003,2002,4,0.0,121.0,19.0,218.0,14.0,-9.0,11.0,76.0,0.0,20.0,34.0,74.0,171.0,49.0,122.0,0.0,339.0,95.0,-3.0,0.0,-2.0,2211,7.0,-3.0,-2.0
101,3647,04/30/2004,2003,4,0.0,105.0,13.0,193.0,14.0,-9.0,11.0,50.0,0.0,17.0,30.0,71.0,153.0,49.0,90.0,0.0,318.0,103.0,3.0,1.0,3.0,2211,-18.0,10.0,-2.0
102,3647,04/30/2005,2004,4,0.0,94.0,19.0,176.0,5.0,-18.0,11.0,42.0,0.0,-2.0,17.0,52.0,128.0,50.0,90.0,-1.0,286.0,85.0,-13.0,1.0,-11.0,2211,-12.0,-29.0,1.0
103,3647,04/30/2006,2005,4,0.0,86.0,18.0,157.0,9.0,-12.0,11.0,39.0,0.0,2.0,16.0,42.0,114.0,36.0,82.0,-1.0,261.0,74.0,-11.0,2.0,-9.0,2211,-2.0,-20.0,1.0
104,3647,04/30/2007,2006,4,-1.0,89.0,22.0,159.0,10.0,-2.0,11.0,22.0,0.0,9.0,17.0,44.0,101.0,40.0,80.0,0.0,250.0,79.0,-4.0,4.0,-2.0,2211,5.0,-4.0,0.0
105,3647,04/30/2008,2007,4,-1.0,79.0,21.0,148.0,4.0,5.0,12.0,14.0,0.0,11.0,17.0,41.0,100.0,35.0,61.0,0.0,254.0,86.0,-1.0,0.0,-1.0,2211,-39.0,4.0,0.0
106,3647,04/30/2009,2008,4,0.0,56.0,17.0,95.0,11.0,-39.0,12.0,11.0,0.0,8.0,15.0,35.0,59.0,23.0,47.0,-1.0,203.0,48.0,33.0,0.0,31.0,2211,13.0,-7.0,0.0
107,3647,04/30/2010,2009,4,0.0,69.0,22.0,112.0,18.0,13.0,12.0,11.0,0.0,16.0,20.0,43.0,74.0,26.0,49.0,1.0,206.0,63.0,-1.0,0.0,1.0,2211,16.0,14.0,1.0
108,3647,04/30/2011,2010,4,0.0,82.0,24.0,130.0,23.0,16.0,12.0,9.0,0.0,15.0,20.0,41.0,89.0,28.0,49.0,1.0,216.0,80.0,-4.0,0.0,-2.0,2211,13.0,15.0,1.0
109,3647,04/30/2012,2011,4,0.0,96.0,30.0,144.0,25.0,13.0,12.0,6.0,0.0,14.0,19.0,44.0,95.0,36.0,55.0,0.0,254.0,89.0,-2.0,0.0,0.0,2211,18.0,14.0,2.0
110,3647,04/30/2013,2012,4,0.0,100.0,22.0,144.0,23.0,18.0,12.0,4.0,7.0,21.0,26.0,54.0,99.0,38.0,49.0,1.0,268.0,95.0,-1.0,0.0,1.0,2211,17.0,20.0,2.0
111,3647,04/30/2014,2013,4,-1.0,112.0,26.0,160.0,29.0,17.0,12.0,2.0,2.0,20.0,25.0,54.0,114.0,40.0,49.0,1.0,287.0,111.0,-2.0,0.0,1.0,2211,15.0,19.0,3.0
112,3647,04/30/2015,2014,4,-1.0,118.0,28.0,171.0,29.0,15.0,12.0,0.0,7.0,22.0,28.0,61.0,119.0,42.0,51.0,1.0,310.0,119.0,3.0,0.0,7.0,2211,16.0,22.0,4.0
113,3647,04/30/2016,2015,4,-1.0,114.0,23.0,175.0,37.0,16.0,12.0,0.0,8.0,28.0,35.0,71.0,128.0,46.0,46.0,1.0,312.0,128.0,4.0,0.0,10.0,2211,22.0,27.0,6.0
114,3647,04/30/2017,2016,4,-1.0,102.0,29.0,205.0,20.0,22.0,12.0,0.0,6.0,30.0,37.0,76.0,148.0,51.0,57.0,1.0,309.0,148.0,4.0,0.0,7.0,2211,20.0,29.0,5.0
115,3647,04/30/2018,2017,4,-1.0,132.0,27.0,217.0,21.0,20.0,12.0,0.0,6.0,28.0,35.0,72.0,163.0,53.0,54.0,1.0,323.0,163.0,-3.0,1.0,5.0,2211,5.0,26.0,4.0
116,3647,04/30/2019,2018,4,0.0,123.0,24.0,219.0,40.0,5.0,12.0,0.0,4.0,15.0,23.0,61.0,164.0,50.0,55.0,0.0,296.0,159.0,2.0,1.0,6.0,2211,-29.0,11.0,6.0
117,3647,04/30/2020,2019,4,-1.0,151.0,23.0,215.0,69.0,-29.0,12.0,31.0,5.0,6.0,14.0,48.0,161.0,47.0,85.0,-1.0,256.0,129.0,-2.0,0.0,3.0,2211,3.0,-8.0,4.0
119,4001,12/31/2000,2000,12,-2.0,149.0,49.0,423.0,2.0,6.0,11.0,187.0,0.0,1.0,22.0,118.0,295.0,114.0,314.0,-1.0,568.0,108.0,3.0,0.0,-6.0,2273,0.0,-16.0,-6.0
120,4001,12/31/2001,2001,12,-4.0,124.0,42.0,386.0,1.0,6.0,11.0,153.0,0.0,17.0,39.0,135.0,259.0,92.0,279.0,-1.0,534.0,106.0,2.0,0.0,0.0,2273,4.0,1.0,-7.0
121,4001,12/31/2002,2002,12,-4.0,146.0,37.0,416.0,2.0,6.0,11.0,136.0,0.0,28.0,48.0,140.0,247.0,95.0,305.0,0.0,507.0,111.0,1.0,0.0,4.0,2273,-17.0,12.0,-1.0
122,4001,12/31/2003,2003,12,-2.0,110.0,11.0,238.0,11.0,6.0,11.0,55.0,0.0,14.0,23.0,89.0,151.0,50.0,142.0,0.0,234.0,96.0,-13.0,10.0,-6.0,2273,12.0,-15.0,2.0
